RuneID,Level,Type,CostItemID,CostCount,CostMoney,AttributeID,AttributeRate,SpecialAttributeID,SpecialAttributeTIP
150052,10,,150052,145,900,110019,1,130106,T_RuneLevel_SpecialAttributeTIP_150052_10
150052,11,,150052,175,1110,110025,1,,
150052,12,,150052,205,1320,110026,1,,
150052,13,,150052,245,1580,110027,1,,
150052,14,,150052,285,1840,110028,1,,
150052,15,,150052,,,110029,1,130107,T_RuneLevel_SpecialAttributeTIP_150052_15
150053,,,150053,5,150,,,,
150053,1,,150053,10,180,110010,1,130060,T_RuneLevel_SpecialAttributeTIP_100004_5
150053,2,,150053,15,210,110011,1,,
150053,3,,150053,20,240,110012,1,,
150053,4,,150053,30,270,110013,1,,
150053,5,,150053,40,330,110014,1,130061,T_RuneLevel_SpecialAttributeTIP_100004_10
150053,6,,150053,50,400,110015,1,,
150053,7,,150053,65,470,110016,1,,
150053,8,,150053,85,580,110017,1,,
150053,9,,150053,115,740,110018,1,,
150053,10,,150053,145,900,110019,1,130062,T_RuneLevel_SpecialAttributeTIP_150007_10
150053,11,,150053,175,1110,110025,1,,
150053,12,,150053,205,1320,110026,1,,
150053,13,,150053,245,1580,110027,1,,
150053,14,,150053,285,1840,110028,1,,
150053,15,,150053,,,110029,1,130086,T_RuneLevel_SpecialAttributeTIP_150007_15
150054,,,150054,5,150,,,,
150054,1,,150054,10,180,110010,1,130108,T_RuneLevel_SpecialAttributeTIP_150054_1
150054,2,,150054,15,210,110011,1,,
150054,3,,150054,20,240,110012,1,,
150054,4,,150054,30,270,110013,1,,
150054,5,,150054,40,330,110014,1,130109,T_RuneLevel_SpecialAttributeTIP_150054_5
150054,6,,150054,50,400,110015,1,,
150054,7,,150054,65,470,110016,1,,
150054,8,,150054,85,580,110017,1,,
150054,9,,150054,115,740,110018,1,,
150054,10,,150054,145,900,110019,1,130110,T_RuneLevel_SpecialAttributeTIP_150054_10
150054,11,,150054,175,1110,110025,1,,
150054,12,,150054,205,1320,110026,1,,
150054,13,,150054,245,1580,110027,1,,
150054,14,,150054,285,1840,110028,1,,
150054,15,,150054,,,110029,1,130111,T_RuneLevel_SpecialAttributeTIP_150054_15
150055,,,150055,15,750,,,,
150055,1,,150055,30,900,110010,1,130088,T_RuneLevel_SpecialAttributeTIP_100000_5
150055,2,,150055,45,1050,110011,1,,
150055,3,,150055,60,1200,110012,1,,
150055,4,,150055,90,1350,110013,1,,
150055,5,,150055,120,1500,110014,1,130089,T_RuneLevel_SpecialAttributeTIP_100000_10
150055,6,,150055,150,1900,110015,1,,
150055,7,,150055,190,2600,110016,1,,
150055,8,,150055,230,3700,110017,1,,
150055,9,,150055,300,6000,110018,1,,
150055,10,,150055,,,110019,1,130128,T_RuneLevel_SpecialAttributeTIP_150001_10
150056,,,150056,15,750,,,,
150056,1,,150056,30,900,110010,1,130088,T_RuneLevel_SpecialAttributeTIP_100000_5
150056,2,,150056,45,1050,110011,1,,
150056,3,,150056,60,1200,110012,1,,
150056,4,,150056,90,1350,110013,1,,
150056,5,,150056,120,1500,110014,1,130089,T_RuneLevel_SpecialAttributeTIP_100000_10
150056,6,,150056,150,1900,110015,1,,
150056,7,,150056,190,2600,110016,1,,
150056,8,,150056,230,3700,110017,1,,
150056,9,,150056,300,6000,110018,1,,
150056,10,,150056,,,110019,1,130128,T_RuneLevel_SpecialAttributeTIP_150001_10
150057,,,150057,50,1000,,,,
150057,1,,150057,100,1500,110030,1,130102,T_RuneLevel_SpecialAttributeTIP_150028_1
150057,2,,150057,150,2000,110031,1,,
150057,3,,150057,200,3000,110032,1,,
150057,4,,150057,250,4000,110033,1,,
150057,5,,150057,300,6000,110034,1,130103,T_RuneLevel_SpecialAttributeTIP_150028_5
150057,6,,150057,350,10000,110043,1,,
150057,7,,150057,,,110044,1,131104,T_RuneLevel_SpecialAttributeTIP_150028_7
150058,,,150058,5,150,,,,
150058,1,,150058,10,180,110010,1,130112,T_RuneLevel_SpecialAttributeTIP_150058_1
150058,2,,150058,15,210,110011,1,,
150058,3,,150058,20,240,110012,1,,
150058,4,,150058,30,270,110013,1,,
150058,5,,150058,40,330,110014,1,130113,T_RuneLevel_SpecialAttributeTIP_150058_5
150058,6,,150058,50,400,110015,1,,
150058,7,,150058,65,470,110016,1,,
150058,8,,150058,85,580,110017,1,,
150058,9,,150058,115,740,110018,1,,
150058,10,,150058,145,900,110019,1,130114,T_RuneLevel_SpecialAttributeTIP_150058_10
150058,11,,150058,175,1110,110025,1,,
150058,12,,150058,205,1320,110026,1,,
150058,13,,150058,245,1580,110027,1,,
150058,14,,150058,285,1840,110028,1,,
150058,15,,150058,,,110029,1,130115,T_RuneLevel_SpecialAttributeTIP_150058_15
150059,,,150059,5,150,,,,
150059,1,,150059,10,180,110010,1,130116,T_RuneLevel_SpecialAttributeTIP_150059_1
150059,2,,150059,15,210,110011,1,,
150059,3,,150059,20,240,110012,1,,
150059,4,,150059,30,270,110013,1,,
150059,5,,150059,40,330,110014,1,130117,T_RuneLevel_SpecialAttributeTIP_150059_5
150059,6,,150059,50,400,110015,1,,
150059,7,,150059,65,470,110016,1,,
150059,8,,150059,85,580,110017,1,,
150059,9,,150059,115,740,110018,1,,
150059,10,,150059,145,900,110019,1,130118,T_RuneLevel_SpecialAttributeTIP_150059_10
150059,11,,150059,175,1110,110025,1,,
150059,12,,150059,205,1320,110026,1,,
150059,13,,150059,245,1580,110027,1,,
150059,14,,150059,285,1840,110028,1,,
150059,15,,150059,,,110029,1,130119,T_RuneLevel_SpecialAttributeTIP_150059_15
150060,,,150060,15,750,,,,
150060,1,,150060,30,900,110010,1,130088,T_RuneLevel_SpecialAttributeTIP_100000_5
150060,2,,150060,45,1050,110011,1,,
150060,3,,150060,60,1200,110012,1,,
150060,4,,150060,90,1350,110013,1,,
150060,5,,150060,120,1500,110014,1,130089,T_RuneLevel_SpecialAttributeTIP_100000_10
150060,6,,150060,150,1900,110015,1,,
150060,7,,150060,190,2600,110016,1,,
150060,8,,150060,230,3700,110017,1,,
150060,9,,150060,300,6000,110018,1,,
150060,10,,150060,,,110019,1,130128,T_RuneLevel_SpecialAttributeTIP_150001_10
150061,,,150061,50,1000,,,,
150061,1,,150061,100,1500,110030,1,130102,T_RuneLevel_SpecialAttributeTIP_150028_1
150061,2,,150061,150,2000,110031,1,,
150061,3,,150061,200,3000,110032,1,,
150061,4,,150061,250,4000,110033,1,,
150061,5,,150061,300,6000,110034,1,130103,T_RuneLevel_SpecialAttributeTIP_150028_5
150061,6,,150061,350,10000,110043,1,,
150061,7,,150061,,,110044,1,131104,T_RuneLevel_SpecialAttributeTIP_150028_7
150062,,,150062,5,150,,,,
150062,1,,150062,10,180,110010,1,130042,T_RuneLevel_SpecialAttributeTIP_100000_5
150062,2,,150062,15,210,110011,1,,
150062,3,,150062,20,240,110012,1,,
150062,4,,150062,30,270,110013,1,,
150062,5,,150062,40,330,110014,1,130043,T_RuneLevel_SpecialAttributeTIP_100000_10
150062,6,,150062,50,400,110015,1,,
150062,7,,150062,65,470,110016,1,,
150062,8,,150062,85,580,110017,1,,
150062,9,,150062,115,740,110018,1,,
150062,10,,150062,145,900,110019,1,130044,T_RuneLevel_SpecialAttributeTIP_150001_10
150062,11,,150062,175,1110,110025,1,,
150062,12,,150062,205,1320,110026,1,,
150062,13,,150062,245,1580,110027,1,,
150062,14,,150062,285,1840,110028,1,,
150062,15,,150062,,,110029,1,130080,T_RuneLevel_SpecialAttributeTIP_150001_15
150063,,,150063,5,150,,,,
150063,1,,150063,10,180,110010,1,130120,T_RuneLevel_SpecialAttributeTIP_150063_1
150063,2,,150063,15,210,110011,1,,
150063,3,,150063,20,240,110012,1,,
150063,4,,150063,30,270,110013,1,,
150063,5,,150063,40,330,110014,1,130121,T_RuneLevel_SpecialAttributeTIP_150063_5
150063,6,,150063,50,400,110015,1,,
150063,7,,150063,65,470,110016,1,,
150063,8,,150063,85,580,110017,1,,
150063,9,,150063,115,740,110018,1,,
150063,10,,150063,145,900,110019,1,130122,T_RuneLevel_SpecialAttributeTIP_150063_10
150063,11,,150063,175,1110,110025,1,,
150063,12,,150063,205,1320,110026,1,,
150063,13,,150063,245,1580,110027,1,,
150063,14,,150063,285,1840,110028,1,,
150063,15,,150063,,,110029,1,130123,T_RuneLevel_SpecialAttributeTIP_150063_15
150064,,,150064,15,750,,,,
150064,1,,150064,30,900,110010,1,130088,T_RuneLevel_SpecialAttributeTIP_100000_5
150064,2,,150064,45,1050,110011,1,,
150064,3,,150064,60,1200,110012,1,,
150064,4,,150064,90,1350,110013,1,,
150064,5,,150064,120,1500,110014,1,130089,T_RuneLevel_SpecialAttributeTIP_100000_10
150064,6,,150064,150,1900,110015,1,,
150064,7,,150064,190,2600,110016,1,,
150064,8,,150064,230,3700,110017,1,,
150064,9,,150064,300,6000,110018,1,,
150064,10,,150064,,,110019,1,130128,T_RuneLevel_SpecialAttributeTIP_150001_10
150065,,,150065,50,1000,,,,
150065,1,,150065,100,1500,110030,1,130102,T_RuneLevel_SpecialAttributeTIP_150028_1
150065,2,,150065,150,2000,110031,1,,
150065,3,,150065,200,3000,110032,1,,
150065,4,,150065,250,4000,110033,1,,
150065,5,,150065,300,6000,110034,1,130103,T_RuneLevel_SpecialAttributeTIP_150028_5
150065,6,,150065,350,10000,110043,1,,
150065,7,,150065,,,110044,1,131104,T_RuneLevel_SpecialAttributeTIP_150028_7
150066,,,150066,5,150,,,,
150066,1,,150066,10,180,110010,1,130112,T_RuneLevel_SpecialAttributeTIP_150058_1
150066,2,,150066,15,210,110011,1,,
150066,3,,150066,20,240,110012,1,,
150066,4,,150066,30,270,110013,1,,
150066,5,,150066,40,330,110014,1,130113,T_RuneLevel_SpecialAttributeTIP_150058_5
150066,6,,150066,50,400,110015,1,,
150066,7,,150066,65,470,110016,1,,
150066,8,,150066,85,580,110017,1,,
150066,9,,150066,115,740,110018,1,,
150066,10,,150066,145,900,110019,1,130114,T_RuneLevel_SpecialAttributeTIP_150058_10
150066,11,,150066,175,1110,110025,1,,
150066,12,,150066,205,1320,110026,1,,
150066,13,,150066,245,1580,110027,1,,
150066,14,,150066,285,1840,110028,1,,
150066,15,,150066,,,110029,1,130115,T_RuneLevel_SpecialAttributeTIP_150058_15
150067,,,150067,5,150,,,,
150067,1,,150067,10,180,110010,1,130124,T_RuneLevel_SpecialAttributeTIP_150067_1
150067,2,,150067,15,210,110011,1,,
150067,3,,150067,20,240,110012,1,,
150067,4,,150067,30,270,110013,1,,
150067,5,,150067,40,330,110014,1,130125,T_RuneLevel_SpecialAttributeTIP_150067_5
150067,6,,150067,50,400,110015,1,,
150067,7,,150067,65,470,110016,1,,
150067,8,,150067,85,580,110017,1,,
150067,9,,150067,115,740,110018,1,,
150067,10,,150067,145,900,110019,1,130126,T_RuneLevel_SpecialAttributeTIP_150067_10
150067,11,,150067,175,1110,110025,1,,
150067,12,,150067,205,1320,110026,1,,
150067,13,,150067,245,1580,110027,1,,
150067,14,,150067,285,1840,110028,1,,
150067,15,,150067,,,110029,1,130127,T_RuneLevel_SpecialAttributeTIP_150067_15
150068,,,150068,15,750,,,,
150068,1,,150068,30,900,110010,1,130088,T_RuneLevel_SpecialAttributeTIP_100000_5
150068,2,,150068,45,1050,110011,1,,
150068,3,,150068,60,1200,110012,1,,
150068,4,,150068,90,1350,110013,1,,
150068,5,,150068,120,1500,110014,1,130089,T_RuneLevel_SpecialAttributeTIP_100000_10
150068,6,,150068,150,1900,110015,1,,
150068,7,,150068,190,2600,110016,1,,
150068,8,,150068,230,3700,110017,1,,
150068,9,,150068,300,6000,110018,1,,
150068,10,,150068,,,110019,1,130128,T_RuneLevel_SpecialAttributeTIP_150001_10
150069,,,150069,50,1000,,,,
150069,1,,150069,100,1500,110030,1,130102,T_RuneLevel_SpecialAttributeTIP_150028_1
150069,2,,150069,150,2000,110031,1,,
150069,3,,150069,200,3000,110032,1,,
150069,4,,150069,250,4000,110033,1,,
150069,5,,150069,300,6000,110034,1,130103,T_RuneLevel_SpecialAttributeTIP_150028_5
150069,6,,150069,350,10000,110043,1,,
150069,7,,150069,,,110044,1,131104,T_RuneLevel_SpecialAttributeTIP_150028_7
150070,,,150070,5,150,,,,
150070,1,,150070,10,180,110010,1,130129,T_RuneLevel_SpecialAttributeTIP_150070_1
150070,2,,150070,15,210,110011,1,,
150070,3,,150070,20,240,110012,1,,
150070,4,,150070,30,270,110013,1,,
150070,5,,150070,40,330,110014,1,130130,T_RuneLevel_SpecialAttributeTIP_150070_5
150070,6,,150070,50,400,110015,1,,
150070,7,,150070,65,470,110016,1,,
150070,8,,150070,85,580,110017,1,,
150070,9,,150070,115,740,110018,1,,
150070,10,,150070,145,900,110019,1,130131,T_RuneLevel_SpecialAttributeTIP_150070_10
150070,11,,150070,175,1110,110025,1,,
150070,12,,150070,205,1320,110026,1,,
150070,13,,150070,245,1580,110027,1,,
150070,14,,150070,285,1840,110028,1,,
150070,15,,150070,,,110029,1,130132,T_RuneLevel_SpecialAttributeTIP_150070_15
150071,,,150071,5,150,,,,
150071,1,,150071,10,180,110010,1,130133,T_RuneLevel_SpecialAttributeTIP_150071_1
150071,2,,150071,15,210,110011,1,,
150071,3,,150071,20,240,110012,1,,
150071,4,,150071,30,270,110013,1,,
150071,5,,150071,40,330,110014,1,130134,T_RuneLevel_SpecialAttributeTIP_150071_5
150071,6,,150071,50,400,110015,1,,
150071,7,,150071,65,470,110016,1,,
150071,8,,150071,85,580,110017,1,,
150071,9,,150071,115,740,110018,1,,
150071,10,,150071,145,900,110019,1,130135,T_RuneLevel_SpecialAttributeTIP_150071_10
150071,11,,150071,175,1110,110025,1,,
150071,12,,150071,205,1320,110026,1,,
150071,13,,150071,245,1580,110027,1,,
150071,14,,150071,285,1840,110028,1,,
150071,15,,150071,,,110029,1,130136,T_RuneLevel_SpecialAttributeTIP_150071_15
150072,,,150072,15,750,,,,
150072,1,,150072,30,900,110010,1,130088,T_RuneLevel_SpecialAttributeTIP_100000_5
150072,2,,150072,45,1050,110011,1,,
150072,3,,150072,60,1200,110012,1,,
150072,4,,150072,90,1350,110013,1,,
150072,5,,150072,120,1500,110014,1,130089,T_RuneLevel_SpecialAttributeTIP_100000_10
150072,6,,150072,150,1900,110015,1,,
150072,7,,150072,190,2600,110016,1,,
150072,8,,150072,230,3700,110017,1,,
150072,9,,150072,300,6000,110018,1,,
150072,10,,150072,,,110019,1,130128,T_RuneLevel_SpecialAttributeTIP_150001_10
150073,,,150073,50,1000,,,,
150073,1,,150073,100,1500,110030,1,130102,T_RuneLevel_SpecialAttributeTIP_150028_1
150073,2,,150073,150,2000,110031,1,,
150073,3,,150073,200,3000,110032,1,,
150073,4,,150073,250,4000,110033,1,,
150073,5,,150073,300,6000,110034,1,130103,T_RuneLevel_SpecialAttributeTIP_150028_5
150073,6,,150073,350,10000,110043,1,,
150073,7,,150073,,,110044,1,131104,T_RuneLevel_SpecialAttributeTIP_150028_7
150074,,,150074,5,150,,,,
150074,1,,150074,10,180,110010,1,130137,T_RuneLevel_SpecialAttributeTIP_150026_1
150074,2,,150074,15,210,110011,1,,
150074,3,,150074,20,240,110012,1,,
150074,4,,150074,30,270,110013,1,,
150074,5,,150074,40,330,110014,1,130138,T_RuneLevel_SpecialAttributeTIP_150026_5
150074,6,,150074,50,400,110015,1,,
150074,7,,150074,65,470,110016,1,,
150074,8,,150074,85,580,110017,1,,
150074,9,,150074,115,740,110018,1,,
150074,10,,150074,145,900,110019,1,130139,T_RuneLevel_SpecialAttributeTIP_150026_10
150074,11,,150074,175,1110,110025,1,,
150074,12,,150074,205,1320,110026,1,,
150074,13,,150074,245,1580,110027,1,,
150074,14,,150074,285,1840,110028,1,,
150074,15,,150074,,,110029,1,130140,T_RuneLevel_SpecialAttributeTIP_150026_15
150075,,,150075,5,150,,,,
150075,1,,150075,10,180,110010,1,130141,T_RuneLevel_SpecialAttributeTIP_150075_1
150075,2,,150075,15,210,110011,1,,
150075,3,,150075,20,240,110012,1,,
150075,4,,150075,30,270,110013,1,,
150075,5,,150075,40,330,110014,1,130142,T_RuneLevel_SpecialAttributeTIP_150075_5
150075,6,,150075,50,400,110015,1,,
150075,7,,150075,65,470,110016,1,,
150075,8,,150075,85,580,110017,1,,
150075,9,,150075,115,740,110018,1,,
150075,10,,150075,145,900,110019,1,130143,T_RuneLevel_SpecialAttributeTIP_150075_10
150075,11,,150075,175,1110,110025,1,,
150075,12,,150075,205,1320,110026,1,,
150075,13,,150075,245,1580,110027,1,,
150075,14,,150075,285,1840,110028,1,,
150075,15,,150075,,,110029,1,130144,T_RuneLevel_SpecialAttributeTIP_150075_15
150076,,,150076,15,750,,,,
150076,1,,150076,30,900,110010,1,130088,T_RuneLevel_SpecialAttributeTIP_100000_5
150076,2,,150076,45,1050,110011,1,,
150076,3,,150076,60,1200,110012,1,,
150076,4,,150076,90,1350,110013,1,,
150076,5,,150076,120,1500,110014,1,130089,T_RuneLevel_SpecialAttributeTIP_100000_10
150076,6,,150076,150,1900,110015,1,,
150076,7,,150076,190,2600,110016,1,,
150076,8,,150076,230,3700,110017,1,,
150076,9,,150076,300,6000,110018,1,,
150076,10,,150076,,,110019,1,130128,T_RuneLevel_SpecialAttributeTIP_150001_10
150077,,,150077,50,1000,,,,
150077,1,,150077,100,1500,110030,1,130102,T_RuneLevel_SpecialAttributeTIP_150028_1
150077,2,,150077,150,2000,110031,1,,
150077,3,,150077,200,3000,110032,1,,
150077,4,,150077,250,4000,110033,1,,
150077,5,,150077,300,6000,110034,1,130103,T_RuneLevel_SpecialAttributeTIP_150028_5
150077,6,,150077,350,10000,110043,1,,
150077,7,,150077,,,110044,1,131104,T_RuneLevel_SpecialAttributeTIP_150028_7
150078,,,150078,5,150,,,,
150078,1,,150078,10,180,110010,1,130112,T_RuneLevel_SpecialAttributeTIP_150058_1
150078,2,,150078,15,210,110011,1,,
150078,3,,150078,20,240,110012,1,,
150078,4,,150078,30,270,110013,1,,
150078,5,,150078,40,330,110014,1,130113,T_RuneLevel_SpecialAttributeTIP_150058_5
150078,6,,150078,50,400,110015,1,,
150078,7,,150078,65,470,110016,1,,
150078,8,,150078,85,580,110017,1,,
150078,9,,150078,115,740,110018,1,,
150078,10,,150078,145,900,110019,1,130114,T_RuneLevel_SpecialAttributeTIP_150058_10
150078,11,,150078,175,1110,110025,1,,
150078,12,,150078,205,1320,110026,1,,
150078,13,,150078,245,1580,110027,1,,
150078,14,,150078,285,1840,110028,1,,
150078,15,,150078,,,110029,1,130115,T_RuneLevel_SpecialAttributeTIP_150058_15
150079,,,150079,5,150,,,,
150079,1,,150079,10,180,110010,1,130145,T_RuneLevel_SpecialAttributeTIP_150079_1
150079,2,,150079,15,210,110011,1,,
150079,3,,150079,20,240,110012,1,,
150079,4,,150079,30,270,110013,1,,
150079,5,,150079,40,330,110014,1,130146,T_RuneLevel_SpecialAttributeTIP_150079_5
150079,6,,150079,50,400,110015,1,,
150079,7,,150079,65,470,110016,1,,
150079,8,,150079,85,580,110017,1,,
150079,9,,150079,115,740,110018,1,,
150079,10,,150079,145,900,110019,1,130147,T_RuneLevel_SpecialAttributeTIP_150079_10
150079,11,,150079,175,1110,110025,1,,
150079,12,,150079,205,1320,110026,1,,
150079,13,,150079,245,1580,110027,1,,
150079,14,,150079,285,1840,110028,1,,
150079,15,,150079,,,110029,1,130148,T_RuneLevel_SpecialAttributeTIP_150079_15
150080,,,150080,15,750,,,,
150080,1,,150080,30,900,110010,1,130088,T_RuneLevel_SpecialAttributeTIP_100000_5
150080,2,,150080,45,1050,110011,1,,
150080,3,,150080,60,1200,110012,1,,
150080,4,,150080,90,1350,110013,1,,
150080,5,,150080,120,1500,110014,1,130089,T_RuneLevel_SpecialAttributeTIP_100000_10
150080,6,,150080,150,1900,110015,1,,
150080,7,,150080,190,2600,110016,1,,
150080,8,,150080,230,3700,110017,1,,
150080,9,,150080,300,6000,110018,1,,
150080,10,,150080,,,110019,1,130128,T_RuneLevel_SpecialAttributeTIP_150001_10
150081,,,150081,50,1000,,,,
150081,1,,150081,100,1500,110030,1,130102,T_RuneLevel_SpecialAttributeTIP_150028_1
150081,2,,150081,150,2000,110031,1,,
150081,3,,150081,200,3000,110032,1,,
150081,4,,150081,250,4000,110033,1,,
150081,5,,150081,300,6000,110034,1,130103,T_RuneLevel_SpecialAttributeTIP_150028_5
150081,6,,150081,350,10000,110043,1,,
150081,7,,150081,,,110044,1,131104,T_RuneLevel_SpecialAttributeTIP_150028_7
150082,,,150082,5,150,,,,
150082,1,,150082,10,180,110010,1,130129,T_RuneLevel_SpecialAttributeTIP_150070_1
150082,2,,150082,15,210,110011,1,,
150082,3,,150082,20,240,110012,1,,
150082,4,,150082,30,270,110013,1,,
150082,5,,150082,40,330,110014,1,130130,T_RuneLevel_SpecialAttributeTIP_150070_5
150082,6,,150082,50,400,110015,1,,
150082,7,,150082,65,470,110016,1,,
150082,8,,150082,85,580,110017,1,,
150082,9,,150082,115,740,110018,1,,
150082,10,,150082,145,900,110019,1,130131,T_RuneLevel_SpecialAttributeTIP_150070_10
150082,11,,150082,175,1110,110025,1,,
150082,12,,150082,205,1320,110026,1,,
150082,13,,150082,245,1580,110027,1,,
150082,14,,150082,285,1840,110028,1,,
150082,15,,150082,,,110029,1,130132,T_RuneLevel_SpecialAttributeTIP_150070_15
150083,,,150083,5,150,,,,
150083,1,,150083,10,180,110010,1,130149,T_RuneLevel_SpecialAttributeTIP_150083_1
150083,2,,150083,15,210,110011,1,,
150083,3,,150083,20,240,110012,1,,
150083,4,,150083,30,270,110013,1,,
150083,5,,150083,40,330,110014,1,130150,T_RuneLevel_SpecialAttributeTIP_150083_5
150083,6,,150083,50,400,110015,1,,
150083,7,,150083,65,470,110016,1,,
150083,8,,150083,85,580,110017,1,,
150083,9,,150083,115,740,110018,1,,
150083,10,,150083,145,900,110019,1,130151,T_RuneLevel_SpecialAttributeTIP_150083_10
150083,11,,150083,175,1110,110025,1,,
150083,12,,150083,205,1320,110026,1,,
150083,13,,150083,245,1580,110027,1,,
150083,14,,150083,285,1840,110028,1,,
150083,15,,150083,,,110029,1,130152,T_RuneLevel_SpecialAttributeTIP_150083_15
150084,,,150084,15,750,,,,
150084,1,,150084,30,900,110010,1,130088,T_RuneLevel_SpecialAttributeTIP_100000_5
150084,2,,150084,45,1050,110011,1,,
150084,3,,150084,60,1200,110012,1,,
150084,4,,150084,90,1350,110013,1,,
150084,5,,150084,120,1500,110014,1,130089,T_RuneLevel_SpecialAttributeTIP_100000_10
150084,6,,150084,150,1900,110015,1,,
150084,7,,150084,190,2600,110016,1,,
150084,8,,150084,230,3700,110017,1,,
150084,9,,150084,300,6000,110018,1,,
150084,10,,150084,,,110019,1,130128,T_RuneLevel_SpecialAttributeTIP_150001_10
150085,,,150085,50,1000,,,,
150085,1,,150085,100,1500,110030,1,130102,T_RuneLevel_SpecialAttributeTIP_150028_1
150085,2,,150085,150,2000,110031,1,,
150085,3,,150085,200,3000,110032,1,,
150085,4,,150085,250,4000,110033,1,,
150085,5,,150085,300,6000,110034,1,130103,T_RuneLevel_SpecialAttributeTIP_150028_5
150085,6,,150085,350,10000,110043,1,,
150085,7,,150085,,,110044,1,131104,T_RuneLevel_SpecialAttributeTIP_150028_7
150086,,,150086,5,150,,,,
150086,1,,150086,10,180,110010,1,130129,T_RuneLevel_SpecialAttributeTIP_150070_1
150086,2,,150086,15,210,110011,1,,
150086,3,,150086,20,240,110012,1,,
150086,4,,150086,30,270,110013,1,,
150086,5,,150086,40,330,110014,1,130130,T_RuneLevel_SpecialAttributeTIP_150070_5
150086,6,,150086,50,400,110015,1,,
150086,7,,150086,65,470,110016,1,,
150086,8,,150086,85,580,110017,1,,
150086,9,,150086,115,740,110018,1,,
150086,10,,150086,145,900,110019,1,130131,T_RuneLevel_SpecialAttributeTIP_150070_10
150086,11,,150086,175,1110,110025,1,,
150086,12,,150086,205,1320,110026,1,,
150086,13,,150086,245,1580,110027,1,,
150086,14,,150086,285,1840,110028,1,,
150086,15,,150086,,,110029,1,130132,T_RuneLevel_SpecialAttributeTIP_150070_15
150087,,,150087,5,150,,,,
150087,1,,150087,10,180,110010,1,130153,T_RuneLevel_SpecialAttributeTIP_150087_1
150087,2,,150087,15,210,110011,1,,
150087,3,,150087,20,240,110012,1,,
150087,4,,150087,30,270,110013,1,,
150087,5,,150087,40,330,110014,1,130154,T_RuneLevel_SpecialAttributeTIP_150087_5
150087,6,,150087,50,400,110015,1,,
150087,7,,150087,65,470,110016,1,,
150087,8,,150087,85,580,110017,1,,
150087,9,,150087,115,740,110018,1,,
150087,10,,150087,145,900,110019,1,130155,T_RuneLevel_SpecialAttributeTIP_150087_10
150087,11,,150087,175,1110,110025,1,,
150087,12,,150087,205,1320,110026,1,,
150087,13,,150087,245,1580,110027,1,,
150087,14,,150087,285,1840,110028,1,,
150087,15,,150087,,,110029,1,130156,T_RuneLevel_SpecialAttributeTIP_150087_15
150088,,,150088,15,750,,,,
150088,1,,150088,30,900,110010,1,130088,T_RuneLevel_SpecialAttributeTIP_100000_5
150088,2,,150088,45,1050,110011,1,,
150088,3,,150088,60,1200,110012,1,,
150088,4,,150088,90,1350,110013,1,,
150088,5,,150088,120,1500,110014,1,130089,T_RuneLevel_SpecialAttributeTIP_100000_10
150088,6,,150088,150,1900,110015,1,,
150088,7,,150088,190,2600,110016,1,,
150088,8,,150088,230,3700,110017,1,,
150088,9,,150088,300,6000,110018,1,,
150088,10,,150088,,,110019,1,130128,T_RuneLevel_SpecialAttributeTIP_150001_10
150089,,,150089,50,1000,,,,
150089,1,,150089,100,1500,110030,1,130102,T_RuneLevel_SpecialAttributeTIP_150028_1
150089,2,,150089,150,2000,110031,1,,
150089,3,,150089,200,3000,110032,1,,
150089,4,,150089,250,4000,110033,1,,
150089,5,,150089,300,6000,110034,1,130103,T_RuneLevel_SpecialAttributeTIP_150028_5
150089,6,,150089,350,10000,110043,1,,
150089,7,,150089,,,110044,1,131104,T_RuneLevel_SpecialAttributeTIP_150028_7
150090,,,150090,5,150,,,,
150090,1,,150090,10,180,110010,1,130112,T_RuneLevel_SpecialAttributeTIP_150058_1
150090,2,,150090,15,210,110011,1,,
150090,3,,150090,20,240,110012,1,,
150090,4,,150090,30,270,110013,1,,
150090,5,,150090,40,330,110014,1,130113,T_RuneLevel_SpecialAttributeTIP_150058_5
150090,6,,150090,50,400,110015,1,,
150090,7,,150090,65,470,110016,1,,
150090,8,,150090,85,580,110017,1,,
150090,9,,150090,115,740,110018,1,,
150090,10,,150090,145,900,110019,1,130114,T_RuneLevel_SpecialAttributeTIP_150058_10
150090,11,,150090,175,1110,110025,1,,
150090,12,,150090,205,1320,110026,1,,
150090,13,,150090,245,1580,110027,1,,
150090,14,,150090,285,1840,110028,1,,
150090,15,,150090,,,110029,1,130115,T_RuneLevel_SpecialAttributeTIP_150058_15
150091,,,150091,5,150,,,,
150091,1,,150091,10,180,110010,1,130157,T_RuneLevel_SpecialAttributeTIP_150091_1
150091,2,,150091,15,210,110011,1,,
150091,3,,150091,20,240,110012,1,,
150091,4,,150091,30,270,110013,1,,
150091,5,,150091,40,330,110014,1,130158,T_RuneLevel_SpecialAttributeTIP_150091_5
150091,6,,150091,50,400,110015,1,,
150091,7,,150091,65,470,110016,1,,
150091,8,,150091,85,580,110017,1,,
150091,9,,150091,115,740,110018,1,,
150091,10,,150091,145,900,110019,1,130159,T_RuneLevel_SpecialAttributeTIP_150091_10
150091,11,,150091,175,1110,110025,1,,
150091,12,,150091,205,1320,110026,1,,
150091,13,,150091,245,1580,110027,1,,
150091,14,,150091,285,1840,110028,1,,
150091,15,,150091,,,110029,1,130160,T_RuneLevel_SpecialAttributeTIP_150091_15
150092,,,150092,15,750,,,,
