ID,SkillID,Index,PreIndex,PetClassNeed,FriendValueNeed,PetFractionCost,MoneyCost,LightCost,DarkCost,FireCost,IceCost,WindCost,ThunderCost,RainbowCost,AutoLearn
6,206004,24,15,4,120,15,3000,,10,,,,,,
6,206005,25,15,4,120,15,3000,,,,10,,,,
6,206006,26,16,4,120,15,3000,,10,,,,,,
6,206007,27,17,4,120,15,3000,,10,,,,,,
6,206008,28,17,4,120,15,3000,,,,10,,,,
6,206009,29,18,4,120,15,5000,,10,,,,,,
6,206010,30,19,4,120,15,3000,,10,,,,,,
6,206011,31,21,4,120,15,5000,,10,,,,,,
6,206012,32,23,4,120,15,5000,,,,10,,,,
6,206013,33,24,4,120,15,3000,,10,,,,,,
6,206014,34,26,4,120,15,5000,,10,,,,,,
6,206015,35,31,4,250,23,4000,,20,,,,,,
6,206016,36,31,4,250,23,4000,,,,20,,,,
6,206017,37,22,4,250,23,8000,,30,,,,,,
6,206018,38,32,4,250,23,4000,,,,20,,,,
6,206019,39,32,4,250,23,4000,,20,,,,,,
6,206020,40,33,4,250,23,8000,,30,,,,,,
6,206021,41,25,4,250,23,8000,,30,,,,,,
6,206022,42,34,4,250,23,4000,,,,20,,,,
6,206023,43,34,4,250,23,4000,,20,,,,,,
6,206024,44,28,4,250,23,8000,,30,,,,,,
6,206025,45,29,4,250,23,4000,,20,,,,,,
6,206026,46,29,4,250,23,4000,,,,20,,,,
6,206027,47,37,4,400,25,4000,,,,20,,,,
6,206028,48,37,4,400,25,4000,,20,,,,,,
6,206029,49,38,4,400,25,10000,,60,,,,,,
6,206030,50,39,4,400,25,10000,,,,60,,,,
6,206031,51,40,4,400,25,4000,,20,,,,,,
6,206032,52,40,4,400,25,4000,,20,,,,,,
6,206033,53,41,4,400,25,4000,,20,,,,,,
6,206034,54,41,4,400,25,4000,,20,,,,,,
6,206035,55,43,4,400,25,10000,,,,60,,,,
6,206036,56,44,4,400,25,4000,,20,,,,,,
6,206037,57,44,4,400,25,4000,,20,,,,,,
6,206038,58,45,4,400,25,10000,,60,,,,,,
6,206039,59,46,4,400,25,10000,,,,60,,,,
6,206040,60,35,4,400,25,10000,,60,,,,,,
6,306001,61,60,7,560,40,5000,,10,,,,,,
6,306002,62,47,7,560,40,11000,,,,30,,,,
6,306003,63,49,7,560,40,5000,,10,,,,,,
6,306004,64,49,7,560,40,5000,,10,,,,,,
6,306005,65,50,7,560,40,5000,,,,10,,,,
6,306006,66,50,7,560,40,11000,,30,,,,,,
6,306007,67,55,7,560,40,5000,,10,,,,,,
6,306008,68,55,7,560,40,5000,,,,10,,,,
6,306009,69,56,7,560,40,11000,,30,,,,,,
6,306010,70,58,7,560,40,5000,,10,,,,,,
6,306011,71,58,7,560,40,5000,,10,,,,,,
6,306012,72,59,7,560,40,5000,,,,10,,,,
6,306013,73,59,7,560,40,5000,,10,,,,,,
6,306014,74,60,7,560,40,11000,,30,,,,,,
6,306015,75,61,7,690,60,15000,,70,,,,,,
6,306016,76,62,7,690,60,8000,,,,30,,,,
6,306017,77,62,7,690,60,8000,,30,,,,,,
6,306018,78,66,7,690,60,8000,,,,30,,,,
6,306019,79,66,7,690,60,8000,,30,,,,,,
6,306020,80,67,7,690,60,15000,,70,,,,,,
6,306021,81,69,7,690,60,8000,,30,,,,,,
6,306022,82,69,7,690,60,8000,,,,30,,,,
6,306023,83,71,7,690,60,15000,,70,,,,,,
6,306024,84,72,7,690,60,15000,,70,,,,,,
6,306025,85,74,7,690,60,8000,,30,,,,,,
6,306026,86,74,7,690,60,8000,,,,30,,,,
6,306027,87,75,7,820,67,8000,,,,40,,,,
6,306028,88,75,7,820,67,8000,,40,,,,,,
6,306029,89,77,7,820,67,21000,,110,,,,,,
6,306030,90,78,7,820,67,8000,,,,40,,,,
6,306031,91,79,7,820,67,21000,,110,,,,,,
6,306032,92,80,7,820,67,8000,,40,,,,,,
6,306033,93,80,7,820,67,8000,,40,,,,,,
6,306034,94,81,7,820,67,21000,,110,,,,,,
6,306035,95,82,7,820,67,8000,,,,40,,,,
6,306036,96,83,7,820,67,8000,,40,,,,,,
6,306037,97,83,7,820,67,8000,,40,,,,,,
6,306038,98,84,7,820,67,8000,,40,,,,,,
6,306039,99,84,7,820,67,8000,,,,40,,,,
6,306040,100,85,7,820,67,21000,,110,,,,,,
7,107001,1,,,,,,,,,,,,,1
7,107002,2,,,,,400,,,1,,,,,
7,107003,3,,,,,400,,,1,,,,,
7,107004,4,,,,,400,,,1,,,,,
7,107005,5,1,,,,900,,,3,,,,,
7,107006,6,3,,,,900,,,3,,,,,
7,107007,7,4,,,,400,,,1,,,,,
7,107008,8,5,,40,15,600,,,4,,,,,
7,107009,9,5,,40,15,600,,,4,,,,,
7,107010,10,2,,40,15,1000,,,8,,,,,
7,107011,11,6,,40,15,600,,,4,,,,,
7,107012,12,6,,40,15,600,,,4,,,,,
7,107013,13,7,,40,15,1000,,,8,,,,,
7,107014,14,9,,70,17,700,,,5,,,,,
7,107015,15,10,,70,17,2000,,,10,,,,,
7,107016,16,10,,70,17,700,,,5,,,,,
7,107017,17,11,,70,17,2000,,,10,,,,,
7,107018,18,13,,70,17,700,,,5,,,,,
7,107019,19,13,,70,17,700,,,5,,,,,
7,107020,20,8,,70,17,2000,,,10,,,,,
7,207001,21,20,4,120,15,3000,,,10,,,,,
7,207002,22,20,4,120,15,3000,,,10,,,,,
7,207003,23,14,4,120,15,3000,,,10,,,,,
7,207004,24,15,4,120,15,3000,,,10,,,,,
7,207005,25,15,4,120,15,3000,,,10,,,,,
7,207006,26,16,4,120,15,3000,,,10,,,,,
7,207007,27,17,4,120,15,3000,,,10,,,,,
7,207008,28,17,4,120,15,3000,,,10,,,,,
7,207009,29,18,4,120,15,5000,,,10,,,,,
7,207010,30,19,4,120,15,3000,,,10,,,,,
7,207011,31,21,4,120,15,5000,,,10,,,,,
7,207012,32,23,4,120,15,5000,,,10,,,,,
7,207013,33,24,4,120,15,3000,,,10,,,,,
7,207014,34,26,4,120,15,5000,,,10,,,,,
7,207015,35,31,4,250,23,4000,,,20,,,,,
7,207016,36,31,4,250,23,4000,,,20,,,,,
7,207017,37,22,4,250,23,8000,,,30,,,,,
7,207018,38,32,4,250,23,4000,,,20,,,,,
7,207019,39,32,4,250,23,4000,,,20,,,,,
7,207020,40,33,4,250,23,8000,,,30,,,,,
7,207021,41,25,4,250,23,8000,,,30,,,,,
7,207022,42,34,4,250,23,4000,,,20,,,,,
7,207023,43,34,4,250,23,4000,,,20,,,,,
7,207024,44,28,4,250,23,8000,,,30,,,,,
7,207025,45,29,4,250,23,4000,,,20,,,,,
7,207026,46,29,4,250,23,4000,,,20,,,,,
7,207027,47,37,4,400,25,4000,,,20,,,,,
7,207028,48,37,4,400,25,4000,,,20,,,,,
7,207029,49,38,4,400,25,10000,,,60,,,,,
7,207030,50,39,4,400,25,10000,,,60,,,,,
7,207031,51,40,4,400,25,4000,,,20,,,,,
7,207032,52,40,4,400,25,4000,,,20,,,,,
7,207033,53,41,4,400,25,4000,,,20,,,,,
7,207034,54,41,4,400,25,4000,,,20,,,,,
7,207035,55,43,4,400,25,10000,,,60,,,,,
7,207036,56,44,4,400,25,4000,,,20,,,,,
7,207037,57,44,4,400,25,4000,,,20,,,,,
7,207038,58,45,4,400,25,10000,,,60,,,,,
7,207039,59,46,4,400,25,10000,,,60,,,,,
7,207040,60,35,4,400,25,10000,,,60,,,,,
7,307001,61,60,7,560,40,5000,,,10,,,,,
7,307002,62,47,7,560,40,11000,,,30,,,,,
7,307003,63,49,7,560,40,5000,,,10,,,,,
7,307004,64,49,7,560,40,5000,,,10,,,,,
7,307005,65,50,7,560,40,5000,,,10,,,,,
7,307006,66,50,7,560,40,11000,,,30,,,,,
7,307007,67,55,7,560,40,5000,,,10,,,,,
7,307008,68,55,7,560,40,5000,,,10,,,,,
7,307009,69,56,7,560,40,11000,,,30,,,,,
7,307010,70,58,7,560,40,5000,,,10,,,,,
7,307011,71,58,7,560,40,5000,,,10,,,,,
7,307012,72,59,7,560,40,5000,,,10,,,,,
7,307013,73,59,7,560,40,5000,,,10,,,,,
7,307014,74,60,7,560,40,11000,,,30,,,,,
7,307015,75,61,7,690,60,15000,,,70,,,,,
7,307016,76,62,7,690,60,8000,,,30,,,,,
7,307017,77,62,7,690,60,8000,,,30,,,,,
7,307018,78,66,7,690,60,8000,,,30,,,,,
7,307019,79,66,7,690,60,8000,,,30,,,,,
7,307020,80,67,7,690,60,15000,,,70,,,,,
7,307021,81,69,7,690,60,8000,,,30,,,,,
7,307022,82,69,7,690,60,8000,,,30,,,,,
7,307023,83,71,7,690,60,15000,,,70,,,,,
7,307024,84,72,7,690,60,15000,,,70,,,,,
7,307025,85,74,7,690,60,8000,,,30,,,,,
7,307026,86,74,7,690,60,8000,,,30,,,,,
7,307027,87,75,7,820,67,8000,,,40,,,,,
7,307028,88,75,7,820,67,8000,,,40,,,,,
7,307029,89,77,7,820,67,21000,,,110,,,,,
7,307030,90,78,7,820,67,8000,,,40,,,,,
7,307031,91,79,7,820,67,21000,,,110,,,,,
7,307032,92,80,7,820,67,8000,,,40,,,,,
7,307033,93,80,7,820,67,8000,,,40,,,,,
7,307034,94,81,7,820,67,21000,,,110,,,,,
7,307035,95,82,7,820,67,8000,,,40,,,,,
7,307036,96,83,7,820,67,8000,,,40,,,,,
7,307037,97,83,7,820,67,8000,,,40,,,,,
7,307038,98,84,7,820,67,8000,,,40,,,,,
7,307039,99,84,7,820,67,8000,,,40,,,,,
7,307040,100,85,7,820,67,21000,,,110,,,,,
8,108001,1,,,,,,,,,,,,,1
8,108002,2,,,,,400,,,1,,,,,
8,108003,3,,,,,400,,,,,1,,,
8,108004,4,,,,,400,,,1,,,,,
8,108005,5,1,,,,900,,,3,,,,,
8,108006,6,3,,,,900,,,3,,,,,
8,108007,7,4,,,,400,,,1,,,,,
8,108008,8,5,,40,15,600,,,4,,,,,
8,108009,9,5,,40,15,600,,,,,4,,,
8,108010,10,2,,40,15,1000,,,,,8,,,
8,108011,11,6,,40,15,600,,,4,,,,,
8,108012,12,6,,40,15,600,,,4,,,,,
8,108013,13,7,,40,15,1000,,,8,,,,,
8,108014,14,9,,70,17,700,,,5,,,,,
8,108015,15,10,,70,17,2000,,,10,,,,,
8,108016,16,10,,70,17,700,,,5,,,,,
8,108017,17,11,,70,17,2000,,,,,10,,,
8,108018,18,13,,70,17,700,,,,,5,,,
8,108019,19,13,,70,17,700,,,5,,,,,
8,108020,20,8,,70,17,2000,,,10,,,,,
8,208001,21,20,4,120,15,3000,,,10,,,,,
8,208002,22,20,4,120,15,3000,,,,,10,,,
8,208003,23,14,4,120,15,3000,,,10,,,,,
8,208004,24,15,4,120,15,3000,,,10,,,,,
8,208005,25,15,4,120,15,3000,,,,,10,,,
8,208006,26,16,4,120,15,3000,,,10,,,,,
8,208007,27,17,4,120,15,3000,,,10,,,,,
8,208008,28,17,4,120,15,3000,,,,,10,,,
8,208009,29,18,4,120,15,5000,,,10,,,,,
8,208010,30,19,4,120,15,3000,,,10,,,,,
8,208011,31,21,4,120,15,5000,,,10,,,,,
8,208012,32,23,4,120,15,5000,,,,,10,,,
8,208013,33,24,4,120,15,3000,,,10,,,,,
8,208014,34,26,4,120,15,5000,,,10,,,,,
8,208015,35,31,4,250,23,4000,,,20,,,,,
8,208016,36,31,4,250,23,4000,,,,,20,,,
8,208017,37,22,4,250,23,8000,,,30,,,,,
8,208018,38,32,4,250,23,4000,,,,,20,,,
8,208019,39,32,4,250,23,4000,,,20,,,,,
8,208020,40,33,4,250,23,8000,,,30,,,,,
8,208021,41,25,4,250,23,8000,,,30,,,,,
8,208022,42,34,4,250,23,4000,,,,,20,,,
8,208023,43,34,4,250,23,4000,,,20,,,,,
8,208024,44,28,4,250,23,8000,,,30,,,,,
8,208025,45,29,4,250,23,4000,,,20,,,,,
8,208026,46,29,4,250,23,4000,,,,,20,,,
8,208027,47,37,4,400,25,4000,,,,,20,,,
8,208028,48,37,4,400,25,4000,,,20,,,,,
8,208029,49,38,4,400,25,10000,,,60,,,,,
8,208030,50,39,4,400,25,10000,,,,,60,,,
8,208031,51,40,4,400,25,4000,,,20,,,,,
8,208032,52,40,4,400,25,4000,,,20,,,,,
8,208033,53,41,4,400,25,4000,,,20,,,,,
8,208034,54,41,4,400,25,4000,,,20,,,,,
8,208035,55,43,4,400,25,10000,,,,,60,,,
8,208036,56,44,4,400,25,4000,,,20,,,,,
8,208037,57,44,4,400,25,4000,,,20,,,,,
8,208038,58,45,4,400,25,10000,,,60,,,,,
8,208039,59,46,4,400,25,10000,,,,,60,,,
8,208040,60,35,4,400,25,10000,,,60,,,,,
8,308001,61,60,7,560,40,5000,,,10,,,,,
8,308002,62,47,7,560,40,11000,,,,,30,,,
8,308003,63,49,7,560,40,5000,,,10,,,,,
8,308004,64,49,7,560,40,5000,,,10,,,,,
8,308005,65,50,7,560,40,5000,,,,,10,,,
8,308006,66,50,7,560,40,11000,,,30,,,,,
8,308007,67,55,7,560,40,5000,,,10,,,,,
8,308008,68,55,7,560,40,5000,,,,,10,,,
8,308009,69,56,7,560,40,11000,,,30,,,,,
8,308010,70,58,7,560,40,5000,,,10,,,,,
8,308011,71,58,7,560,40,5000,,,10,,,,,
8,308012,72,59,7,560,40,5000,,,,,10,,,
8,308013,73,59,7,560,40,5000,,,10,,,,,
8,308014,74,60,7,560,40,11000,,,30,,,,,
8,308015,75,61,7,690,60,15000,,,70,,,,,
8,308016,76,62,7,690,60,8000,,,,,30,,,
8,308017,77,62,7,690,60,8000,,,30,,,,,
8,308018,78,66,7,690,60,8000,,,,,30,,,
8,308019,79,66,7,690,60,8000,,,30,,,,,
8,308020,80,67,7,690,60,15000,,,70,,,,,
8,308021,81,69,7,690,60,8000,,,30,,,,,
8,308022,82,69,7,690,60,8000,,,,,30,,,
8,308023,83,71,7,690,60,15000,,,70,,,,,
8,308024,84,72,7,690,60,15000,,,70,,,,,
8,308025,85,74,7,690,60,8000,,,30,,,,,
8,308026,86,74,7,690,60,8000,,,,,30,,,
8,308027,87,75,7,820,67,8000,,,,,40,,,
8,308028,88,75,7,820,67,8000,,,40,,,,,
8,308029,89,77,7,820,67,21000,,,110,,,,,
8,308030,90,78,7,820,67,8000,,,,,40,,,
8,308031,91,79,7,820,67,21000,,,110,,,,,
8,308032,92,80,7,820,67,8000,,,40,,,,,
8,308033,93,80,7,820,67,8000,,,40,,,,,
8,308034,94,81,7,820,67,21000,,,110,,,,,
8,308035,95,82,7,820,67,8000,,,,,40,,,
8,308036,96,83,7,820,67,8000,,,40,,,,,
8,308037,97,83,7,820,67,8000,,,40,,,,,
8,308038,98,84,7,820,67,8000,,,40,,,,,
8,308039,99,84,7,820,67,8000,,,,,40,,,
8,308040,100,85,7,820,67,21000,,,110,,,,,
9,109001,1,,,,,,,,,,,,,1
9,109002,2,,,,,400,,,,,1,,,
9,109003,3,,,,,400,,,,,1,,,
9,109004,4,,,,,400,,,,,1,,,
9,109005,5,1,,,,900,,,,,3,,,
9,109006,6,3,,,,900,,,,,3,,,
9,109007,7,4,,,,400,,,,,1,,,
9,109008,8,5,,40,15,600,,,,,4,,,
9,109009,9,5,,40,15,600,,,,,4,,,
9,109010,10,2,,40,15,1000,,,,,8,,,
9,109011,11,6,,40,15,600,,,,,4,,,
9,109012,12,6,,40,15,600,,,,,4,,,
9,109013,13,7,,40,15,1000,,,,,8,,,
9,109014,14,9,,70,17,700,,,,,5,,,
9,109015,15,10,,70,17,2000,,,,,10,,,
9,109016,16,10,,70,17,700,,,,,5,,,
9,109017,17,11,,70,17,2000,,,,,10,,,
9,109018,18,13,,70,17,700,,,,,5,,,
9,109019,19,13,,70,17,700,,,,,5,,,
9,109020,20,8,,70,17,2000,,,,,10,,,
9,209001,21,20,4,120,15,3000,,,,,10,,,
9,209002,22,20,4,120,15,3000,,,,,10,,,
9,209003,23,14,4,120,15,3000,,,,,10,,,
9,209004,24,15,4,120,15,3000,,,,,10,,,
9,209005,25,15,4,120,15,3000,,,,,10,,,
9,209006,26,16,4,120,15,3000,,,,,10,,,
9,209007,27,17,4,120,15,3000,,,,,10,,,
9,209008,28,17,4,120,15,3000,,,,,10,,,
9,209009,29,18,4,120,15,5000,,,,,10,,,
9,209010,30,19,4,120,15,3000,,,,,10,,,
9,209011,31,21,4,120,15,5000,,,,,10,,,
9,209012,32,23,4,120,15,5000,,,,,10,,,
9,209013,33,24,4,120,15,3000,,,,,10,,,
9,209014,34,26,4,120,15,5000,,,,,10,,,
9,209015,35,31,4,250,23,4000,,,,,20,,,
9,209016,36,31,4,250,23,4000,,,,,20,,,
9,209017,37,22,4,250,23,8000,,,,,30,,,
9,209018,38,32,4,250,23,4000,,,,,20,,,
9,209019,39,32,4,250,23,4000,,,,,20,,,
9,209020,40,33,4,250,23,8000,,,,,30,,,
9,209021,41,25,4,250,23,8000,,,,,30,,,
9,209022,42,34,4,250,23,4000,,,,,20,,,
9,209023,43,34,4,250,23,4000,,,,,20,,,
9,209024,44,28,4,250,23,8000,,,,,30,,,
9,209025,45,29,4,250,23,4000,,,,,20,,,
9,209026,46,29,4,250,23,4000,,,,,20,,,
9,209027,47,37,4,400,25,4000,,,,,20,,,
9,209028,48,37,4,400,25,4000,,,,,20,,,
9,209029,49,38,4,400,25,10000,,,,,60,,,
9,209030,50,39,4,400,25,10000,,,,,60,,,
9,209031,51,40,4,400,25,4000,,,,,20,,,
9,209032,52,40,4,400,25,4000,,,,,20,,,
9,209033,53,41,4,400,25,4000,,,,,20,,,
9,209034,54,41,4,400,25,4000,,,,,20,,,
9,209035,55,43,4,400,25,10000,,,,,60,,,
9,209036,56,44,4,400,25,4000,,,,,20,,,
9,209037,57,44,4,400,25,4000,,,,,20,,,
9,209038,58,45,4,400,25,10000,,,,,60,,,
9,209039,59,46,4,400,25,10000,,,,,60,,,
9,209040,60,35,4,400,25,10000,,,,,60,,,
9,309001,61,60,7,560,40,5000,,,,,10,,,
9,309002,62,47,7,560,40,11000,,,,,30,,,
9,309003,63,49,7,560,40,5000,,,,,10,,,
9,309004,64,49,7,560,40,5000,,,,,10,,,
9,309005,65,50,7,560,40,5000,,,,,10,,,
9,309006,66,50,7,560,40,11000,,,,,30,,,
9,309007,67,55,7,560,40,5000,,,,,10,,,
9,309008,68,55,7,560,40,5000,,,,,10,,,
9,309009,69,56,7,560,40,11000,,,,,30,,,
9,309010,70,58,7,560,40,5000,,,,,10,,,
9,309011,71,58,7,560,40,5000,,,,,10,,,
9,309012,72,59,7,560,40,5000,,,,,10,,,
9,309013,73,59,7,560,40,5000,,,,,10,,,
9,309014,74,60,7,560,40,11000,,,,,30,,,
9,309015,75,61,7,690,60,15000,,,,,70,,,
9,309016,76,62,7,690,60,8000,,,,,30,,,
9,309017,77,62,7,690,60,8000,,,,,30,,,
9,309018,78,66,7,690,60,8000,,,,,30,,,
9,309019,79,66,7,690,60,8000,,,,,30,,,
9,309020,80,67,7,690,60,15000,,,,,70,,,
9,309021,81,69,7,690,60,8000,,,,,30,,,
9,309022,82,69,7,690,60,8000,,,,,30,,,
9,309023,83,71,7,690,60,15000,,,,,70,,,
9,309024,84,72,7,690,60,15000,,,,,70,,,
9,309025,85,74,7,690,60,8000,,,,,30,,,
9,309026,86,74,7,690,60,8000,,,,,30,,,
9,309027,87,75,7,820,67,8000,,,,,40,,,
9,309028,88,75,7,820,67,8000,,,,,40,,,
9,309029,89,77,7,820,67,21000,,,,,110,,,
9,309030,90,78,7,820,67,8000,,,,,40,,,
9,309031,91,79,7,820,67,21000,,,,,110,,,
9,309032,92,80,7,820,67,8000,,,,,40,,,
9,309033,93,80,7,820,67,8000,,,,,40,,,
9,309034,94,81,7,820,67,21000,,,,,110,,,
9,309035,95,82,7,820,67,8000,,,,,40,,,
9,309036,96,83,7,820,67,8000,,,,,40,,,
9,309037,97,83,7,820,67,8000,,,,,40,,,
9,309038,98,84,7,820,67,8000,,,,,40,,,
9,309039,99,84,7,820,67,8000,,,,,40,,,
9,309040,100,85,7,820,67,21000,,,,,110,,,
10,110001,1,,,,,,,,,,,,,1
10,110002,2,,,,,400,,,,,1,,,
10,110003,3,,,,,400,,,1,,,,,
10,110004,4,,,,,400,,,,,1,,,
10,110005,5,1,,,,900,,,,,3,,,
10,110006,6,3,,,,900,,,,,3,,,
10,110007,7,4,,,,400,,,,,1,,,
10,110008,8,5,,40,15,600,,,,,4,,,
10,110009,9,5,,40,15,600,,,4,,,,,
10,110010,10,2,,40,15,1000,,,8,,,,,
10,110011,11,6,,40,15,600,,,,,4,,,
10,110012,12,6,,40,15,600,,,,,4,,,
10,110013,13,7,,40,15,1000,,,,,8,,,
10,110014,14,9,,70,17,700,,,,,5,,,
10,110015,15,10,,70,17,2000,,,,,10,,,
10,110016,16,10,,70,17,700,,,,,5,,,
10,110017,17,11,,70,17,2000,,,10,,,,,
10,110018,18,13,,70,17,700,,,5,,,,,
10,110019,19,13,,70,17,700,,,,,5,,,
10,110020,20,8,,70,17,2000,,,,,10,,,
10,210001,21,20,4,120,15,3000,,,,,10,,,
10,210002,22,20,4,120,15,3000,,,10,,,,,
10,210003,23,14,4,120,15,3000,,,,,10,,,
10,210004,24,15,4,120,15,3000,,,,,10,,,
10,210005,25,15,4,120,15,3000,,,10,,,,,
10,210006,26,16,4,120,15,3000,,,,,10,,,
10,210007,27,17,4,120,15,3000,,,,,10,,,
10,210008,28,17,4,120,15,3000,,,10,,,,,
10,210009,29,18,4,120,15,5000,,,,,10,,,
10,210010,30,19,4,120,15,3000,,,,,10,,,
10,210011,31,21,4,120,15,5000,,,,,10,,,
10,210012,32,23,4,120,15,5000,,,10,,,,,
10,210013,33,24,4,120,15,3000,,,,,10,,,
10,210014,34,26,4,120,15,5000,,,,,10,,,
10,210015,35,31,4,250,23,4000,,,,,20,,,
10,210016,36,31,4,250,23,4000,,,20,,,,,
10,210017,37,22,4,250,23,8000,,,,,30,,,
10,210018,38,32,4,250,23,4000,,,20,,,,,
10,210019,39,32,4,250,23,4000,,,,,20,,,
10,210020,40,33,4,250,23,8000,,,,,30,,,
10,210021,41,25,4,250,23,8000,,,,,30,,,
10,210022,42,34,4,250,23,4000,,,20,,,,,
10,210023,43,34,4,250,23,4000,,,,,20,,,
10,210024,44,28,4,250,23,8000,,,,,30,,,
10,210025,45,29,4,250,23,4000,,,,,20,,,
10,210026,46,29,4,250,23,4000,,,20,,,,,
10,210027,47,37,4,400,25,4000,,,20,,,,,
10,210028,48,37,4,400,25,4000,,,,,20,,,
10,210029,49,38,4,400,25,10000,,,,,60,,,
10,210030,50,39,4,400,25,10000,,,60,,,,,
10,210031,51,40,4,400,25,4000,,,,,20,,,
10,210032,52,40,4,400,25,4000,,,,,20,,,
10,210033,53,41,4,400,25,4000,,,,,20,,,
10,210034,54,41,4,400,25,4000,,,,,20,,,
10,210035,55,43,4,400,25,10000,,,60,,,,,
10,210036,56,44,4,400,25,4000,,,,,20,,,
10,210037,57,44,4,400,25,4000,,,,,20,,,
10,210038,58,45,4,400,25,10000,,,,,60,,,
10,210039,59,46,4,400,25,10000,,,60,,,,,
10,210040,60,35,4,400,25,10000,,,,,60,,,
10,310001,61,60,7,560,40,5000,,,,,10,,,
10,310002,62,47,7,560,40,11000,,,30,,,,,
10,310003,63,49,7,560,40,5000,,,,,10,,,
10,310004,64,49,7,560,40,5000,,,,,10,,,
10,310005,65,50,7,560,40,5000,,,10,,,,,
10,310006,66,50,7,560,40,11000,,,,,30,,,
10,310007,67,55,7,560,40,5000,,,,,10,,,
10,310008,68,55,7,560,40,5000,,,10,,,,,
10,310009,69,56,7,560,40,11000,,,,,30,,,
10,310010,70,58,7,560,40,5000,,,,,10,,,
10,310011,71,58,7,560,40,5000,,,,,10,,,
10,310012,72,59,7,560,40,5000,,,10,,,,,
10,310013,73,59,7,560,40,5000,,,,,10,,,
10,310014,74,60,7,560,40,11000,,,,,30,,,
10,310015,75,61,7,690,60,15000,,,,,70,,,
10,310016,76,62,7,690,60,8000,,,30,,,,,
10,310017,77,62,7,690,60,8000,,,,,30,,,
10,310018,78,66,7,690,60,8000,,,30,,,,,
10,310019,79,66,7,690,60,8000,,,,,30,,,
10,310020,80,67,7,690,60,15000,,,,,70,,,
10,310021,81,69,7,690,60,8000,,,,,30,,,
10,310022,82,69,7,690,60,8000,,,30,,,,,
10,310023,83,71,7,690,60,15000,,,,,70,,,
10,310024,84,72,7,690,60,15000,,,,,70,,,
10,310025,85,74,7,690,60,8000,,,,,30,,,
10,310026,86,74,7,690,60,8000,,,30,,,,,
10,310027,87,75,7,820,67,8000,,,40,,,,,
10,310028,88,75,7,820,67,8000,,,,,40,,,
10,310029,89,77,7,820,67,21000,,,,,110,,,
10,310030,90,78,7,820,67,8000,,,40,,,,,
10,310031,91,79,7,820,67,21000,,,,,110,,,
10,310032,92,80,7,820,67,8000,,,,,40,,,
10,310033,93,80,7,820,67,8000,,,,,40,,,
10,310034,94,81,7,820,67,21000,,,,,110,,,
10,310035,95,82,7,820,67,8000,,,40,,,,,
10,310036,96,83,7,820,67,8000,,,,,40,,,
10,310037,97,83,7,820,67,8000,,,,,40,,,
10,310038,98,84,7,820,67,8000,,,,,40,,,
10,310039,99,84,7,820,67,8000,,,40,,,,,
10,310040,100,85,7,820,67,21000,,,,,110,,,
11,111001,1,,,,,,,,,,,,,1
11,111002,2,,,,,400,,,,1,,,,
11,111003,3,,,,,400,,,,1,,,,
11,111004,4,,,,,400,,,,1,,,,
11,111005,5,1,,,,900,,,,3,,,,
11,111006,6,3,,,,900,,,,3,,,,
11,111007,7,4,,,,400,,,,1,,,,
11,111008,8,5,,40,15,600,,,,4,,,,
11,111009,9,5,,40,15,600,,,,4,,,,
11,111010,10,2,,40,15,1000,,,,8,,,,
11,111011,11,6,,40,15,600,,,,4,,,,
11,111012,12,6,,40,15,600,,,,4,,,,
11,111013,13,7,,40,15,1000,,,,8,,,,
11,111014,14,9,,70,17,700,,,,5,,,,
11,111015,15,10,,70,17,2000,,,,10,,,,
11,111016,16,10,,70,17,700,,,,5,,,,
11,111017,17,11,,70,17,2000,,,,10,,,,
11,111018,18,13,,70,17,700,,,,5,,,,
11,111019,19,13,,70,17,700,,,,5,,,,
11,111020,20,8,,70,17,2000,,,,10,,,,
11,211001,21,20,4,120,15,3000,,,,10,,,,
11,211002,22,20,4,120,15,3000,,,,10,,,,
11,211003,23,14,4,120,15,3000,,,,10,,,,
11,211004,24,15,4,120,15,3000,,,,10,,,,
11,211005,25,15,4,120,15,3000,,,,10,,,,
11,211006,26,16,4,120,15,3000,,,,10,,,,
11,211007,27,17,4,120,15,3000,,,,10,,,,
11,211008,28,17,4,120,15,3000,,,,10,,,,
11,211009,29,18,4,120,15,5000,,,,10,,,,
11,211010,30,19,4,120,15,3000,,,,10,,,,
11,211011,31,21,4,120,15,5000,,,,10,,,,
11,211012,32,23,4,120,15,5000,,,,10,,,,
11,211013,33,24,4,120,15,3000,,,,10,,,,
11,211014,34,26,4,120,15,5000,,,,10,,,,
11,211015,35,31,4,250,23,4000,,,,20,,,,
11,211016,36,31,4,250,23,4000,,,,20,,,,
11,211017,37,22,4,250,23,8000,,,,30,,,,
11,211018,38,32,4,250,23,4000,,,,20,,,,
11,211019,39,32,4,250,23,4000,,,,20,,,,
11,211020,40,33,4,250,23,8000,,,,30,,,,
11,211021,41,25,4,250,23,8000,,,,30,,,,
11,211022,42,34,4,250,23,4000,,,,20,,,,
11,211023,43,34,4,250,23,4000,,,,20,,,,
11,211024,44,28,4,250,23,8000,,,,30,,,,
11,211025,45,29,4,250,23,4000,,,,20,,,,
11,211026,46,29,4,250,23,4000,,,,20,,,,
11,211027,47,37,4,400,25,4000,,,,20,,,,
