ID,RoleID,Name,Model,Type,Icon,Animation_Idle,Animation_Hit_1,Animation_Hit_2,Animation_TakeOFF,R18PositionIDs,SFWPositionIDs,Animation_TakeOFF_Idle,TraininRewards,Intimacy,Exp,Description,LockIntimacy,LockItem,Step2LockItem,Step2Rewards,Step2Description,VersionControl
300122,16001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300122-308,2,3,T_TrainingAction_Description_300003,,300122,,,,359-56
300123,16001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300123-308,3,2,T_TrainingAction_Description_300003,,300123,,,,359-56
300124,16001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300124-308,,5,T_TrainingAction_Description_300003,,300124,,,,359-56
300125,16001,T_TrainingAction_Name_300005,,,,Lobby_idel_04,Lobby_hit_04,Lobby_hit2_04,Lobby_end_04,,,Lobby_idel2_04,300125-308,1,4,T_TrainingAction_Description_300005,,300125,,,,56
300126,16001,T_TrainingAction_Name_300006,,,,Lobby_idel_05,Lobby_hit_05,Lobby_hit2_05,Lobby_end_05,,,Lobby_idel2_05,300126-308,2,3,T_TrainingAction_Description_300005,,300126,,,,56
300127,16001,T_TrainingAction_Name_300007,,,,Lobby_idel_06,Lobby_hit_06,Lobby_hit2_06,Lobby_end_06,,,Lobby_idel2_06,300127-308,,5,T_TrainingAction_Description_300005,,300127,,,,56
300128,16001,T_TrainingAction_Name_300008,,,,Lobby_idel_07,Lobby_hit_07,Lobby_hit2_07,Lobby_end_07,,,Lobby_idel2_07,300128-308,3,2,T_TrainingAction_Description_300005,,300128,,,,56
300129,17001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300129-308,1,4,T_TrainingAction_Description_300003,,300129,,,,360-56
300130,17001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300130-308,2,3,T_TrainingAction_Description_300003,,300130,,,,360-56
300131,17001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300131-308,3,2,T_TrainingAction_Description_300003,,300131,,,,360-56
300132,17001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300132-308,,5,T_TrainingAction_Description_300003,,300132,,,,360-56
300133,17001,T_TrainingAction_Name_300005,,,,Lobby_idel_04,Lobby_hit_04,Lobby_hit2_04,Lobby_end_04,,,Lobby_idel2_04,300133-308,1,4,T_TrainingAction_Description_300005,,300133,,,,56
300134,17001,T_TrainingAction_Name_300006,,,,Lobby_idel_05,Lobby_hit_05,Lobby_hit2_05,Lobby_end_05,,,Lobby_idel2_05,300134-308,2,3,T_TrainingAction_Description_300005,,300134,,,,56
300135,17001,T_TrainingAction_Name_300007,,,,Lobby_idel_06,Lobby_hit_06,Lobby_hit2_06,Lobby_end_06,,,Lobby_idel2_06,300135-308,,5,T_TrainingAction_Description_300005,,300135,,,,56
300136,17001,T_TrainingAction_Name_300008,,,,Lobby_idel_07,Lobby_hit_07,Lobby_hit2_07,Lobby_end_07,,,Lobby_idel2_07,300136-308,3,2,T_TrainingAction_Description_300005,,300136,,,,56
300137,18001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300137-308,1,4,T_TrainingAction_Description_300003,,300137,,,,361-56
300138,18001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300138-308,2,3,T_TrainingAction_Description_300003,,300138,,,,361-56
300139,18001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300139-308,3,2,T_TrainingAction_Description_300003,,300139,,,,361-56
300140,18001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300140-308,,5,T_TrainingAction_Description_300003,,300140,,,,361-56
300141,18001,T_TrainingAction_Name_300005,,,,Lobby_idel_04,Lobby_hit_04,Lobby_hit2_04,Lobby_end_04,,,Lobby_idel2_04,300141-308,1,4,T_TrainingAction_Description_300005,,300141,,,,56
300142,18001,T_TrainingAction_Name_300006,,,,Lobby_idel_05,Lobby_hit_05,Lobby_hit2_05,Lobby_end_05,,,Lobby_idel2_05,300142-308,2,3,T_TrainingAction_Description_300005,,300142,,,,56
300143,18001,T_TrainingAction_Name_300007,,,,Lobby_idel_06,Lobby_hit_06,Lobby_hit2_06,Lobby_end_06,,,Lobby_idel2_06,300143-308,,5,T_TrainingAction_Description_300005,,300143,,,,56
300144,18001,T_TrainingAction_Name_300008,,,,Lobby_idel_07,Lobby_hit_07,Lobby_hit2_07,Lobby_end_07,,,Lobby_idel2_07,300144-308,3,2,T_TrainingAction_Description_300005,,300144,,,,56
300145,19001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300145-308,1,4,T_TrainingAction_Description_300003,,300145,,,,362-56
300146,19001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300146-308,2,3,T_TrainingAction_Description_300003,,300146,,,,362-56
300147,19001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300147-308,3,2,T_TrainingAction_Description_300003,,300147,,,,362-56
300148,19001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300148-308,,5,T_TrainingAction_Description_300003,,300148,,,,362-56
300149,19001,T_TrainingAction_Name_300005,,,,Lobby_idel_04,Lobby_hit_04,Lobby_hit2_04,Lobby_end_04,,,Lobby_idel2_04,300149-308,1,4,T_TrainingAction_Description_300005,,300149,,,,56
300150,19001,T_TrainingAction_Name_300006,,,,Lobby_idel_05,Lobby_hit_05,Lobby_hit2_05,Lobby_end_05,,,Lobby_idel2_05,300150-308,2,3,T_TrainingAction_Description_300005,,300150,,,,56
300151,19001,T_TrainingAction_Name_300007,,,,Lobby_idel_06,Lobby_hit_06,Lobby_hit2_06,Lobby_end_06,,,Lobby_idel2_06,300151-308,,5,T_TrainingAction_Description_300005,,300151,,,,56
300152,19001,T_TrainingAction_Name_300008,,,,Lobby_idel_07,Lobby_hit_07,Lobby_hit2_07,Lobby_end_07,,,Lobby_idel2_07,300152-308,3,2,T_TrainingAction_Description_300005,,300152,,,,56
300153,20001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300153-308,1,4,T_TrainingAction_Description_300003,,300153,,,,363-56
300154,20001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300154-308,2,3,T_TrainingAction_Description_300003,,300154,,,,363-56
300155,20001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300155-308,3,2,T_TrainingAction_Description_300003,,300155,,,,363-56
300156,20001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300156-308,,5,T_TrainingAction_Description_300003,,300156,,,,363-56
300157,21001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300157-308,1,4,T_TrainingAction_Description_300003,,300157,,,,364-56
300158,21001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300158-308,2,3,T_TrainingAction_Description_300003,,300158,,,,364-56
300159,21001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300159-308,3,2,T_TrainingAction_Description_300003,,300159,,,,364-56
300160,21001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300160-308,,5,T_TrainingAction_Description_300003,,300160,,,,364-56
300161,22001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300161-308,1,4,T_TrainingAction_Description_300003,,300161,,,,365-56
300162,22001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300162-308,2,3,T_TrainingAction_Description_300003,,300162,,,,365-56
300163,22001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300163-308,3,2,T_TrainingAction_Description_300003,,300163,,,,365-56
300164,22001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300164-308,,5,T_TrainingAction_Description_300003,,300164,,,,365-56
300165,90001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300165-308,1,4,T_TrainingAction_Description_300003,,300165,,,,366-56
300166,90001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300166-308,2,3,T_TrainingAction_Description_300003,,300166,,,,366-56
300167,90001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300167-308,3,2,T_TrainingAction_Description_300003,,300167,,,,366-56
300168,90001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300168-308,,5,T_TrainingAction_Description_300003,,300168,,,,366-56
300169,91001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300169-308,1,4,T_TrainingAction_Description_300003,,300169,,,,367-56
300170,91001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300170-308,2,3,T_TrainingAction_Description_300003,,300170,,,,366-56
300171,91001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300171-308,3,2,T_TrainingAction_Description_300003,,300171,,,,366-56
300172,91001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300172-308,,5,T_TrainingAction_Description_300003,,300172,,,,366-56
300173,23001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300173-308,1,4,T_TrainingAction_Description_300003,,300173,,,,368-56
300174,23001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300174-308,2,3,T_TrainingAction_Description_300003,,300174,,,,368-56
300175,23001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300175-308,3,2,T_TrainingAction_Description_300003,,300175,,,,368-56
300176,23001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300176-308,,5,T_TrainingAction_Description_300003,,300176,,,,368-56
300177,24001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300177-308,1,4,T_TrainingAction_Description_300003,,300177,,,,369-56
300178,24001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300178-308,2,3,T_TrainingAction_Description_300003,,300178,,,,369-56
300179,24001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300179-308,3,2,T_TrainingAction_Description_300003,,300179,,,,369-56
300180,24001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300180-308,,5,T_TrainingAction_Description_300003,,300180,,,,369-56
300181,25001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300181-308,1,4,T_TrainingAction_Description_300003,,300181,,,,370-56
300182,25001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300182-308,2,3,T_TrainingAction_Description_300003,,300182,,,,370-56
300183,25001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300183-308,3,2,T_TrainingAction_Description_300003,,300183,,,,370-56
300184,25001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300184-308,,5,T_TrainingAction_Description_300003,,300184,,,,370-56
300185,26001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300185-308,1,4,T_TrainingAction_Description_300003,,300185,,,,371-56
300186,26001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300186-308,2,3,T_TrainingAction_Description_300003,,300186,,,,371-56
300187,26001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300187-308,3,2,T_TrainingAction_Description_300003,,300187,,,,371-56
300188,26001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300188-308,,5,T_TrainingAction_Description_300003,,300188,,,,371-56
300189,27001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300189-308,1,4,T_TrainingAction_Description_300003,,300189,,,,372-56-59
300190,27001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300190-308,2,3,T_TrainingAction_Description_300003,,300190,,,,372-56-59
300191,27001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300191-308,3,2,T_TrainingAction_Description_300003,,300191,,,,372-56-59
300192,27001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300192-308,,5,T_TrainingAction_Description_300003,,300192,,,,372-56-59
300193,28001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300193-308,1,4,T_TrainingAction_Description_300003,,300193,,,,373-56
300194,28001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300194-308,2,3,T_TrainingAction_Description_300003,,300194,,,,373-56
300195,28001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300195-308,3,2,T_TrainingAction_Description_300003,,300195,,,,373-56
300196,28001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300196-308,,5,T_TrainingAction_Description_300003,,300196,,,,373-56
300197,29001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300197-308,1,4,T_TrainingAction_Description_300003,,300197,,,,374-56
300198,29001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300198-308,2,3,T_TrainingAction_Description_300003,,300198,,,,374-56
300199,29001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300199-308,3,2,T_TrainingAction_Description_300003,,300199,,,,374-56
300200,29001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300200-308,,5,T_TrainingAction_Description_300003,,300200,,,,374-56
300201,30001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300201-308,1,4,T_TrainingAction_Description_300003,,300201,,,,375-56
300202,30001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300202-308,2,3,T_TrainingAction_Description_300003,,300202,,,,375-56
300203,30001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300203-308,3,2,T_TrainingAction_Description_300003,,300203,,,,375-56
300204,30001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300204-308,,5,T_TrainingAction_Description_300003,,300204,,,,375-56
300205,31001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300205-308,1,4,T_TrainingAction_Description_300003,,300205,,,,376-56
300206,31001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300206-308,2,3,T_TrainingAction_Description_300003,,300206,,,,376-56
300207,31001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300207-308,3,2,T_TrainingAction_Description_300003,,300207,,,,376-56
300208,31001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300208-308,,5,T_TrainingAction_Description_300003,,300208,,,,376-56
300209,32001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300209-308,1,4,T_TrainingAction_Description_300003,,300209,,,,377-56
300210,32001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300210-308,2,3,T_TrainingAction_Description_300003,,300210,,,,377-56
300211,32001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300211-308,3,2,T_TrainingAction_Description_300003,,300211,,,,377-56
300212,32001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300212-308,,5,T_TrainingAction_Description_300003,,300212,,,,377-56
300213,33001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300213-308,1,4,T_TrainingAction_Description_300003,,300213,,,,378-56
300214,33001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300214-308,2,3,T_TrainingAction_Description_300003,,300214,,,,378-56
300215,33001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300215-308,3,2,T_TrainingAction_Description_300003,,300215,,,,378-56
300216,33001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300216-308,,5,T_TrainingAction_Description_300003,,300216,,,,378-56
300217,34001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300217-308,1,4,T_TrainingAction_Description_300003,,300217,,,,379-56
300218,34001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300218-308,2,3,T_TrainingAction_Description_300003,,300218,,,,379-56
300219,34001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300219-308,3,2,T_TrainingAction_Description_300003,,300219,,,,379-56
300220,34001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300220-308,,5,T_TrainingAction_Description_300003,,300220,,,,379-56
300221,35001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300221-308,1,4,T_TrainingAction_Description_300003,,300221,,,,380-56
300222,35001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300222-308,2,3,T_TrainingAction_Description_300003,,300222,,,,380-56
300223,35001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300223-308,3,2,T_TrainingAction_Description_300003,,300223,,,,380-56
300224,35001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300224-308,,5,T_TrainingAction_Description_300003,,300224,,,,380-56
300225,36001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300225-308,1,4,T_TrainingAction_Description_300003,,300225,,,,381-56
300226,36001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300226-308,2,3,T_TrainingAction_Description_300003,,300226,,,,381-56
300227,36001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300227-308,3,2,T_TrainingAction_Description_300003,,300227,,,,381-56
300228,36001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300228-308,,5,T_TrainingAction_Description_300003,,300228,,,,381-56
300229,37001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300229-308,1,4,T_TrainingAction_Description_300003,,300229,,,,382-56
300230,37001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300230-308,2,3,T_TrainingAction_Description_300003,,300230,,,,382-56
300231,37001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300231-308,3,2,T_TrainingAction_Description_300003,,300231,,,,382-56
300232,37001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300232-308,,5,T_TrainingAction_Description_300003,,300232,,,,382-56
300233,38001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300233-308,1,4,T_TrainingAction_Description_300003,,300233,,,,383-56
300234,38001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300234-308,2,3,T_TrainingAction_Description_300003,,300234,,,,383-56
300235,38001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300235-308,3,2,T_TrainingAction_Description_300003,,300235,,,,383-56
300236,38001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300236-308,,5,T_TrainingAction_Description_300003,,300236,,,,383-56
300237,39001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300237-308,1,4,T_TrainingAction_Description_300003,,300237,,,,384-56
300238,39001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300238-308,2,3,T_TrainingAction_Description_300003,,300238,,,,384-56
300239,39001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300239-308,3,2,T_TrainingAction_Description_300003,,300239,,,,384-56
300240,39001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300240-308,,5,T_TrainingAction_Description_300003,,300240,,,,384-56
300241,10040001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300241-308,1,4,T_TrainingAction_Description_300003,,300241,,,,385-56
300242,10040001,T_TrainingAction_Name_300002,,,,Lobby_idel_01,Lobby_hit_01,Lobby_hit2_01,Lobby_end_01,,,Lobby_idel2_01,300242-308,2,3,T_TrainingAction_Description_300003,,300242,,,,385-56
300243,10040001,T_TrainingAction_Name_300003,,,,Lobby_idel_02,Lobby_hit_02,Lobby_hit2_02,Lobby_end_02,,,Lobby_idel2_02,300243-308,3,2,T_TrainingAction_Description_300003,,300243,,,,385-56
300244,10040001,T_TrainingAction_Name_300004,,,,Lobby_idel_03,Lobby_hit_03,Lobby_hit2_03,Lobby_end_03,,,Lobby_idel2_03,300244-308,,5,T_TrainingAction_Description_300003,,300244,,,,385-56
300245,10041001,T_TrainingAction_Name_300001,,,,Lobby_idel_00,Lobby_hit_00,Lobby_hit2_00,Lobby_end_00,,,Lobby_idel2_00,300245-308,1,4,T_TrainingAction_Description_300003,,300245,,,,386-56
