ID,Type,Group,NameKey,ItemIDs,SpecialItemIDs,Count,DropID,ExtraDropIDs,PriceItemID,Price,PrefabID,PrevStepID,IAPID,ResetType,ResetInterval,BuyLimit,LoginHourLimit,FreeInterval,FreeCumulative,FreeBuyLimit,BeginFree,VipLevel,ValueFunction,Value,Activity,VersionControls
919071,4,,T_NewStore_NameKey_919071,919071,9190711-9190712,,,,2,2700,,,,,,,,,,,,,,10,,
919072,4,,T_NewStore_NameKey_919072,919072,9190721-9190722,,,,11,1000,,,,,,,,,,,,,,10,,
919073,4,,T_NewStore_NameKey_919073,919073,9190731-9190732,,,,2,2700,,,,,,,,,,,,,,10,,
909074,4,,T_NewStore_NameKey_909074,909074,,,,,40,100,,,,,,,,,,,,,,1,,
919074,4,,T_NewStore_NameKey_919074,919074,,,,,40,1000,,,,,,,,,,,,,,10,,
909075,4,,T_NewStore_NameKey_909075,909075,,,,,42,1,,,,,,,,,,,,,,1,,
919075,4,,T_NewStore_NameKey_919075,919075,,,,,42,10,,,,,,,,,,,,,,10,,
909076,4,,T_NewStore_NameKey_909076,909076,,,,,42,1,,,,,,,,,,,,,,1,,
919076,4,,T_NewStore_NameKey_919076,919076,,,,,42,10,,,,,,,,,,,,,,10,,
909077,4,,T_NewStore_NameKey_909077,909077,,,,,42,1,,,,,,,,,,,,,,1,,
919077,4,,T_NewStore_NameKey_919077,919077,,,,,42,10,,,,,,,,,,,,,,10,,
909078,4,,T_NewStore_NameKey_909078,909078,,,,,42,1,,,,,,,,,,,,,,1,,
919078,4,,T_NewStore_NameKey_919078,919078,,,,,42,10,,,,,,,,,,,,,,10,,
919079,4,,T_NewStore_NameKey_919079,919079,,,,,11,1000,,,,,,,,,,,,,,10,,
909080,4,,T_NewStore_NameKey_909080,909080,,,,,44,100,,,,,,,,,,,,,,1,,
919080,4,,T_NewStore_NameKey_919080,919080,,,,,44,1000,,,,,,,,,,,,,,10,,
919081,4,,T_NewStore_NameKey_919081,919081,9190811-9190812,,,,2,2700,,,,,,,,,,,,,,10,,
999001,4,,T_NewStore_NameKey_999001,999001,,,,,2,2700,,,,,,,,,,,,,,10,,
RandomSex001,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,12,3000,,,,3,30,10,,,,,,,Selectable,1,,107
197,5,1,T_NewStore_NameKey_197,100018,,5,,,12,200,,,,3,30,10,,,,,,,,,,107-57
198,5,1,T_NewStore_NameKey_198,100017,,5,,,12,200,,,,3,30,10,,,,,,,,,,107-57
112,5,1,T_NewStore_NameKey_112,100013,,5,,,12,200,,,,3,30,10,,,,,,,,,,107-57
113,5,1,T_NewStore_NameKey_113,100014,,5,,,12,200,,,,3,30,10,,,,,,,,,,107-57
114,5,1,T_NewStore_NameKey_114,100015,,5,,,12,200,,,,3,30,10,,,,,,,,,,107-57
115,5,1,T_NewStore_NameKey_115,100016,,5,,,12,200,,,,3,30,10,,,,,,,,,,107-57
116,5,1,T_NewStore_NameKey_116,2,,600,,,12,250,,,,3,30,5,,,,,,,,,,107
117,5,1,T_NewStore_NameKey_117,250003,,10,,,12,100,,,,3,30,5,,,,,,,,,,107
118,5,1,T_NewStore_NameKey_118,350004,,10,,,12,100,,,,3,30,5,,,,,,,,,,107
119,5,1,T_NewStore_NameKey_119,350001,,10,,,12,100,,,,3,30,5,,,,,,,,,,107
120,5,1,T_NewStore_NameKey_120,350002,,10,,,12,60,,,,3,30,10,,,,,,,,,,107
121,5,1,T_NewStore_NameKey_121,350003,,10,,,12,30,,,,3,30,10,,,,,,,,,,107
122,5,1,T_NewStore_NameKey_122,1,,600,,,12,50,,,,3,30,10,,,,,,,,,,107
123,5,1,T_NewStore_NameKey_122,1,,60,,,12,5,,,,3,30,99,,,,,,,,,,107
RandomSex002,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,13,3000,,,,3,30,10,,,,,,,Selectable,1,,110
199,5,1,T_NewStore_NameKey_197,100018,,5,,,13,200,,,,3,30,10,,,,,,,,,,110-57
200,5,1,T_NewStore_NameKey_198,100017,,5,,,13,200,,,,3,30,10,,,,,,,,,,110-57
137,5,1,T_NewStore_NameKey_112,100013,,5,,,13,200,,,,3,30,10,,,,,,,,,,110-57
138,5,1,T_NewStore_NameKey_113,100014,,5,,,13,200,,,,3,30,10,,,,,,,,,,110-57
139,5,1,T_NewStore_NameKey_114,100015,,5,,,13,200,,,,3,30,10,,,,,,,,,,110-57
140,5,1,T_NewStore_NameKey_115,100016,,5,,,13,200,,,,3,30,10,,,,,,,,,,110-57
141,5,1,T_NewStore_NameKey_116,2,,600,,,13,250,,,,3,30,5,,,,,,,,,,110
142,5,1,T_NewStore_NameKey_117,250003,,10,,,13,100,,,,3,30,5,,,,,,,,,,110
143,5,1,T_NewStore_NameKey_118,350004,,10,,,13,100,,,,3,30,5,,,,,,,,,,110
144,5,1,T_NewStore_NameKey_119,350001,,10,,,13,100,,,,3,30,5,,,,,,,,,,110
145,5,1,T_NewStore_NameKey_120,350002,,10,,,13,60,,,,3,30,10,,,,,,,,,,110
146,5,1,T_NewStore_NameKey_121,350003,,10,,,13,30,,,,3,30,10,,,,,,,,,,110
147,5,1,T_NewStore_NameKey_122,1,,600,,,13,50,,,,3,30,10,,,,,,,,,,110
148,5,1,T_NewStore_NameKey_122,1,,60,,,13,5,,,,3,30,99,,,,,,,,,,110
RandomSex003,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,16,3000,,,,3,30,10,,,,,,,Selectable,1,,114
201,5,1,T_NewStore_NameKey_197,100018,,5,,,16,200,,,,3,30,10,,,,,,,,,,114-57
202,5,1,T_NewStore_NameKey_198,100017,,5,,,16,200,,,,3,30,10,,,,,,,,,,114-57
161,5,1,T_NewStore_NameKey_112,100013,,5,,,16,200,,,,3,30,10,,,,,,,,,,114-57
162,5,1,T_NewStore_NameKey_113,100014,,5,,,16,200,,,,3,30,10,,,,,,,,,,114-57
163,5,1,T_NewStore_NameKey_114,100015,,5,,,16,200,,,,3,30,10,,,,,,,,,,114-57
164,5,1,T_NewStore_NameKey_115,100016,,5,,,16,200,,,,3,30,10,,,,,,,,,,114-57
165,5,1,T_NewStore_NameKey_116,2,,600,,,16,250,,,,3,30,5,,,,,,,,,,114
166,5,1,T_NewStore_NameKey_117,250003,,10,,,16,100,,,,3,30,5,,,,,,,,,,114
167,5,1,T_NewStore_NameKey_118,350004,,10,,,16,100,,,,3,30,5,,,,,,,,,,114
168,5,1,T_NewStore_NameKey_119,350001,,10,,,16,100,,,,3,30,5,,,,,,,,,,114
169,5,1,T_NewStore_NameKey_120,350002,,10,,,16,60,,,,3,30,10,,,,,,,,,,114
170,5,1,T_NewStore_NameKey_121,350003,,10,,,16,30,,,,3,30,10,,,,,,,,,,114
171,5,1,T_NewStore_NameKey_122,1,,600,,,16,50,,,,3,30,10,,,,,,,,,,114
172,5,1,T_NewStore_NameKey_122,1,,60,,,16,5,,,,3,30,99,,,,,,,,,,114
RandomSex004,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,17,3000,,,,3,30,10,,,,,,,Selectable,1,,116
203,5,1,T_NewStore_NameKey_197,100018,,5,,,17,200,,,,3,30,10,,,,,,,,,,116-57
204,5,1,T_NewStore_NameKey_198,100017,,5,,,17,200,,,,3,30,10,,,,,,,,,,116-57
185,5,1,T_NewStore_NameKey_112,100013,,5,,,17,200,,,,3,30,10,,,,,,,,,,116-57
186,5,1,T_NewStore_NameKey_113,100014,,5,,,17,200,,,,3,30,10,,,,,,,,,,116-57
187,5,1,T_NewStore_NameKey_114,100015,,5,,,17,200,,,,3,30,10,,,,,,,,,,116-57
188,5,1,T_NewStore_NameKey_115,100016,,5,,,17,200,,,,3,30,10,,,,,,,,,,116-57
189,5,1,T_NewStore_NameKey_116,2,,600,,,17,250,,,,3,30,5,,,,,,,,,,116
190,5,1,T_NewStore_NameKey_117,250003,,10,,,17,100,,,,3,30,5,,,,,,,,,,116
191,5,1,T_NewStore_NameKey_118,350004,,10,,,17,100,,,,3,30,5,,,,,,,,,,116
192,5,1,T_NewStore_NameKey_119,350001,,10,,,17,100,,,,3,30,5,,,,,,,,,,116
193,5,1,T_NewStore_NameKey_120,350002,,10,,,17,60,,,,3,30,10,,,,,,,,,,116
194,5,1,T_NewStore_NameKey_121,350003,,10,,,17,30,,,,3,30,10,,,,,,,,,,116
195,5,1,T_NewStore_NameKey_122,1,,600,,,17,50,,,,3,30,10,,,,,,,,,,116
196,5,1,T_NewStore_NameKey_122,1,,60,,,17,5,,,,3,30,99,,,,,,,,,,116
RandomSex005,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,19,3000,,,,3,30,10,,,,,,,Selectable,1,,118
217,5,1,T_NewStore_NameKey_197,100018,,5,,,19,200,,,,3,30,10,,,,,,,,,,118-57
218,5,1,T_NewStore_NameKey_198,100017,,5,,,19,200,,,,3,30,10,,,,,,,,,,118-57
219,5,1,T_NewStore_NameKey_112,100013,,5,,,19,200,,,,3,30,10,,,,,,,,,,118-57
220,5,1,T_NewStore_NameKey_113,100014,,5,,,19,200,,,,3,30,10,,,,,,,,,,118-57
221,5,1,T_NewStore_NameKey_114,100015,,5,,,19,200,,,,3,30,10,,,,,,,,,,118-57
222,5,1,T_NewStore_NameKey_115,100016,,5,,,19,200,,,,3,30,10,,,,,,,,,,118-57
223,5,1,T_NewStore_NameKey_116,2,,600,,,19,250,,,,3,30,5,,,,,,,,,,118
224,5,1,T_NewStore_NameKey_117,250003,,10,,,19,100,,,,3,30,5,,,,,,,,,,118
225,5,1,T_NewStore_NameKey_118,350004,,10,,,19,100,,,,3,30,5,,,,,,,,,,118
226,5,1,T_NewStore_NameKey_119,350001,,10,,,19,100,,,,3,30,5,,,,,,,,,,118
227,5,1,T_NewStore_NameKey_120,350002,,10,,,19,60,,,,3,30,10,,,,,,,,,,118
228,5,1,T_NewStore_NameKey_121,350003,,10,,,19,30,,,,3,30,10,,,,,,,,,,118
229,5,1,T_NewStore_NameKey_122,1,,600,,,19,50,,,,3,30,10,,,,,,,,,,118
230,5,1,T_NewStore_NameKey_122,1,,60,,,19,5,,,,3,30,99,,,,,,,,,,118
RandomSex006,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,20,3000,,,,3,30,10,,,,,,,Selectable,1,,120
243,5,1,T_NewStore_NameKey_197,100018,,5,,,20,200,,,,3,30,10,,,,,,,,,,120-57
244,5,1,T_NewStore_NameKey_198,100017,,5,,,20,200,,,,3,30,10,,,,,,,,,,120-57
245,5,1,T_NewStore_NameKey_112,100013,,5,,,20,200,,,,3,30,10,,,,,,,,,,120-57
246,5,1,T_NewStore_NameKey_113,100014,,5,,,20,200,,,,3,30,10,,,,,,,,,,120-57
247,5,1,T_NewStore_NameKey_114,100015,,5,,,20,200,,,,3,30,10,,,,,,,,,,120-57
248,5,1,T_NewStore_NameKey_115,100016,,5,,,20,200,,,,3,30,10,,,,,,,,,,120-57
249,5,1,T_NewStore_NameKey_116,2,,600,,,20,250,,,,3,30,5,,,,,,,,,,120
250,5,1,T_NewStore_NameKey_117,250003,,10,,,20,100,,,,3,30,5,,,,,,,,,,120
251,5,1,T_NewStore_NameKey_118,350004,,10,,,20,100,,,,3,30,5,,,,,,,,,,120
252,5,1,T_NewStore_NameKey_119,350001,,10,,,20,100,,,,3,30,5,,,,,,,,,,120
253,5,1,T_NewStore_NameKey_120,350002,,10,,,20,60,,,,3,30,10,,,,,,,,,,120
254,5,1,T_NewStore_NameKey_121,350003,,10,,,20,30,,,,3,30,10,,,,,,,,,,120
255,5,1,T_NewStore_NameKey_122,1,,600,,,20,50,,,,3,30,10,,,,,,,,,,120
256,5,1,T_NewStore_NameKey_122,1,,60,,,20,5,,,,3,30,99,,,,,,,,,,120
RandomSex007,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,21,3000,,,,3,30,10,,,,,,,Selectable,1,,122
269,5,1,T_NewStore_NameKey_197,100018,,5,,,21,200,,,,3,30,10,,,,,,,,,,122-57
270,5,1,T_NewStore_NameKey_198,100017,,5,,,21,200,,,,3,30,10,,,,,,,,,,122-57
271,5,1,T_NewStore_NameKey_112,100013,,5,,,21,200,,,,3,30,10,,,,,,,,,,122-57
272,5,1,T_NewStore_NameKey_113,100014,,5,,,21,200,,,,3,30,10,,,,,,,,,,122-57
273,5,1,T_NewStore_NameKey_114,100015,,5,,,21,200,,,,3,30,10,,,,,,,,,,122-57
274,5,1,T_NewStore_NameKey_115,100016,,5,,,21,200,,,,3,30,10,,,,,,,,,,122-57
275,5,1,T_NewStore_NameKey_116,2,,600,,,21,250,,,,3,30,5,,,,,,,,,,122
276,5,1,T_NewStore_NameKey_117,250003,,10,,,21,100,,,,3,30,5,,,,,,,,,,122
277,5,1,T_NewStore_NameKey_118,350004,,10,,,21,100,,,,3,30,5,,,,,,,,,,122
278,5,1,T_NewStore_NameKey_119,350001,,10,,,21,100,,,,3,30,5,,,,,,,,,,122
279,5,1,T_NewStore_NameKey_120,350002,,10,,,21,60,,,,3,30,10,,,,,,,,,,122
280,5,1,T_NewStore_NameKey_121,350003,,10,,,21,30,,,,3,30,10,,,,,,,,,,122
281,5,1,T_NewStore_NameKey_122,1,,600,,,21,50,,,,3,30,10,,,,,,,,,,122
282,5,1,T_NewStore_NameKey_122,1,,60,,,21,5,,,,3,30,99,,,,,,,,,,122
RandomSex008,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,22,3000,,,,3,30,10,,,,,,,Selectable,1,,124
319,5,1,T_NewStore_NameKey_197,100018,,5,,,22,200,,,,3,30,10,,,,,,,,,,124-57
320,5,1,T_NewStore_NameKey_198,100017,,5,,,22,200,,,,3,30,10,,,,,,,,,,124-57
321,5,1,T_NewStore_NameKey_112,100013,,5,,,22,200,,,,3,30,10,,,,,,,,,,124-57
322,5,1,T_NewStore_NameKey_113,100014,,5,,,22,200,,,,3,30,10,,,,,,,,,,124-57
323,5,1,T_NewStore_NameKey_114,100015,,5,,,22,200,,,,3,30,10,,,,,,,,,,124-57
324,5,1,T_NewStore_NameKey_115,100016,,5,,,22,200,,,,3,30,10,,,,,,,,,,124-57
325,5,1,T_NewStore_NameKey_116,2,,600,,,22,250,,,,3,30,5,,,,,,,,,,124
326,5,1,T_NewStore_NameKey_117,250003,,10,,,22,100,,,,3,30,5,,,,,,,,,,124
327,5,1,T_NewStore_NameKey_118,350004,,10,,,22,100,,,,3,30,5,,,,,,,,,,124
328,5,1,T_NewStore_NameKey_119,350001,,10,,,22,100,,,,3,30,5,,,,,,,,,,124
329,5,1,T_NewStore_NameKey_120,350002,,10,,,22,60,,,,3,30,10,,,,,,,,,,124
330,5,1,T_NewStore_NameKey_121,350003,,10,,,22,30,,,,3,30,10,,,,,,,,,,124
331,5,1,T_NewStore_NameKey_122,1,,600,,,22,50,,,,3,30,10,,,,,,,,,,124
332,5,1,T_NewStore_NameKey_122,1,,60,,,22,5,,,,3,30,99,,,,,,,,,,124
RandomSex009,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,24,3000,,,,3,30,10,,,,,,,Selectable,1,,123
357,5,1,T_NewStore_NameKey_197,100018,,5,,,24,200,,,,3,30,10,,,,,,,,,,123-57
358,5,1,T_NewStore_NameKey_198,100017,,5,,,24,200,,,,3,30,10,,,,,,,,,,123-57
359,5,1,T_NewStore_NameKey_112,100013,,5,,,24,200,,,,3,30,10,,,,,,,,,,123-57
360,5,1,T_NewStore_NameKey_113,100014,,5,,,24,200,,,,3,30,10,,,,,,,,,,123-57
361,5,1,T_NewStore_NameKey_114,100015,,5,,,24,200,,,,3,30,10,,,,,,,,,,123-57
362,5,1,T_NewStore_NameKey_115,100016,,5,,,24,200,,,,3,30,10,,,,,,,,,,123-57
363,5,1,T_NewStore_NameKey_116,2,,600,,,24,250,,,,3,30,5,,,,,,,,,,123
364,5,1,T_NewStore_NameKey_117,250003,,10,,,24,100,,,,3,30,5,,,,,,,,,,123
365,5,1,T_NewStore_NameKey_118,350004,,10,,,24,100,,,,3,30,5,,,,,,,,,,123
366,5,1,T_NewStore_NameKey_119,350001,,10,,,24,100,,,,3,30,5,,,,,,,,,,123
367,5,1,T_NewStore_NameKey_120,350002,,10,,,24,60,,,,3,30,10,,,,,,,,,,123
368,5,1,T_NewStore_NameKey_121,350003,,10,,,24,30,,,,3,30,10,,,,,,,,,,123
369,5,1,T_NewStore_NameKey_122,1,,600,,,24,50,,,,3,30,10,,,,,,,,,,123
370,5,1,T_NewStore_NameKey_122,1,,60,,,24,5,,,,3,30,99,,,,,,,,,,123
RandomSex010,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,25,3000,,,,3,30,10,,,,,,,Selectable,1,,125
397,5,1,T_NewStore_NameKey_197,100018,,5,,,25,200,,,,3,30,10,,,,,,,,,,125-57
398,5,1,T_NewStore_NameKey_198,100017,,5,,,25,200,,,,3,30,10,,,,,,,,,,125-57
399,5,1,T_NewStore_NameKey_112,100013,,5,,,25,200,,,,3,30,10,,,,,,,,,,125-57
400,5,1,T_NewStore_NameKey_113,100014,,5,,,25,200,,,,3,30,10,,,,,,,,,,125-57
401,5,1,T_NewStore_NameKey_114,100015,,5,,,25,200,,,,3,30,10,,,,,,,,,,125-57
402,5,1,T_NewStore_NameKey_115,100016,,5,,,25,200,,,,3,30,10,,,,,,,,,,125-57
403,5,1,T_NewStore_NameKey_116,2,,600,,,25,250,,,,3,30,5,,,,,,,,,,125
404,5,1,T_NewStore_NameKey_117,250003,,10,,,25,100,,,,3,30,5,,,,,,,,,,125
405,5,1,T_NewStore_NameKey_118,350004,,10,,,25,100,,,,3,30,5,,,,,,,,,,125
406,5,1,T_NewStore_NameKey_119,350001,,10,,,25,100,,,,3,30,5,,,,,,,,,,125
407,5,1,T_NewStore_NameKey_120,350002,,10,,,25,60,,,,3,30,10,,,,,,,,,,125
408,5,1,T_NewStore_NameKey_121,350003,,10,,,25,30,,,,3,30,10,,,,,,,,,,125
409,5,1,T_NewStore_NameKey_122,1,,600,,,25,50,,,,3,30,10,,,,,,,,,,125
410,5,1,T_NewStore_NameKey_122,1,,60,,,25,5,,,,3,30,99,,,,,,,,,,125
RandomSex011,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,26,3000,,,,3,30,10,,,,,,,Selectable,1,,127
439,5,1,T_NewStore_NameKey_197,100018,,5,,,26,200,,,,3,30,10,,,,,,,,,,127-57
440,5,1,T_NewStore_NameKey_198,100017,,5,,,26,200,,,,3,30,10,,,,,,,,,,127-57
441,5,1,T_NewStore_NameKey_112,100013,,5,,,26,200,,,,3,30,10,,,,,,,,,,127-57
442,5,1,T_NewStore_NameKey_113,100014,,5,,,26,200,,,,3,30,10,,,,,,,,,,127-57
443,5,1,T_NewStore_NameKey_114,100015,,5,,,26,200,,,,3,30,10,,,,,,,,,,127-57
444,5,1,T_NewStore_NameKey_115,100016,,5,,,26,200,,,,3,30,10,,,,,,,,,,127-57
445,5,1,T_NewStore_NameKey_116,2,,600,,,26,250,,,,3,30,5,,,,,,,,,,127
446,5,1,T_NewStore_NameKey_117,250003,,10,,,26,100,,,,3,30,5,,,,,,,,,,127
447,5,1,T_NewStore_NameKey_118,350004,,10,,,26,100,,,,3,30,5,,,,,,,,,,127
448,5,1,T_NewStore_NameKey_119,350001,,10,,,26,100,,,,3,30,5,,,,,,,,,,127
449,5,1,T_NewStore_NameKey_120,350002,,10,,,26,60,,,,3,30,10,,,,,,,,,,127
450,5,1,T_NewStore_NameKey_121,350003,,10,,,26,30,,,,3,30,10,,,,,,,,,,127
451,5,1,T_NewStore_NameKey_122,1,,600,,,26,50,,,,3,30,10,,,,,,,,,,127
452,5,1,T_NewStore_NameKey_122,1,,60,,,26,5,,,,3,30,99,,,,,,,,,,127
RandomSex012,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,27,3000,,,,3,30,10,,,,,,,Selectable,1,,128
483,5,1,T_NewStore_NameKey_197,100018,,5,,,27,200,,,,3,30,10,,,,,,,,,,128-57
484,5,1,T_NewStore_NameKey_198,100017,,5,,,27,200,,,,3,30,10,,,,,,,,,,128-57
485,5,1,T_NewStore_NameKey_112,100013,,5,,,27,200,,,,3,30,10,,,,,,,,,,128-57
486,5,1,T_NewStore_NameKey_113,100014,,5,,,27,200,,,,3,30,10,,,,,,,,,,128-57
487,5,1,T_NewStore_NameKey_114,100015,,5,,,27,200,,,,3,30,10,,,,,,,,,,128-57
488,5,1,T_NewStore_NameKey_115,100016,,5,,,27,200,,,,3,30,10,,,,,,,,,,128-57
489,5,1,T_NewStore_NameKey_116,2,,600,,,27,250,,,,3,30,5,,,,,,,,,,128
490,5,1,T_NewStore_NameKey_117,250003,,10,,,27,100,,,,3,30,5,,,,,,,,,,128
491,5,1,T_NewStore_NameKey_118,350004,,10,,,27,100,,,,3,30,5,,,,,,,,,,128
492,5,1,T_NewStore_NameKey_119,350001,,10,,,27,100,,,,3,30,5,,,,,,,,,,128
493,5,1,T_NewStore_NameKey_120,350002,,10,,,27,60,,,,3,30,10,,,,,,,,,,128
494,5,1,T_NewStore_NameKey_121,350003,,10,,,27,30,,,,3,30,10,,,,,,,,,,128
495,5,1,T_NewStore_NameKey_122,1,,600,,,27,50,,,,3,30,10,,,,,,,,,,128
496,5,1,T_NewStore_NameKey_122,1,,60,,,27,5,,,,3,30,99,,,,,,,,,,128
RandomSex013,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,28,3000,,,,3,30,10,,,,,,,Selectable,1,,129
516,5,1,T_NewStore_NameKey_197,100018,,5,,,28,200,,,,3,30,10,,,,,,,,,,129-57
517,5,1,T_NewStore_NameKey_198,100017,,5,,,28,200,,,,3,30,10,,,,,,,,,,129-57
518,5,1,T_NewStore_NameKey_198,100013,,5,,,28,200,,,,3,30,10,,,,,,,,,,129-57
519,5,1,T_NewStore_NameKey_113,100014,,5,,,28,200,,,,3,30,10,,,,,,,,,,129-57
520,5,1,T_NewStore_NameKey_114,100015,,5,,,28,200,,,,3,30,10,,,,,,,,,,129-57
521,5,1,T_NewStore_NameKey_115,100016,,5,,,28,200,,,,3,30,10,,,,,,,,,,129-57
522,5,1,T_NewStore_NameKey_116,2,,600,,,28,250,,,,3,30,5,,,,,,,,,,129
523,5,1,T_NewStore_NameKey_117,250003,,10,,,28,100,,,,3,30,5,,,,,,,,,,129
524,5,1,T_NewStore_NameKey_118,350004,,10,,,28,100,,,,3,30,5,,,,,,,,,,129
525,5,1,T_NewStore_NameKey_119,350001,,10,,,28,100,,,,3,30,5,,,,,,,,,,129
526,5,1,T_NewStore_NameKey_120,350002,,10,,,28,60,,,,3,30,10,,,,,,,,,,129
527,5,1,T_NewStore_NameKey_121,350003,,10,,,28,30,,,,3,30,10,,,,,,,,,,129
528,5,1,T_NewStore_NameKey_122,1,,600,,,28,50,,,,3,30,10,,,,,,,,,,129
529,5,1,T_NewStore_NameKey_122,1,,60,,,28,5,,,,3,30,99,,,,,,,,,,129
RandomSex014,5,1,T_NewStore_NameKey_RandomSex001,SpeG0011,,1,,,29,3000,,,,3,30,10,,,,,,,Selectable,1,,801
578,5,1,T_NewStore_NameKey_197,100018,,5,,,29,200,,,,3,30,10,,,,,,,,,,801-57
579,5,1,T_NewStore_NameKey_198,100017,,5,,,29,200,,,,3,30,10,,,,,,,,,,801-57
580,5,1,T_NewStore_NameKey_112,100013,,5,,,29,200,,,,3,30,10,,,,,,,,,,801-57
581,5,1,T_NewStore_NameKey_113,100014,,5,,,29,200,,,,3,30,10,,,,,,,,,,801-57
582,5,1,T_NewStore_NameKey_114,100015,,5,,,29,200,,,,3,30,10,,,,,,,,,,801-57
583,5,1,T_NewStore_NameKey_115,100016,,5,,,29,200,,,,3,30,10,,,,,,,,,,801-57
592,5,1,T_NewStore_NameKey_592,100000,,20,,,29,200,,,,3,30,10,,,,,,,,,,801
593,5,1,T_NewStore_NameKey_593,100001,,20,,,29,200,,,,3,30,10,,,,,,,,,,801
594,5,1,T_NewStore_NameKey_594,100002,,20,,,29,200,,,,3,30,10,,,,,,,,,,801
595,5,1,T_NewStore_NameKey_595,100003,,20,,,29,200,,,,3,30,10,,,,,,,,,,801
596,5,1,T_NewStore_NameKey_596,100004,,20,,,29,200,,,,3,30,10,,,,,,,,,,801
597,5,1,T_NewStore_NameKey_597,100005,,20,,,29,200,,,,3,30,10,,,,,,,,,,801
598,5,1,T_NewStore_NameKey_598,100006,,20,,,29,200,,,,3,30,10,,,,,,,,,,801
599,5,1,T_NewStore_NameKey_599,100007,,20,,,29,200,,,,3,30,10,,,,,,,,,,801
584,5,1,T_NewStore_NameKey_116,2,,600,,,29,250,,,,3,30,5,,,,,,,,,,801
585,5,1,T_NewStore_NameKey_117,250003,,10,,,29,100,,,,3,30,5,,,,,,,,,,801
586,5,1,T_NewStore_NameKey_118,350004,,10,,,29,100,,,,3,30,5,,,,,,,,,,801
587,5,1,T_NewStore_NameKey_119,350001,,10,,,29,100,,,,3,30,5,,,,,,,,,,801
588,5,1,T_NewStore_NameKey_120,350002,,10,,,29,60,,,,3,30,10,,,,,,,,,,801
589,5,1,T_NewStore_NameKey_121,350003,,10,,,29,30,,,,3,30,10,,,,,,,,,,801
590,5,1,T_NewStore_NameKey_122,1,,600,,,29,50,,,,3,30,10,,,,,,,,,,801
591,5,1,T_NewStore_NameKey_122,1,,60,,,29,5,,,,3,30,99,,,,,,,,,,801
Guild_001,9,,T_NewStore_NameKey_Guild_001,FR047,,1,,,79,1250,,,,,,1,,,,,,,,,,67
Guild_002,9,,T_NewStore_NameKey_Guild_002,FR048,,1,,,79,1250,,,,,,1,,,,,,,,,,67
Guild_003,9,,T_NewStore_NameKey_Guild_003,FR049,,1,,,79,1250,,,,,,1,,,,,,,,,,67
Guild_004,9,,T_NewStore_NameKey_Guild_004,BG048,,1,,,79,1000,,,,,,1,,,,,,,,,,67
Guild_005,9,,T_NewStore_NameKey_Guild_005,BG049,,1,,,79,1000,,,,,,1,,,,,,,,,,67
Guild_006,9,,T_NewStore_NameKey_Guild_006,BG050,,1,,,79,1000,,,,,,1,,,,,,,,,,67
Guild_007,9,,T_NewStore_NameKey_Guild_007,BG051,,1,,,79,1000,,,,,,1,,,,,,,,,,67
Guild_008,9,,T_NewStore_NameKey_Guild_008,32,,1,,,79,1500,,,,,,,,,,,,,,,,67
Guild_009,9,,T_NewStore_NameKey_Guild_009,45047,,1,,,78,1600,,,,,,,,,,,,,Selectable,1,,67
Guild_010,9,,T_NewStore_NameKey_Guild_010,350014,,50,,,78,85,,,,,,,,,,,,,,,,67
Guild_011,9,,T_NewStore_NameKey_Guild_011,70,,1,,,78,250,,,,,,,,,,,,,,,,67
1847,5,10,T_NewStore_NameKey_1847,967,,1,,,74,2000,,,,,,,,,,,,,,,,151
1848,5,10,T_NewStore_NameKey_122,1,,300,,,74,50,,,,,,,,,,,,,,,,151
10001,5,10,T_NewStore_NameKey_10001,974,,1,,,75,2000,,,,,,,,,,,,,,,,152
10002,5,10,T_NewStore_NameKey_122,1,,300,,,75,50,,,,,,,,,,,,,,,,152
2nd_001,5,10,T_NewStore_NameKey_2nd_001,45011,,1,,,76,2000,,,,,,,,,,,,,Selectable,1,,132
2nd_002,5,10,T_NewStore_NameKey_2nd_002,863,,1,,,76,3000,,,,,,3,,,,,,,Selectable,1,,132
2nd_003,5,10,T_NewStore_NameKey_2nd_003,864,,1,,,76,3000,,,,,,3,,,,,,,Selectable,1,,132
2nd_004,5,10,T_NewStore_NameKey_2nd_004,865,,1,,,76,3000,,,,,,3,,,,,,,Selectable,1,,132
2nd_005,5,10,T_NewStore_NameKey_2nd_005,42037,,1,,,76,1500,,,,,,,,,,,,,Selectable,1+1,,132
