ID,SKILL_NAME,SKILL_TIP,SPRateOnUI,ICON,ItemIcon,EnergyImage,PROPERTY,COMBO_GROUP,COMBO_STEP,TriggerCDTime,USING_TIME,ANIMATON_START,ANIMATON_CASTING,ANIMATON_FIRE,EnergyMax,EnergyRecover,EnergyCost,CAST_TIME,IgnoreDebuff,FaceToTarget,SelectTargetType,SelectTargetDistance,CAN_MOVE,IsTargetSameCamp,CAN_ROTATE,INVINCIBILITY,STATUS_IDs,TipEffect,SelectPositionRadius,SelectPositionShift,SummonRoleIDs,NetSTATUS_IDs,Remove_Status,VersionControl
FS0141,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0141,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E007,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0142,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0142,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E007,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0143,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0143,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E007,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0144,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0144,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E007,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0150,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0150,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E013,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,998025,FX_P24_skill_2_warning_0-FX_P24_skill_2_warning,30,,,Icon\,,
FS0151,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0151,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E013,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,998026,FX_P24_skill_2_warning_0-FX_P24_skill_2_warning,30,,,Icon\,,
FS0152,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0152,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E013,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,998027,FX_P24_skill_2_warning_0-FX_P24_skill_2_warning,30,,,Icon\,,
FS0153,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0153,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E013,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,998029,FX_P24_skill_2_warning_0-FX_P24_skill_2_warning,30,,,Icon\,,
FS0154,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0154,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E013,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,990047-998023,FX_P24_skill_2_warning_0-FX_P24_skill_2_warning,30,,,Icon\,,
FS0160,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0160,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E012,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0161,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0161,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E012,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0162,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0162,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E012,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0163,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0163,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E012,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0164,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0164,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E012,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,990049,FX_P24_skill_2_warning_0-FX_P24_skill_2_warning,30,,,Icon\,,
1001,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P001_001,,UI50_Skill_Ring_1,1,,1,,0.6,,,P01_attack_1,1200,90,160,,,1,1,40,1,,,,,FX_P001_atk_warning-FX_P001_atk_1_warning,,,,,,
1002,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P001_001,,UI50_Skill_Ring_1,1,,2,,0.6,,,P01_attack_1,1200,,160,,,1,1,40,1,,,,,FX_P001_atk_warning-FX_P001_atk_1_warning,,,,,,
1003,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P001_001,,UI50_Skill_Ring_1,1,,3,,0.6,,,P01_attack_1,1200,,160,,,1,1,40,1,,,,,FX_P001_atk_warning-FX_P001_atk_1_warning,,,,,,
1004,T_SKILL_SKILL_NAME_1004,T_SKILL_SKILL_TIP_1004,T_SKILL_SPRateOnUI_99998,Icon_Skill_P001_002,,UI50_Skill_Ring_3,1,,,,0.5,,,P01_skill_1,1200,30,400,,,1,1,20,1,,,,,FX_P001_skill_1_warning_0-FX_P001_skill_1_warning,,,,,,
1005,T_SKILL_SKILL_NAME_1005,T_SKILL_SKILL_TIP_1005,T_SKILL_SPRateOnUI_99998,Icon_Skill_P001_003,,UI50_Skill_Ring_2,1,,,,1.3,,,P01_skill_2,1200,30,600,,,1,1,30,,,,,,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,,,
1006,T_SKILL_SKILL_NAME_1006,T_SKILL_SKILL_TIP_1004,T_SKILL_SPRateOnUI_99998,Icon_Skill_P001_002,,UI50_Skill_Ring_3,1,,,,0.5,,,P01_skill_1,1200,30,400,,,1,1,40,1,,,,,FX_P001_skill_3_warning_0-FX_P001_skill_3_warning,,,,,,
1007,T_SKILL_SKILL_NAME_1007,T_SKILL_SKILL_TIP_1007,T_SKILL_SPRateOnUI_99998,Icon_Skill_P001_003,,UI50_Skill_Ring_2,1,,,,1,,,P01_skill_3,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,,,
2001,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P002_001,,UI50_Skill_Ring_1,1,,1,,0.8,,,P02_attack_1,1200,50,100,,,1,1,30,1,,,,,FX_P002_atk_warning_0-FX_P002_atk_1_warning,,,,,,
2002,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P002_001,,UI50_Skill_Ring_1,1,,2,,0.8,,,P02_attack_1,1200,,100,,,1,1,30,1,,,,,FX_P002_atk_warning_0-FX_P002_atk_1_warning,,,,,,
2003,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P002_001,,UI50_Skill_Ring_1,1,,3,,0.8,,,P02_attack_1,1200,,100,,,1,1,30,1,,,,,FX_P002_atk_warning_0-FX_P002_atk_1_warning,,,,,,
2004,T_SKILL_SKILL_NAME_2004,T_SKILL_SKILL_TIP_2004,T_SKILL_SPRateOnUI_102,Icon_Skill_P002_002,,UI50_Skill_Ring_2,1,,,,0.8,,,P02_skill_1,1200,40,600,,,1,1,30,,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,,,
2005,T_SKILL_SKILL_NAME_2005,T_SKILL_SKILL_TIP_2005,T_SKILL_SPRateOnUI_108,Icon_Skill_P002_003,,UI50_Skill_Ring_2,1,,,,1.4,,,P02_skill_2,1200,30,600,,,,,,,,,,990001,FX_P002_skill_2_warning,,,,,,
2006,T_SKILL_SKILL_NAME_2006,T_SKILL_SKILL_TIP_2004,T_SKILL_SPRateOnUI_102,Icon_Skill_P002_002,,UI50_Skill_Ring_2,1,,,,0.8,,,P02_skill_1,1200,40,600,,,1,1,40,1,,,,,FX_P002_skill_3_warning_0-FX_P002_skill_3_warning,,,,,,
2007,T_SKILL_SKILL_NAME_2007,T_SKILL_SKILL_TIP_2007,T_SKILL_SPRateOnUI_108,Icon_Skill_P002_003,,UI50_Skill_Ring_2,1,,,,1.4,,,P02_skill_2,1200,30,600,,,,,,,,,,990003,,,,,,,
3001,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P003_001,,UI50_Skill_Ring_1,1,,1,,0.7,,,P03_attack_1,1200,90,160,,,1,1,15,1,,,,,FX_P03_atk_warning_0-FX_P03_atk_1_warning,,,,,,
3002,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P003_001,,UI50_Skill_Ring_1,1,,2,,0.7,,,P03_attack_1,1200,,160,,,1,1,15,1,,,,,FX_P03_atk_warning_0-FX_P03_atk_1_warning,,,,,,
3003,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P003_001,,UI50_Skill_Ring_1,1,,3,,0.7,,,P03_attack_1,1200,,160,,,1,1,15,1,,,,,FX_P03_atk_warning_0-FX_P03_atk_1_warning,,,,,,
3004,T_SKILL_SKILL_NAME_3004,T_SKILL_SKILL_TIP_3004,T_SKILL_SPRateOnUI_101,Icon_Skill_P003_002,,UI50_Skill_Ring_2,2,,,,0.85,,,P03_skill_1,1200,30,600,,,1,1,15,,,,,,FX_P003_skill_1_warning_0-FX_P003_skill_1_warning,15,,,,,
3005,T_SKILL_SKILL_NAME_3005,T_SKILL_SKILL_TIP_3005,T_SKILL_SPRateOnUI_104,Icon_Skill_P003_003,,UI50_Skill_Ring_1,1,,,,0.3,P03_skill_2_start,P03_skill_2_loop,P03_skill_2_end,1200,30,1200,20,,,,,1,,1,,992002-998002-998004-998011,,,,,,,
3006,T_SKILL_SKILL_NAME_3006,T_SKILL_SKILL_TIP_3004,T_SKILL_SPRateOnUI_101,Icon_Skill_P003_002,,UI50_Skill_Ring_2,2,,,,0.85,,,P03_skill_1,1200,30,600,,,1,1,30,,,,,,FX_P001_skill_2_warning_0-FX_P003_skill_1_warning,30,,,,,
3007,T_SKILL_SKILL_NAME_3007,T_SKILL_SKILL_TIP_3007,T_SKILL_SPRateOnUI_104,Icon_Skill_P003_003,,UI50_Skill_Ring_1,1,,,,0.3,P03_skill_2_start,P03_skill_2_loop,P03_skill_2_end,1200,30,1200,20,,,,,1,,1,,992004-998002-998004-998011,,,,,,,
4001,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P004_001,,UI50_Skill_Ring_1,1,,1,,0.6,,,P04_attack_1,1200,90,160,,,1,1,30,1,,,,,FX_P004_atk_warning_0-FX_P04_atk_1_warning,,,,,,
4002,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P004_001,,UI50_Skill_Ring_1,1,,2,,0.6,,,P04_attack_2,1200,,160,,,1,1,30,1,,,,,FX_P004_atk_warning_0-FX_P04_atk_1_warning,,,,,,
4003,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P004_001,,UI50_Skill_Ring_1,1,,3,,0.6,,,P04_attack_3,1200,,160,,,1,1,30,1,,,,,FX_P004_atk_warning_0-FX_P04_atk_1_warning,,,,,,
4004,T_SKILL_SKILL_NAME_4004,T_SKILL_SKILL_TIP_4004,T_SKILL_SPRateOnUI_4004,Icon_Skill_P004_002,,UI50_Skill_Ring_1,1,,,,1.3,,,P04_skill_1,1200,30,1200,,,1,1,15,,,,,,FX_P004_skill_1_warning_0-FX_P004_skill_1_warning,15,,4101,,,
4005,T_SKILL_SKILL_NAME_4005,T_SKILL_SKILL_TIP_4005,T_SKILL_SPRateOnUI_99998,Icon_Skill_P004_003,,UI50_Skill_Ring_1,1,,,,0.3,P04_skill_2_start,P04_skill_2_loop,P04_skill_2_end,1200,45,1200,10,,1,1,30,,,1,,,FX_P004_skill_2_warning_0-FX_P004_skill_2_warning,,,,,,
4006,T_SKILL_SKILL_NAME_4006,T_SKILL_SKILL_TIP_4006,T_SKILL_SPRateOnUI_4004,Icon_Skill_P004_002,,UI50_Skill_Ring_1,1,,,,1.3,,,P04_skill_1,1200,30,1200,,,1,1,15,1,,,,,FX_P004_skill_1_warning_0-FX_P004_skill_1_warning,15,,4102,,,
4007,T_SKILL_SKILL_NAME_4007,T_SKILL_SKILL_TIP_4005,T_SKILL_SPRateOnUI_99998,Icon_Skill_P004_003,,UI50_Skill_Ring_1,1,,,,0.3,P04_skill_2_start,P04_skill_2_loop,P04_skill_2_end,1200,45,1200,10,,1,1,30,1,,1,,,FX_P004_skill_2_warning_0-FX_P004_skill_2_warning,,,,,,
5001,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P005_001,,UI50_Skill_Ring_1,1,,1,,0.4,,,P05_attack_1,1200,90,160,,,1,1,24,1,,,,,FX_P005_atk_warning_0-FX_P005_atk_1_warning,,,,,,
5002,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P005_001,,UI50_Skill_Ring_1,1,,2,,0.4,,,P05_attack_1,1200,,160,,,1,1,24,1,,,,,FX_P005_atk_warning_0-FX_P005_atk_1_warning,,,,,,
5003,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P005_001,,UI50_Skill_Ring_1,1,,3,,0.4,,,P05_attack_1,1200,,160,,,1,1,24,1,,,,,FX_P005_atk_warning_0-FX_P005_atk_1_warning,,,,,,
5004,T_SKILL_SKILL_NAME_5004,T_SKILL_SKILL_TIP_5004,T_SKILL_SPRateOnUI_101,Icon_Skill_P005_002,,UI50_Skill_Ring_2,1,,,,0.6,,,P05_skill_1,1200,30,600,,,1,1,27,1,,,,,FX_P005_skill_1_warning_0-FX_P005_skill_1_warning,,,,,,
5005,T_SKILL_SKILL_NAME_5005,T_SKILL_SKILL_TIP_5005,T_SKILL_SPRateOnUI_101,Icon_Skill_P005_003,,UI50_Skill_Ring_2,1,,,,1.7,,,P05_skill_2,1200,30,600,,,,,,,,,,998001,,,,,,,
5006,T_SKILL_SKILL_NAME_5006,T_SKILL_SKILL_TIP_5006,T_SKILL_SPRateOnUI_101,Icon_Skill_P005_002,,UI50_Skill_Ring_2,1,,,,0.6,,,P05_skill_1,1200,30,600,,,1,1,30,1,,,,,FX_P005_skill_1_warning_0-FX_P005_skill_1_warning,,,,,,
5007,T_SKILL_SKILL_NAME_5007,T_SKILL_SKILL_TIP_5007,T_SKILL_SPRateOnUI_101,Icon_Skill_P005_003,,UI50_Skill_Ring_2,1,,,,1.7,,,P05_skill_2,1200,30,600,,,,,,,,,,998001,,,,,,,
6001,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P006_001,,UI50_Skill_Ring_1,1,,1,,0.4,,,P06_attack_1,1200,90,160,,,1,1,24,1,,,,,FX_P006_atk_warning_0-FX_P006_atk_1_warning,,,,,,
6002,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P006_001,,UI50_Skill_Ring_1,1,,2,,0.4,,,P06_attack_1,1200,,160,,,1,1,24,1,,,,,FX_P006_atk_warning_0-FX_P006_atk_1_warning,,,,,,
6003,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P006_001,,UI50_Skill_Ring_1,1,,3,,0.4,,,P06_attack_1,1200,,160,,,1,1,24,1,,,,,FX_P006_atk_warning_0-FX_P006_atk_1_warning,,,,,,
6004,T_SKILL_SKILL_NAME_6004,T_SKILL_SKILL_TIP_6004,T_SKILL_SPRateOnUI_110,Icon_Skill_P006_002,,UI50_Skill_Ring_3,1,,,,1.3,,,P06_skill_1,1200,30,400,,,1,1,15,1,,,,,FX_P006_skill_1_warning_0-FX_P006_skill_1_warning,15,,,,,
6005,T_SKILL_SKILL_NAME_6005,T_SKILL_SKILL_TIP_6005,T_SKILL_SPRateOnUI_101,Icon_Skill_P006_003,,UI50_Skill_Ring_1,1,,,,0.4,P06_skill_2_start,P06_skill_2_loop,P06_skill_2_end,1200,30,1200,4,,1,1,15,,,,,,FX_P006_skill_2_warning_0-FX_P006_skill_2_warning,15,,,,,
6006,T_SKILL_SKILL_NAME_6006,T_SKILL_SKILL_TIP_6006,T_SKILL_SPRateOnUI_110,Icon_Skill_P006_002,,UI50_Skill_Ring_3,1,,,,1.3,,,P06_skill_1,1200,30,400,,,1,1,30,1,,,,,FX_P001_skill_2_warning_0-FX_P006_skill_1_warning,30,,,,,
6007,T_SKILL_SKILL_NAME_6007,T_SKILL_SKILL_TIP_6007,T_SKILL_SPRateOnUI_101,Icon_Skill_P006_003,,UI50_Skill_Ring_1,1,,,,0.4,P06_skill_2_start,P06_skill_2_loop,P06_skill_2_end,1200,30,1200,4,,1,1,15,,,,,,FX_P006_skill_2_warning_0-FX_P006_skill_2_warning,15,,,,,
7001,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P007_001,,UI50_Skill_Ring_1,1,,1,,0.6,,,P07_attack_1,1200,90,160,,,1,1,30,1,,,,,FX_P007_atk_warning_0-FX_P007_atk_1_warning,,,,,,
7002,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P007_001,,UI50_Skill_Ring_1,1,,2,,0.6,,,P07_attack_1,1200,,160,,,1,1,30,1,,,,,FX_P007_atk_warning_0-FX_P007_atk_1_warning,,,,,,
7003,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P007_001,,UI50_Skill_Ring_1,1,,3,,0.6,,,P07_attack_1,1200,,160,,,1,1,30,1,,,,,FX_P007_atk_warning_0-FX_P007_atk_1_warning,,,,,,
7004,T_SKILL_SKILL_NAME_7004,T_SKILL_SKILL_TIP_7004,T_SKILL_SPRateOnUI_101,Icon_Skill_P007_002,,UI50_Skill_Ring_3,1,,,,0.85,,,P07_skill_1,1200,30,400,,,1,1,30,,,,,,FX_P007_skill_1_warning_0-FX_P007_skill_1_warning,,,,,,
7005,T_SKILL_SKILL_NAME_7005,T_SKILL_SKILL_TIP_7005,T_SKILL_SPRateOnUI_4004,Icon_Skill_P007_003,,UI50_Skill_Ring_1,1,,,,1.1,,,P07_skill_2,1200,30,1200,,,,,,,,,,,FX_P001_skill_2_warning_0-FX_P007_skill_2_warning,30,,7101,,,
7006,T_SKILL_SKILL_NAME_7006,T_SKILL_SKILL_TIP_7004,T_SKILL_SPRateOnUI_101,Icon_Skill_P007_002,,UI50_Skill_Ring_3,1,,,,0.85,,,P07_skill_1,1200,30,400,,,1,1,30,1,,,,,FX_P007_skill_1_warning_0-FX_P007_skill_1_warning,,,,,,
7007,T_SKILL_SKILL_NAME_7007,T_SKILL_SKILL_TIP_7005,T_SKILL_SPRateOnUI_4004,Icon_Skill_P007_003,,UI50_Skill_Ring_1,1,,,,1.1,,,P07_skill_2,1200,30,1200,,,,,,,,,,,FX_P001_skill_2_warning_0-FX_P007_skill_2_warning,30,,7102,,,
8001,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P008_001,,UI50_Skill_Ring_1,1,,1,,0.7,,,P08_attack_1,1200,90,160,,,1,1,15,1,,,,,FX_P08_atk_warning_0-FX_P08_atk_1_warning,,,,,,
8002,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P008_001,,UI50_Skill_Ring_1,1,,2,,0.7,,,P08_attack_1,1200,,160,,,1,1,15,1,,,,,FX_P08_atk_warning_0-FX_P08_atk_1_warning,,,,,,
8003,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P008_001,,UI50_Skill_Ring_1,1,,3,,0.7,,,P08_attack_1,1200,,160,0.5,,1,1,15,1,,,,,FX_P08_atk_warning_0-FX_P08_atk_1_warning,,,,,,
8004,T_SKILL_SKILL_NAME_8004,T_SKILL_SKILL_TIP_8004,T_SKILL_SPRateOnUI_101,Icon_Skill_P008_002,,UI50_Skill_Ring_1,1,,,,0.68,P08_skill_1_start,P08_skill_1_loop,P08_skill_1_end,1200,30,1200,0.5,,1,1,40,,,,,,FX_P008_skill_1_warning_0-FX_P008_skill_1_warning,,,,,,
8005,T_SKILL_SKILL_NAME_8005,T_SKILL_SKILL_TIP_8005,T_SKILL_SPRateOnUI_101,Icon_Skill_P008_003,,UI50_Skill_Ring_2,1,,,,0.68,,,P08_skill_2,1200,30,600,,,,,,,,,,,FX_P008_skill_2_warning_0-FX_P008_skill_2_warning,10,,,,,
8006,T_SKILL_SKILL_NAME_8006,T_SKILL_SKILL_TIP_8006,T_SKILL_SPRateOnUI_101,Icon_Skill_P008_002,,UI50_Skill_Ring_1,1,,,,0.68,P08_skill_1_start,P08_skill_1_loop,P08_skill_1_end,1200,30,1200,0.5,,1,1,40,,,,,,FX_P008_skill_1_warning_0-FX_P008_skill_1_warning,,,,,,
8007,T_SKILL_SKILL_NAME_8007,T_SKILL_SKILL_TIP_8005,T_SKILL_SPRateOnUI_101,Icon_Skill_P008_003,,UI50_Skill_Ring_2,1,,,,0.68,,,P08_skill_2,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_2_warning_0-FX_P008_skill_2_warning,30,,,,,
9001,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P009_001,,UI50_Skill_Ring_1,1,,1,,0.6,,,P09_attack_1,1200,90,160,,,1,1,30,1,,,,,FX_P004_atk_warning_0-FX_P04_atk_1_warning,,,,,,
9002,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P009_001,,UI50_Skill_Ring_1,1,,2,,0.6,,,P09_attack_1,1200,,160,,,1,1,30,1,,,,,FX_P004_atk_warning_0-FX_P04_atk_1_warning,,,,,,
9003,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P009_001,,UI50_Skill_Ring_1,1,,3,,0.6,,,P09_attack_1,1200,,160,,,1,1,30,1,,,,,FX_P004_atk_warning_0-FX_P04_atk_1_warning,,,,,,
9004,T_SKILL_SKILL_NAME_9004,T_SKILL_SKILL_TIP_9004,T_SKILL_SPRateOnUI_101,Icon_Skill_P009_002,,UI50_Skill_Ring_3,1,,,,0.85,,,P09_skill_1,1200,30,400,,,1,1,15,1,,,,,FX_P09_skill_1_warning_0-FX_P09_skill_1_warning,,,,,,
9005,T_SKILL_SKILL_NAME_9005,T_SKILL_SKILL_TIP_9005,T_SKILL_SPRateOnUI_114,Icon_Skill_P009_003,,UI50_Skill_Ring_2,1,,,,1,,,P09_skill_2,1200,30,600,,,1,1,25,,,,,,FX_P09_skill_2_warning_0-FX_P09_skill_2_warning,,,,,,
9006,T_SKILL_SKILL_NAME_9006,T_SKILL_SKILL_TIP_9006,T_SKILL_SPRateOnUI_101,Icon_Skill_P009_002,,UI50_Skill_Ring_3,1,,,,0.85,,,P09_skill_1,1200,30,400,,,1,1,15,1,,,,,FX_P09_skill_1_warning_0-FX_P09_skill_1_warning,,,,,,
9007,T_SKILL_SKILL_NAME_9007,T_SKILL_SKILL_TIP_9005,T_SKILL_SPRateOnUI_114,Icon_Skill_P009_003,,UI50_Skill_Ring_2,1,,,,1,,,P09_skill_2,1200,40,600,,,1,1,25,,,,,,FX_P09_skill_2_warning_0-FX_P09_skill_2_warning,,,,,,
10001,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P010_001,,UI50_Skill_Ring_1,1,,1,,0.6,,,P10_attack_1,1200,90,160,,,1,1,40,1,,,,,FX_P001_atk_warning-FX_P001_atk_1_warning,,,,,,
10002,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P010_001,,UI50_Skill_Ring_1,1,,2,,0.6,,,P10_attack_1,1200,,160,,,1,1,40,1,,,,,FX_P001_atk_warning-FX_P001_atk_1_warning,,,,,,
10003,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P010_001,,UI50_Skill_Ring_1,1,,3,,0.6,,,P10_attack_1,1200,,160,,,1,1,40,1,,,,,FX_P001_atk_warning-FX_P001_atk_1_warning,,,,,,
10004,T_SKILL_SKILL_NAME_10004,T_SKILL_SKILL_TIP_10004,T_SKILL_SPRateOnUI_102,Icon_Skill_P010_002,,UI50_Skill_Ring_2,1,,,,1,,,P10_skill_1,1200,30,600,,,1,1,30,1,,,,,FX_P011_skill_1_warning_0-FX_P10_skill_1_warning,30,,,,,
10005,T_SKILL_SKILL_NAME_10005,T_SKILL_SKILL_TIP_10005,T_SKILL_SPRateOnUI_101,Icon_Skill_P010_003,,UI50_Skill_Ring_1,1,,,,1.6,,,P10_skill_2,1200,30,1200,,,1,1,30,,,,,,FX_P011_skill_1_warning_0-FX_P001_skill_2_warning,30,,,,,
10006,T_SKILL_SKILL_NAME_10006,T_SKILL_SKILL_TIP_10006,T_SKILL_SPRateOnUI_102,Icon_Skill_P010_002,,UI50_Skill_Ring_2,1,,,,1,,,P10_skill_1,1200,30,600,,,1,1,30,1,,,,,FX_P011_skill_1_warning_0-FX_P10_skill_1_warning,30,,,,,
10007,T_SKILL_SKILL_NAME_10007,T_SKILL_SKILL_TIP_10005,T_SKILL_SPRateOnUI_101,Icon_Skill_P010_003,,UI50_Skill_Ring_1,1,,,,1.6,,,P10_skill_2,1200,45,1200,,,1,1,30,,,,,,FX_P011_skill_1_warning_0-FX_P001_skill_2_warning,30,,,,,
11001,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P011_001,,UI50_Skill_Ring_1,1,,1,,0.8,,,P11_attack_1,1200,75,100,,,1,1,30,1,,,,,FX_P002_atk_warning_0-FX_P002_atk_1_warning,,,,,,
11002,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P011_001,,UI50_Skill_Ring_1,1,,2,,0.8,,,P11_attack_1,1200,,100,,,1,1,30,1,,,,,FX_P002_atk_warning_0-FX_P002_atk_1_warning,,,,,,
11003,,,T_SKILL_SPRateOnUI_114,Icon_Skill_P011_001,,UI50_Skill_Ring_1,1,,3,,0.8,,,P11_attack_1,1200,,100,,,1,1,30,1,,,,,FX_P002_atk_warning_0-FX_P002_atk_1_warning,,,,,,
11004,T_SKILL_SKILL_NAME_11004,T_SKILL_SKILL_TIP_11004,T_SKILL_SPRateOnUI_108,Icon_Skill_P011_002,,UI50_Skill_Ring_2,1,,,,1,,,P11_skill_1,1200,30,600,,,1,2,30,1,TRUE,,,,FX_P011_skill_1_warning_0-FX_P11_skill_1_warning,30,,,,,
11005,T_SKILL_SKILL_NAME_11005,T_SKILL_SKILL_TIP_11005,T_SKILL_SPRateOnUI_110,Icon_Skill_P011_003,,UI50_Skill_Ring_3,1,,,,1.3,,,P11_skill_2,1200,30,400,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P11_skill_2_warning,,,,,,
