Type,PlayerID,AttributeID,Part,Color,TotalLevel
1,4,1010225,3-6-7-8-11,0-1-2-3-4,249
1,4,1010226,3-6-7-8-11,0-1-2-3-4,251
1,4,1010227,3-6-7-8-11,0-1-2-3-4,253
1,4,1010228,3-6-7-8-11,0-1-2-3-4,255
1,4,1010229,3-6-7-8-11,0-1-2-3-4,257
1,4,1010230,3-6-7-8-11,0-1-2-3-4,259
1,4,1010231,3-6-7-8-11,0-1-2-3-4,261
1,4,1010232,3-6-7-8-11,0-1-2-3-4,263
1,4,1010233,3-6-7-8-11,0-1-2-3-4,265
1,4,1010234,3-6-7-8-11,0-1-2-3-4,267
1,4,1010235,3-6-7-8-11,0-1-2-3-4,269
1,4,1010236,3-6-7-8-11,0-1-2-3-4,271
1,4,1010237,3-6-7-8-11,0-1-2-3-4,273
1,4,1010238,3-6-7-8-11,0-1-2-3-4,275
1,4,1010239,3-6-7-8-11,0-1-2-3-4,277
1,4,1010240,3-6-7-8-11,0-1-2-3-4,279
1,5,1020001,3-6-7-8-11,0-1-2-3-4,1
1,5,1020002,3-6-7-8-11,0-1-2-3-4,2
1,5,1020003,3-6-7-8-11,0-1-2-3-4,3
1,5,1020004,3-6-7-8-11,0-1-2-3-4,4
1,5,1020005,3-6-7-8-11,0-1-2-3-4,5
1,5,1020006,3-6-7-8-11,0-1-2-3-4,6
1,5,1020007,3-6-7-8-11,0-1-2-3-4,7
1,5,1020008,3-6-7-8-11,0-1-2-3-4,8
1,5,1020009,3-6-7-8-11,0-1-2-3-4,9
1,5,1020010,3-6-7-8-11,0-1-2-3-4,10
1,5,1020011,3-6-7-8-11,0-1-2-3-4,11
1,5,1020012,3-6-7-8-11,0-1-2-3-4,12
1,5,1020013,3-6-7-8-11,0-1-2-3-4,13
1,5,1020014,3-6-7-8-11,0-1-2-3-4,14
1,5,1020015,3-6-7-8-11,0-1-2-3-4,15
1,5,1020016,3-6-7-8-11,0-1-2-3-4,16
1,5,1020017,3-6-7-8-11,0-1-2-3-4,17
1,5,1020018,3-6-7-8-11,0-1-2-3-4,18
1,5,1020019,3-6-7-8-11,0-1-2-3-4,19
1,5,1020020,3-6-7-8-11,0-1-2-3-4,20
1,5,1020021,3-6-7-8-11,0-1-2-3-4,21
1,5,1020022,3-6-7-8-11,0-1-2-3-4,22
1,5,1020023,3-6-7-8-11,0-1-2-3-4,23
1,5,1020024,3-6-7-8-11,0-1-2-3-4,24
1,5,1020025,3-6-7-8-11,0-1-2-3-4,25
1,5,1020026,3-6-7-8-11,0-1-2-3-4,26
1,5,1020027,3-6-7-8-11,0-1-2-3-4,27
1,5,1020028,3-6-7-8-11,0-1-2-3-4,28
1,5,1020029,3-6-7-8-11,0-1-2-3-4,29
1,5,1020030,3-6-7-8-11,0-1-2-3-4,30
1,5,1020031,3-6-7-8-11,0-1-2-3-4,31
1,5,1020032,3-6-7-8-11,0-1-2-3-4,32
1,5,1020033,3-6-7-8-11,0-1-2-3-4,33
1,5,1020034,3-6-7-8-11,0-1-2-3-4,34
1,5,1020035,3-6-7-8-11,0-1-2-3-4,35
1,5,1020036,3-6-7-8-11,0-1-2-3-4,36
1,5,1020037,3-6-7-8-11,0-1-2-3-4,37
1,5,1020038,3-6-7-8-11,0-1-2-3-4,38
1,5,1020039,3-6-7-8-11,0-1-2-3-4,39
1,5,1020040,3-6-7-8-11,0-1-2-3-4,40
1,5,1020041,3-6-7-8-11,0-1-2-3-4,41
1,5,1020042,3-6-7-8-11,0-1-2-3-4,42
1,5,1020043,3-6-7-8-11,0-1-2-3-4,43
1,5,1020044,3-6-7-8-11,0-1-2-3-4,44
1,5,1020045,3-6-7-8-11,0-1-2-3-4,45
1,5,1020046,3-6-7-8-11,0-1-2-3-4,46
1,5,1020047,3-6-7-8-11,0-1-2-3-4,47
1,5,1020048,3-6-7-8-11,0-1-2-3-4,48
1,5,1020049,3-6-7-8-11,0-1-2-3-4,49
1,5,1020050,3-6-7-8-11,0-1-2-3-4,50
1,5,1020051,3-6-7-8-11,0-1-2-3-4,51
1,5,1020052,3-6-7-8-11,0-1-2-3-4,52
1,5,1020053,3-6-7-8-11,0-1-2-3-4,53
1,5,1020054,3-6-7-8-11,0-1-2-3-4,54
1,5,1020055,3-6-7-8-11,0-1-2-3-4,55
1,5,1020056,3-6-7-8-11,0-1-2-3-4,56
1,5,1020057,3-6-7-8-11,0-1-2-3-4,57
1,5,1020058,3-6-7-8-11,0-1-2-3-4,58
1,5,1020059,3-6-7-8-11,0-1-2-3-4,59
1,5,1020060,3-6-7-8-11,0-1-2-3-4,60
1,5,1020061,3-6-7-8-11,0-1-2-3-4,61
1,5,1020062,3-6-7-8-11,0-1-2-3-4,62
1,5,1020063,3-6-7-8-11,0-1-2-3-4,63
1,5,1020064,3-6-7-8-11,0-1-2-3-4,64
1,5,1020065,3-6-7-8-11,0-1-2-3-4,65
1,5,1020066,3-6-7-8-11,0-1-2-3-4,66
1,5,1020067,3-6-7-8-11,0-1-2-3-4,67
1,5,1020068,3-6-7-8-11,0-1-2-3-4,68
1,5,1020069,3-6-7-8-11,0-1-2-3-4,69
1,5,1020070,3-6-7-8-11,0-1-2-3-4,70
1,5,1020071,3-6-7-8-11,0-1-2-3-4,71
1,5,1020072,3-6-7-8-11,0-1-2-3-4,72
1,5,1020073,3-6-7-8-11,0-1-2-3-4,73
1,5,1020074,3-6-7-8-11,0-1-2-3-4,74
1,5,1020075,3-6-7-8-11,0-1-2-3-4,75
1,5,1020076,3-6-7-8-11,0-1-2-3-4,76
1,5,1020077,3-6-7-8-11,0-1-2-3-4,77
1,5,1020078,3-6-7-8-11,0-1-2-3-4,78
1,5,1020079,3-6-7-8-11,0-1-2-3-4,79
1,5,1020080,3-6-7-8-11,0-1-2-3-4,80
1,5,1020081,3-6-7-8-11,0-1-2-3-4,81
1,5,1020082,3-6-7-8-11,0-1-2-3-4,82
1,5,1020083,3-6-7-8-11,0-1-2-3-4,83
1,5,1020084,3-6-7-8-11,0-1-2-3-4,84
1,5,1020085,3-6-7-8-11,0-1-2-3-4,85
1,5,1020086,3-6-7-8-11,0-1-2-3-4,86
1,5,1020087,3-6-7-8-11,0-1-2-3-4,87
1,5,1020088,3-6-7-8-11,0-1-2-3-4,88
1,5,1020089,3-6-7-8-11,0-1-2-3-4,89
1,5,1020090,3-6-7-8-11,0-1-2-3-4,90
1,5,1020091,3-6-7-8-11,0-1-2-3-4,91
1,5,1020092,3-6-7-8-11,0-1-2-3-4,92
1,5,1020093,3-6-7-8-11,0-1-2-3-4,93
1,5,1020094,3-6-7-8-11,0-1-2-3-4,94
1,5,1020095,3-6-7-8-11,0-1-2-3-4,95
1,5,1020096,3-6-7-8-11,0-1-2-3-4,96
1,5,1020097,3-6-7-8-11,0-1-2-3-4,97
1,5,1020098,3-6-7-8-11,0-1-2-3-4,98
1,5,1020099,3-6-7-8-11,0-1-2-3-4,99
1,5,1020100,3-6-7-8-11,0-1-2-3-4,100
1,5,1020101,3-6-7-8-11,0-1-2-3-4,101
1,5,1020102,3-6-7-8-11,0-1-2-3-4,102
1,5,1020103,3-6-7-8-11,0-1-2-3-4,103
1,5,1020104,3-6-7-8-11,0-1-2-3-4,104
1,5,1020105,3-6-7-8-11,0-1-2-3-4,105
1,5,1020106,3-6-7-8-11,0-1-2-3-4,106
1,5,1020107,3-6-7-8-11,0-1-2-3-4,107
1,5,1020108,3-6-7-8-11,0-1-2-3-4,108
1,5,1020109,3-6-7-8-11,0-1-2-3-4,109
1,5,1020110,3-6-7-8-11,0-1-2-3-4,110
1,5,1020111,3-6-7-8-11,0-1-2-3-4,111
1,5,1020112,3-6-7-8-11,0-1-2-3-4,112
1,5,1020113,3-6-7-8-11,0-1-2-3-4,113
1,5,1020114,3-6-7-8-11,0-1-2-3-4,114
1,5,1020115,3-6-7-8-11,0-1-2-3-4,115
1,5,1020116,3-6-7-8-11,0-1-2-3-4,116
1,5,1020117,3-6-7-8-11,0-1-2-3-4,117
1,5,1020118,3-6-7-8-11,0-1-2-3-4,118
1,5,1020119,3-6-7-8-11,0-1-2-3-4,119
1,5,1020120,3-6-7-8-11,0-1-2-3-4,120
1,5,1020121,3-6-7-8-11,0-1-2-3-4,121
1,5,1020122,3-6-7-8-11,0-1-2-3-4,122
1,5,1020123,3-6-7-8-11,0-1-2-3-4,123
1,5,1020124,3-6-7-8-11,0-1-2-3-4,124
1,5,1020125,3-6-7-8-11,0-1-2-3-4,125
1,5,1020126,3-6-7-8-11,0-1-2-3-4,126
1,5,1020127,3-6-7-8-11,0-1-2-3-4,127
1,5,1020128,3-6-7-8-11,0-1-2-3-4,128
1,5,1020129,3-6-7-8-11,0-1-2-3-4,129
1,5,1020130,3-6-7-8-11,0-1-2-3-4,130
1,5,1020131,3-6-7-8-11,0-1-2-3-4,131
1,5,1020132,3-6-7-8-11,0-1-2-3-4,132
1,5,1020133,3-6-7-8-11,0-1-2-3-4,133
1,5,1020134,3-6-7-8-11,0-1-2-3-4,134
1,5,1020135,3-6-7-8-11,0-1-2-3-4,135
1,5,1020136,3-6-7-8-11,0-1-2-3-4,136
1,5,1020137,3-6-7-8-11,0-1-2-3-4,137
1,5,1020138,3-6-7-8-11,0-1-2-3-4,138
1,5,1020139,3-6-7-8-11,0-1-2-3-4,139
1,5,1020140,3-6-7-8-11,0-1-2-3-4,140
1,5,1020141,3-6-7-8-11,0-1-2-3-4,141
1,5,1020142,3-6-7-8-11,0-1-2-3-4,142
1,5,1020143,3-6-7-8-11,0-1-2-3-4,143
1,5,1020144,3-6-7-8-11,0-1-2-3-4,144
1,5,1020145,3-6-7-8-11,0-1-2-3-4,145
1,5,1020146,3-6-7-8-11,0-1-2-3-4,146
1,5,1020147,3-6-7-8-11,0-1-2-3-4,147
1,5,1020148,3-6-7-8-11,0-1-2-3-4,148
1,5,1020149,3-6-7-8-11,0-1-2-3-4,149
1,5,1020150,3-6-7-8-11,0-1-2-3-4,150
1,5,1020151,3-6-7-8-11,0-1-2-3-4,151
1,5,1020152,3-6-7-8-11,0-1-2-3-4,152
1,5,1020153,3-6-7-8-11,0-1-2-3-4,153
1,5,1020154,3-6-7-8-11,0-1-2-3-4,154
1,5,1020155,3-6-7-8-11,0-1-2-3-4,155
1,5,1020156,3-6-7-8-11,0-1-2-3-4,156
1,5,1020157,3-6-7-8-11,0-1-2-3-4,157
1,5,1020158,3-6-7-8-11,0-1-2-3-4,158
1,5,1020159,3-6-7-8-11,0-1-2-3-4,159
1,5,1020160,3-6-7-8-11,0-1-2-3-4,160
1,5,1020161,3-6-7-8-11,0-1-2-3-4,161
1,5,1020162,3-6-7-8-11,0-1-2-3-4,162
1,5,1020163,3-6-7-8-11,0-1-2-3-4,163
1,5,1020164,3-6-7-8-11,0-1-2-3-4,164
1,5,1020165,3-6-7-8-11,0-1-2-3-4,165
1,5,1020166,3-6-7-8-11,0-1-2-3-4,166
1,5,1020167,3-6-7-8-11,0-1-2-3-4,167
1,5,1020168,3-6-7-8-11,0-1-2-3-4,168
1,5,1020169,3-6-7-8-11,0-1-2-3-4,169
1,5,1020170,3-6-7-8-11,0-1-2-3-4,170
1,5,1020171,3-6-7-8-11,0-1-2-3-4,171
1,5,1020172,3-6-7-8-11,0-1-2-3-4,172
1,5,1020173,3-6-7-8-11,0-1-2-3-4,173
1,5,1020174,3-6-7-8-11,0-1-2-3-4,174
1,5,1020175,3-6-7-8-11,0-1-2-3-4,175
1,5,1020176,3-6-7-8-11,0-1-2-3-4,176
1,5,1020177,3-6-7-8-11,0-1-2-3-4,177
1,5,1020178,3-6-7-8-11,0-1-2-3-4,178
1,5,1020179,3-6-7-8-11,0-1-2-3-4,179
1,5,1020180,3-6-7-8-11,0-1-2-3-4,180
1,5,1020181,3-6-7-8-11,0-1-2-3-4,181
1,5,1020182,3-6-7-8-11,0-1-2-3-4,182
1,5,1020183,3-6-7-8-11,0-1-2-3-4,183
1,5,1020184,3-6-7-8-11,0-1-2-3-4,184
1,5,1020185,3-6-7-8-11,0-1-2-3-4,185
1,5,1020186,3-6-7-8-11,0-1-2-3-4,186
1,5,1020187,3-6-7-8-11,0-1-2-3-4,187
1,5,1020188,3-6-7-8-11,0-1-2-3-4,188
1,5,1020189,3-6-7-8-11,0-1-2-3-4,189
1,5,1020190,3-6-7-8-11,0-1-2-3-4,190
1,5,1020191,3-6-7-8-11,0-1-2-3-4,191
1,5,1020192,3-6-7-8-11,0-1-2-3-4,192
1,5,1020193,3-6-7-8-11,0-1-2-3-4,193
1,5,1020194,3-6-7-8-11,0-1-2-3-4,194
1,5,1020195,3-6-7-8-11,0-1-2-3-4,195
1,5,1020196,3-6-7-8-11,0-1-2-3-4,196
1,5,1020197,3-6-7-8-11,0-1-2-3-4,197
1,5,1020198,3-6-7-8-11,0-1-2-3-4,198
1,5,1020199,3-6-7-8-11,0-1-2-3-4,199
1,5,1020200,3-6-7-8-11,0-1-2-3-4,200
1,5,1020201,3-6-7-8-11,0-1-2-3-4,201
1,5,1020202,3-6-7-8-11,0-1-2-3-4,203
1,5,1020203,3-6-7-8-11,0-1-2-3-4,205
1,5,1020204,3-6-7-8-11,0-1-2-3-4,207
1,5,1020205,3-6-7-8-11,0-1-2-3-4,209
1,5,1020206,3-6-7-8-11,0-1-2-3-4,211
1,5,1020207,3-6-7-8-11,0-1-2-3-4,213
1,5,1020208,3-6-7-8-11,0-1-2-3-4,215
1,5,1020209,3-6-7-8-11,0-1-2-3-4,217
1,5,1020210,3-6-7-8-11,0-1-2-3-4,219
1,5,1020211,3-6-7-8-11,0-1-2-3-4,221
1,5,1020212,3-6-7-8-11,0-1-2-3-4,223
1,5,1020213,3-6-7-8-11,0-1-2-3-4,225
1,5,1020214,3-6-7-8-11,0-1-2-3-4,227
1,5,1020215,3-6-7-8-11,0-1-2-3-4,229
1,5,1020216,3-6-7-8-11,0-1-2-3-4,231
1,5,1020217,3-6-7-8-11,0-1-2-3-4,233
1,5,1020218,3-6-7-8-11,0-1-2-3-4,235
1,5,1020219,3-6-7-8-11,0-1-2-3-4,237
1,5,1020220,3-6-7-8-11,0-1-2-3-4,239
1,5,1020221,3-6-7-8-11,0-1-2-3-4,241
1,5,1020222,3-6-7-8-11,0-1-2-3-4,243
1,5,1020223,3-6-7-8-11,0-1-2-3-4,245
1,5,1020224,3-6-7-8-11,0-1-2-3-4,247
1,5,1020225,3-6-7-8-11,0-1-2-3-4,249
1,5,1020226,3-6-7-8-11,0-1-2-3-4,251
1,5,1020227,3-6-7-8-11,0-1-2-3-4,253
1,5,1020228,3-6-7-8-11,0-1-2-3-4,255
1,5,1020229,3-6-7-8-11,0-1-2-3-4,257
1,5,1020230,3-6-7-8-11,0-1-2-3-4,259
1,5,1020231,3-6-7-8-11,0-1-2-3-4,261
1,5,1020232,3-6-7-8-11,0-1-2-3-4,263
1,5,1020233,3-6-7-8-11,0-1-2-3-4,265
1,5,1020234,3-6-7-8-11,0-1-2-3-4,267
1,5,1020235,3-6-7-8-11,0-1-2-3-4,269
1,5,1020236,3-6-7-8-11,0-1-2-3-4,271
1,5,1020237,3-6-7-8-11,0-1-2-3-4,273
1,5,1020238,3-6-7-8-11,0-1-2-3-4,275
1,5,1020239,3-6-7-8-11,0-1-2-3-4,277
1,5,1020240,3-6-7-8-11,0-1-2-3-4,279
1,6,1030001,3-6-7-8-11,0-1-2-3-4,1
1,6,1030002,3-6-7-8-11,0-1-2-3-4,2
1,6,1030003,3-6-7-8-11,0-1-2-3-4,3
1,6,1030004,3-6-7-8-11,0-1-2-3-4,4
1,6,1030005,3-6-7-8-11,0-1-2-3-4,5
1,6,1030006,3-6-7-8-11,0-1-2-3-4,6
1,6,1030007,3-6-7-8-11,0-1-2-3-4,7
1,6,1030008,3-6-7-8-11,0-1-2-3-4,8
1,6,1030009,3-6-7-8-11,0-1-2-3-4,9
1,6,1030010,3-6-7-8-11,0-1-2-3-4,10
1,6,1030011,3-6-7-8-11,0-1-2-3-4,11
1,6,1030012,3-6-7-8-11,0-1-2-3-4,12
1,6,1030013,3-6-7-8-11,0-1-2-3-4,13
1,6,1030014,3-6-7-8-11,0-1-2-3-4,14
1,6,1030015,3-6-7-8-11,0-1-2-3-4,15
1,6,1030016,3-6-7-8-11,0-1-2-3-4,16
1,6,1030017,3-6-7-8-11,0-1-2-3-4,17
1,6,1030018,3-6-7-8-11,0-1-2-3-4,18
1,6,1030019,3-6-7-8-11,0-1-2-3-4,19
1,6,1030020,3-6-7-8-11,0-1-2-3-4,20
1,6,1030021,3-6-7-8-11,0-1-2-3-4,21
1,6,1030022,3-6-7-8-11,0-1-2-3-4,22
1,6,1030023,3-6-7-8-11,0-1-2-3-4,23
1,6,1030024,3-6-7-8-11,0-1-2-3-4,24
1,6,1030025,3-6-7-8-11,0-1-2-3-4,25
1,6,1030026,3-6-7-8-11,0-1-2-3-4,26
1,6,1030027,3-6-7-8-11,0-1-2-3-4,27
1,6,1030028,3-6-7-8-11,0-1-2-3-4,28
1,6,1030029,3-6-7-8-11,0-1-2-3-4,29
1,6,1030030,3-6-7-8-11,0-1-2-3-4,30
1,6,1030031,3-6-7-8-11,0-1-2-3-4,31
1,6,1030032,3-6-7-8-11,0-1-2-3-4,32
1,6,1030033,3-6-7-8-11,0-1-2-3-4,33
1,6,1030034,3-6-7-8-11,0-1-2-3-4,34
1,6,1030035,3-6-7-8-11,0-1-2-3-4,35
1,6,1030036,3-6-7-8-11,0-1-2-3-4,36
1,6,1030037,3-6-7-8-11,0-1-2-3-4,37
1,6,1030038,3-6-7-8-11,0-1-2-3-4,38
1,6,1030039,3-6-7-8-11,0-1-2-3-4,39
1,6,1030040,3-6-7-8-11,0-1-2-3-4,40
1,6,1030041,3-6-7-8-11,0-1-2-3-4,41
1,6,1030042,3-6-7-8-11,0-1-2-3-4,42
1,6,1030043,3-6-7-8-11,0-1-2-3-4,43
1,6,1030044,3-6-7-8-11,0-1-2-3-4,44
1,6,1030045,3-6-7-8-11,0-1-2-3-4,45
1,6,1030046,3-6-7-8-11,0-1-2-3-4,46
1,6,1030047,3-6-7-8-11,0-1-2-3-4,47
1,6,1030048,3-6-7-8-11,0-1-2-3-4,48
1,6,1030049,3-6-7-8-11,0-1-2-3-4,49
1,6,1030050,3-6-7-8-11,0-1-2-3-4,50
1,6,1030051,3-6-7-8-11,0-1-2-3-4,51
1,6,1030052,3-6-7-8-11,0-1-2-3-4,52
1,6,1030053,3-6-7-8-11,0-1-2-3-4,53
1,6,1030054,3-6-7-8-11,0-1-2-3-4,54
1,6,1030055,3-6-7-8-11,0-1-2-3-4,55
1,6,1030056,3-6-7-8-11,0-1-2-3-4,56
1,6,1030057,3-6-7-8-11,0-1-2-3-4,57
1,6,1030058,3-6-7-8-11,0-1-2-3-4,58
1,6,1030059,3-6-7-8-11,0-1-2-3-4,59
1,6,1030060,3-6-7-8-11,0-1-2-3-4,60
1,6,1030061,3-6-7-8-11,0-1-2-3-4,61
1,6,1030062,3-6-7-8-11,0-1-2-3-4,62
1,6,1030063,3-6-7-8-11,0-1-2-3-4,63
1,6,1030064,3-6-7-8-11,0-1-2-3-4,64
1,6,1030065,3-6-7-8-11,0-1-2-3-4,65
1,6,1030066,3-6-7-8-11,0-1-2-3-4,66
1,6,1030067,3-6-7-8-11,0-1-2-3-4,67
1,6,1030068,3-6-7-8-11,0-1-2-3-4,68
1,6,1030069,3-6-7-8-11,0-1-2-3-4,69
1,6,1030070,3-6-7-8-11,0-1-2-3-4,70
1,6,1030071,3-6-7-8-11,0-1-2-3-4,71
1,6,1030072,3-6-7-8-11,0-1-2-3-4,72
1,6,1030073,3-6-7-8-11,0-1-2-3-4,73
1,6,1030074,3-6-7-8-11,0-1-2-3-4,74
1,6,1030075,3-6-7-8-11,0-1-2-3-4,75
1,6,1030076,3-6-7-8-11,0-1-2-3-4,76
1,6,1030077,3-6-7-8-11,0-1-2-3-4,77
1,6,1030078,3-6-7-8-11,0-1-2-3-4,78
1,6,1030079,3-6-7-8-11,0-1-2-3-4,79
1,6,1030080,3-6-7-8-11,0-1-2-3-4,80
1,6,1030081,3-6-7-8-11,0-1-2-3-4,81
1,6,1030082,3-6-7-8-11,0-1-2-3-4,82
1,6,1030083,3-6-7-8-11,0-1-2-3-4,83
1,6,1030084,3-6-7-8-11,0-1-2-3-4,84
1,6,1030085,3-6-7-8-11,0-1-2-3-4,85
1,6,1030086,3-6-7-8-11,0-1-2-3-4,86
1,6,1030087,3-6-7-8-11,0-1-2-3-4,87
1,6,1030088,3-6-7-8-11,0-1-2-3-4,88
1,6,1030089,3-6-7-8-11,0-1-2-3-4,89
1,6,1030090,3-6-7-8-11,0-1-2-3-4,90
1,6,1030091,3-6-7-8-11,0-1-2-3-4,91
1,6,1030092,3-6-7-8-11,0-1-2-3-4,92
1,6,1030093,3-6-7-8-11,0-1-2-3-4,93
1,6,1030094,3-6-7-8-11,0-1-2-3-4,94
1,6,1030095,3-6-7-8-11,0-1-2-3-4,95
1,6,1030096,3-6-7-8-11,0-1-2-3-4,96
1,6,1030097,3-6-7-8-11,0-1-2-3-4,97
1,6,1030098,3-6-7-8-11,0-1-2-3-4,98
1,6,1030099,3-6-7-8-11,0-1-2-3-4,99
1,6,1030100,3-6-7-8-11,0-1-2-3-4,100
1,6,1030101,3-6-7-8-11,0-1-2-3-4,101
1,6,1030102,3-6-7-8-11,0-1-2-3-4,102
1,6,1030103,3-6-7-8-11,0-1-2-3-4,103
1,6,1030104,3-6-7-8-11,0-1-2-3-4,104
1,6,1030105,3-6-7-8-11,0-1-2-3-4,105
1,6,1030106,3-6-7-8-11,0-1-2-3-4,106
1,6,1030107,3-6-7-8-11,0-1-2-3-4,107
1,6,1030108,3-6-7-8-11,0-1-2-3-4,108
1,6,1030109,3-6-7-8-11,0-1-2-3-4,109
1,6,1030110,3-6-7-8-11,0-1-2-3-4,110
1,6,1030111,3-6-7-8-11,0-1-2-3-4,111
1,6,1030112,3-6-7-8-11,0-1-2-3-4,112
1,6,1030113,3-6-7-8-11,0-1-2-3-4,113
1,6,1030114,3-6-7-8-11,0-1-2-3-4,114
1,6,1030115,3-6-7-8-11,0-1-2-3-4,115
1,6,1030116,3-6-7-8-11,0-1-2-3-4,116
1,6,1030117,3-6-7-8-11,0-1-2-3-4,117
1,6,1030118,3-6-7-8-11,0-1-2-3-4,118
1,6,1030119,3-6-7-8-11,0-1-2-3-4,119
1,6,1030120,3-6-7-8-11,0-1-2-3-4,120
1,6,1030121,3-6-7-8-11,0-1-2-3-4,121
1,6,1030122,3-6-7-8-11,0-1-2-3-4,122
1,6,1030123,3-6-7-8-11,0-1-2-3-4,123
1,6,1030124,3-6-7-8-11,0-1-2-3-4,124
1,6,1030125,3-6-7-8-11,0-1-2-3-4,125
1,6,1030126,3-6-7-8-11,0-1-2-3-4,126
1,6,1030127,3-6-7-8-11,0-1-2-3-4,127
1,6,1030128,3-6-7-8-11,0-1-2-3-4,128
1,6,1030129,3-6-7-8-11,0-1-2-3-4,129
1,6,1030130,3-6-7-8-11,0-1-2-3-4,130
1,6,1030131,3-6-7-8-11,0-1-2-3-4,131
1,6,1030132,3-6-7-8-11,0-1-2-3-4,132
1,6,1030133,3-6-7-8-11,0-1-2-3-4,133
1,6,1030134,3-6-7-8-11,0-1-2-3-4,134
1,6,1030135,3-6-7-8-11,0-1-2-3-4,135
1,6,1030136,3-6-7-8-11,0-1-2-3-4,136
1,6,1030137,3-6-7-8-11,0-1-2-3-4,137
1,6,1030138,3-6-7-8-11,0-1-2-3-4,138
1,6,1030139,3-6-7-8-11,0-1-2-3-4,139
1,6,1030140,3-6-7-8-11,0-1-2-3-4,140
1,6,1030141,3-6-7-8-11,0-1-2-3-4,141
1,6,1030142,3-6-7-8-11,0-1-2-3-4,142
1,6,1030143,3-6-7-8-11,0-1-2-3-4,143
1,6,1030144,3-6-7-8-11,0-1-2-3-4,144
1,6,1030145,3-6-7-8-11,0-1-2-3-4,145
1,6,1030146,3-6-7-8-11,0-1-2-3-4,146
1,6,1030147,3-6-7-8-11,0-1-2-3-4,147
1,6,1030148,3-6-7-8-11,0-1-2-3-4,148
1,6,1030149,3-6-7-8-11,0-1-2-3-4,149
1,6,1030150,3-6-7-8-11,0-1-2-3-4,150
1,6,1030151,3-6-7-8-11,0-1-2-3-4,151
1,6,1030152,3-6-7-8-11,0-1-2-3-4,152
1,6,1030153,3-6-7-8-11,0-1-2-3-4,153
1,6,1030154,3-6-7-8-11,0-1-2-3-4,154
1,6,1030155,3-6-7-8-11,0-1-2-3-4,155
1,6,1030156,3-6-7-8-11,0-1-2-3-4,156
1,6,1030157,3-6-7-8-11,0-1-2-3-4,157
1,6,1030158,3-6-7-8-11,0-1-2-3-4,158
1,6,1030159,3-6-7-8-11,0-1-2-3-4,159
1,6,1030160,3-6-7-8-11,0-1-2-3-4,160
1,6,1030161,3-6-7-8-11,0-1-2-3-4,161
1,6,1030162,3-6-7-8-11,0-1-2-3-4,162
1,6,1030163,3-6-7-8-11,0-1-2-3-4,163
1,6,1030164,3-6-7-8-11,0-1-2-3-4,164
1,6,1030165,3-6-7-8-11,0-1-2-3-4,165
1,6,1030166,3-6-7-8-11,0-1-2-3-4,166
1,6,1030167,3-6-7-8-11,0-1-2-3-4,167
1,6,1030168,3-6-7-8-11,0-1-2-3-4,168
1,6,1030169,3-6-7-8-11,0-1-2-3-4,169
1,6,1030170,3-6-7-8-11,0-1-2-3-4,170
1,6,1030171,3-6-7-8-11,0-1-2-3-4,171
1,6,1030172,3-6-7-8-11,0-1-2-3-4,172
1,6,1030173,3-6-7-8-11,0-1-2-3-4,173
1,6,1030174,3-6-7-8-11,0-1-2-3-4,174
1,6,1030175,3-6-7-8-11,0-1-2-3-4,175
1,6,1030176,3-6-7-8-11,0-1-2-3-4,176
1,6,1030177,3-6-7-8-11,0-1-2-3-4,177
1,6,1030178,3-6-7-8-11,0-1-2-3-4,178
1,6,1030179,3-6-7-8-11,0-1-2-3-4,179
1,6,1030180,3-6-7-8-11,0-1-2-3-4,180
1,6,1030181,3-6-7-8-11,0-1-2-3-4,181
1,6,1030182,3-6-7-8-11,0-1-2-3-4,182
1,6,1030183,3-6-7-8-11,0-1-2-3-4,183
1,6,1030184,3-6-7-8-11,0-1-2-3-4,184
1,6,1030185,3-6-7-8-11,0-1-2-3-4,185
1,6,1030186,3-6-7-8-11,0-1-2-3-4,186
1,6,1030187,3-6-7-8-11,0-1-2-3-4,187
1,6,1030188,3-6-7-8-11,0-1-2-3-4,188
1,6,1030189,3-6-7-8-11,0-1-2-3-4,189
1,6,1030190,3-6-7-8-11,0-1-2-3-4,190
1,6,1030191,3-6-7-8-11,0-1-2-3-4,191
1,6,1030192,3-6-7-8-11,0-1-2-3-4,192
1,6,1030193,3-6-7-8-11,0-1-2-3-4,193
1,6,1030194,3-6-7-8-11,0-1-2-3-4,194
1,6,1030195,3-6-7-8-11,0-1-2-3-4,195
1,6,1030196,3-6-7-8-11,0-1-2-3-4,196
1,6,1030197,3-6-7-8-11,0-1-2-3-4,197
1,6,1030198,3-6-7-8-11,0-1-2-3-4,198
1,6,1030199,3-6-7-8-11,0-1-2-3-4,199
1,6,1030200,3-6-7-8-11,0-1-2-3-4,200
1,6,1030201,3-6-7-8-11,0-1-2-3-4,201
1,6,1030202,3-6-7-8-11,0-1-2-3-4,203
1,6,1030203,3-6-7-8-11,0-1-2-3-4,205
1,6,1030204,3-6-7-8-11,0-1-2-3-4,207
1,6,1030205,3-6-7-8-11,0-1-2-3-4,209
1,6,1030206,3-6-7-8-11,0-1-2-3-4,211
1,6,1030207,3-6-7-8-11,0-1-2-3-4,213
1,6,1030208,3-6-7-8-11,0-1-2-3-4,215
1,6,1030209,3-6-7-8-11,0-1-2-3-4,217
