SKILL_ID,INDEX,MISSILE_NAME,MISSILE_NAME_Enemy,MISSILE_COUNT,ANGLE,BIND_TYPE,DMG_RATE,DynamicAtt,DMG_CONSTANT,DMG_MaxHpRate,PROBABILITY,STATUS_IDs,IS_CONTINUE,FREQUENCY,FLY_VALUE,IRT_VALUE,WARNINGEFFECT,DELAY_MSTIME,IsOnlyBoss,MaxDamageRate
23001,,R18_P23_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
23001,1,R18_P23_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
23002,,R18_P23_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
23002,1,R18_P23_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
23003,,R18_P23_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
23003,1,R18_P23_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
23004,,R18_P23_skill_1_0,,3,10,,1.2,,,,1,994512,,1,10,10,,,,
23004,1,R18_P23_skill_1_1,,1,,,,,,,,,1,1,,,,,,
23005,,R18_P23_skill_2_0,,1,,,1.3,BuffAddDamage+994502+0.3&BuffAddBuff+994502+0+993516,,,,,1,1,21,21,,,,
23005,1,R18_P23_skill_2_1,,1,,,1.3,BuffAddDamage+994502+0.3&BuffAddBuff+994502+0+993516,,,,,1,1,10,21,,,,
23006,,R18_P23_skill_1_0,,3,10,,1.2,,,,1,994512,,1,10,10,,,,
23006,1,R18_P23_skill_1_1,,1,,,,,,,,,1,1,,,,,,
23007,,R18_P23_skill_2_0,,1,,,1.85,BuffAddDamage+994502+0.3&BuffAddBuff+994502+0+993516,,,,,1,1,21,21,,,,
23007,1,R18_P23_skill_2_1,,1,,,1.85,BuffAddDamage+994502+0.3&BuffAddBuff+994502+0+993516,,,,,1,1,10,21,,,,
24001,,R18_P24_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
24002,,R18_P24_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
24003,,R18_P24_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
24004,,R18_P24_skill_1_0,,3,10,,1.1,,,,1,991505,,1,10,10,,,,
24004,1,R18_P24_skill_1_1,,1,,,0.2,,,,,,1,1,10,10,,,,
24005,,R18_P24_skill_2_0,,1,,2,,,,,,,1,,,,,,,
24005,1,R18_P24_skill_2_1,,1,,,2.5,BuffAddBuff+991505+0+993517,,,,,1,1,21,21,,,,
24006,,R18_P24_skill_1_0,,3,10,,1.32,,,,1,991505,,1,10,10,,,,
24006,1,R18_P24_skill_1_1,,1,,,0.3,,,,,,1,1,10,10,,,,
24007,,R18_P24_skill_2_0,,1,,2,,,,,,,1,,,,,,,
24007,1,R18_P24_skill_2_1,,1,,,2.5,BuffAddBuff+991505+0+993517,,,,,1,1,21,21,,,,
25001,,R18_P25_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
25002,,R18_P25_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
25003,,R18_P25_atk_1_0,,1,,,1.15,,,,,,,,10,,,,,
25004,,R18_P25_skill_1_0,,1,,,2.06,,,,1,992507-991506,1,1,10,10,,,,
25004,1,R18_P25_skill_1_1,,1,,,,,,,,,1,1,,,,,,
25005,,R18_P25_skill_2_0,,1,,,1.4,,,,,,1,1,10,10,,,,
25005,1,R18_P25_skill_2_1,,1,,,,,,,1,993009,1,1,,,,,,
25005,2,R18_P25_skill_2_2,,1,3,,,,,,,,,1,,,,,,
25005,3,R18_P25_skill_2_3,,1,3,,,,,,,,,1,,,,,,
25006,,R18_P25_skill_1_0,,1,,,2.06,,,,1,992507-991506,1,1,10,10,,,,
25006,1,R18_P25_skill_1_1,,1,,,,,,,,,1,1,,,,,,
25007,,R18_P25_skill_2_0,,1,,,2.1,,,,,,1,1,10,10,,,,
25007,1,R18_P25_skill_2_1,,1,,,,,,,1,993011,1,1,,,,,,
25007,2,R18_P25_skill_2_2,,1,3,,,,,,,,,1,,,,,,
25007,3,R18_P25_skill_2_3,,1,3,,,,,,,,,1,,,,,,
26001,,R18_P26_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
26001,1,R18_P26_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
26002,,R18_P26_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
26002,1,R18_P26_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
26003,,R18_P26_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
26003,1,R18_P26_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
26004,,R18_P26_skill_1_0,,1,,,,,,,,,,1,,,,,,
26004,1,R18_P26_skill_1_1,,1,,,1.87,,,,1,993520,1,1,10,10,,,,
26005,,R18_P26_skill_2_0,R18_P26_skill_2_0_E,1,,,,,,,,,,1,,,,,,
26005,,R18_P26_skill_2_1,,1,,,2.5,BuffAddBuff+993520+0+993521,,,,,1,1,10,10,,,,
26006,,R18_P26_skill_1_0,,1,,,,,,,,,,1,,,,,,
26006,1,R18_P26_skill_1_1,,1,,,2.2,,,,1,993522,1,1,10,10,,,,
26007,,R18_P26_skill_2_0,R18_P26_skill_2_0_E,1,,,,,,,,,,1,,,,,,
26007,,R18_P26_skill_2_1,,1,,,2.9,BuffAddBuff+993522+0+993523,,,,,1,1,21,21,,,,
27001,,R18_P27_atk_1_0,,1,,,,,,,,,,1,,,,,,
27001,1,R18_P27_atk_1_1,,1,,,1,,,,,,1,1,10,,,,,
27002,,R18_P27_atk_1_0,,1,,,,,,,,,,1,,,,,,
27002,1,R18_P27_atk_1_1,,1,,,1,,,,,,1,1,10,,,,,
27003,,R18_P27_atk_1_0,,1,,,,,,,,,,1,,,,,,
27003,1,R18_P27_atk_1_1,,1,,,1,,,,,,1,1,10,,,,,
27004,,R18_P27_skill_1_0,,1,,,,,,,,,,1,,,,,,
27004,1,R18_P27_skill_1_1,,1,,,2.1,,,,1,994514-991507,1,1,10,10,,,,
27005,,R18_P27_skill_2_0,R18_P27_skill_2_0_E,1,,,0.3,,,,,,1,1,10,10,,,,
27005,1,R18_P27_skill_2_1,,1,,,,,,,,,1,1,,,,,,
27005,2,R18_P27_skill_2_2,,1,,,,,,,,,1,1,,,,,,
27005,3,R18_P27_skill_2_3,,1,,,,,,,,,1,1,,,,,,
27005,4,R18_P27_skill_2_4,,1,,,,,,,,,1,1,,,,,,
27005,5,R18_P27_skill_2_5,,1,,,2.7,,,,,,1,1,10,10,,,,
27006,,R18_P27_skill_1_0,,1,,,,,,,,,,1,,,,,,
27006,1,R18_P27_skill_1_1,,1,,,2.1,,,,1,994514-991507,1,1,10,10,,,,
27007,,R18_P27_skill_2_0,R18_P27_skill_2_0_E,1,,,0.4,,,,,,1,1,10,10,,,,
27007,1,R18_P27_skill_2_1,,1,,,,,,,,,1,1,,,,,,
27007,2,R18_P27_skill_2_2,,1,,,,,,,,,1,1,,,,,,
27007,3,R18_P27_skill_2_3,,1,,,,,,,,,1,1,,,,,,
27007,4,R18_P27_skill_2_4,,1,,,,,,,,,1,1,,,,,,
27007,5,R18_P27_skill_2_5,,1,,,3.51,,,,,,1,1,10,10,,,,
28001,,R18_P28_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
28001,1,R18_P28_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
28002,,R18_P28_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
28002,1,R18_P28_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
28003,,R18_P28_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
28003,1,R18_P28_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
28004,,R18_P28_skill_1_0,,3,10,,1.4,,,,1,992801,1,1,10,,,,,
28005,,R18_P28_skill_2_0,,1,,,,,,,,,1,,,,,,,
28005,1,R18_P28_skill_2_1,,1,,,,,,,,,1,,,,,,,
28005,2,R18_P28_skill_2_2,,1,,,,,,,,,1,,,,,,,
28005,3,R18_P28_skill_2_3,,1,,,,,,,,,1,,,,,,,
28005,4,R18_P28_skill_2_4,,1,,,,,,,,,1,,,,,,,
28005,5,R18_P28_skill_2_5,R18_P28_skill_2_5_E,1,,,2.6,,,,,,1,1,10,,,,,
28006,,R18_P28_skill_1_0,,3,10,,1.82,,,,1,992801,1,1,10,,,,,
28007,,R18_P28_skill_2_0,,1,,,,,,,,,1,,,,,,,
28007,1,R18_P28_skill_2_1,,1,,,,,,,,,1,,,,,,,
28007,2,R18_P28_skill_2_2,,1,,,,,,,,,1,,,,,,,
28007,3,R18_P28_skill_2_3,,1,,,,,,,,,1,,,,,,,
28007,4,R18_P28_skill_2_4,,1,,,,,,,,,1,,,,,,,
28007,5,R18_P28_skill_2_5,R18_P28_skill_2_5_E,1,,,3.38,,,,,,1,1,21,21,,,,
29001,,R18_P29_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
29002,,R18_P29_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
29003,,R18_P29_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
29004,,R18_P29_skill_1_0,,1,,,2.25,BuffAddDamage+997022+0.3&BuffAddBuff+997022+0+997023,,,,,,1,10,,,,,
29004,1,R18_P29_skill_1_1,,1,,,2.25,BuffAddDamage+997022+0.3&BuffAddBuff+997022+0+997023,,,,,,1,10,,,,,
29004,2,R18_P29_skill_1_2,,1,,,2.25,BuffAddDamage+997022+0.3&BuffAddBuff+997022+0+997023,,,,,,1,10,,,,,
29004,3,R18_P29_skill_1_3,,1,,,2.25,BuffAddDamage+997022+0.3&BuffAddBuff+997022+0+997023,,,,,,1,10,,,,,
29005,,R18_P29_skill_2_0,,1,,,2.4,,,,1,992508-997021-997022,1,1,10,,,,,
29005,1,R18_P29_skill_2_1,,1,,,2.4,,,,1,992508-997021-997022,1,1,10,,,,,
29005,2,R18_P29_skill_2_2,,1,,,2.4,,,,1,992508-997021-997022,1,1,10,,,,,
29006,,R18_P29_skill_1_0,,1,,,2.92,BuffAddDamage+997022+0.3&BuffAddBuff+997022+0+997023,,,,,,1,21,21,,,,
29006,1,R18_P29_skill_1_1,,1,,,2.92,BuffAddDamage+997022+0.3&BuffAddBuff+997022+0+997023,,,,,,1,21,21,,,,
29006,2,R18_P29_skill_1_2,,1,,,2.92,BuffAddDamage+997022+0.3&BuffAddBuff+997022+0+997023,,,,,,1,21,21,,,,
29006,3,R18_P29_skill_1_3,,1,,,2.92,BuffAddDamage+997022+0.3&BuffAddBuff+997022+0+997023,,,,,,1,21,21,,,,
29007,,R18_P29_skill_2_0,,1,,,2.4,,,,1,992508-997021-997022,1,1,10,,,,,
29007,1,R18_P29_skill_2_1,,1,,,2.4,,,,1,992508-997021-997022,1,1,10,,,,,
29007,2,R18_P29_skill_2_2,,1,,,2.4,,,,1,992508-997021-997022,1,1,10,,,,,
30001,,R18_P30_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
30001,1,R18_P30_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
30002,,R18_P30_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
30002,1,R18_P30_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
30003,,R18_P30_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
30003,1,R18_P30_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
30004,,R18_P30_skill_1_0,,3,10,,1.3,,,,1,992509-993524,1,1,10,,,,,
30005,,R18_P30_skill_2_0,,1,,,,,,,,,1,,,,,,,
30005,1,R18_P30_skill_2_1,,1,,2,,,,,,,1,1,21,21,,,,
30005,2,R18_P30_skill_2_2,,1,,1,2.6,,,,1,994515-999999,1,1,21,21,,,,
30006,,R18_P30_skill_1_1,,3,10,,1.3,,,,1,992509-993526-995501,1,1,10,,,,,
30006,1,R18_P30_skill_1_2,,3,10,,0.65,,,,,,1,1,10,,,,,
30007,,R18_P30_skill_2_0,,1,,,,,,,,,1,,,,,,,
30007,1,R18_P30_skill_2_1,,1,,2,,,,,,,1,1,21,21,,,,
30007,2,R18_P30_skill_2_2,,1,,1,2.6,,,,1,994515-999998,1,1,21,21,,,,
31001,,R18_P31_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
31002,,R18_P31_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
31003,,R18_P31_atk_1_0,,1,,,1.15,,,,,,,,10,,,,,
31004,,R18_P31_skill_1_0,,1,,,2.06,,,,1,997024,,1,10,,,,,
31004,1,R18_P31_skill_1_1,,1,,,2.06,,,,1,997024,,1,10,,,,,
31004,2,R18_P31_skill_1_2,,1,,,2.06,,,,1,997024,,1,10,,,,,
31004,3,R18_P31_skill_1_3,,1,,,2.06,,,,1,997024,,1,10,,,,,
31004,4,R18_P31_skill_1_4,,1,,,2.06,,,,1,997024,,1,10,,,,,
31004,5,R18_P31_skill_1_5,,1,,,2.06,,,,1,997024,,1,10,,,,,
31004,6,R18_P31_skill_1_6,,1,,,2.06,,,,1,997024,,1,10,,,,,
31005,,R18_P31_skill_2_0,,1,,,,,,,,,,1,10,,,,,
31005,1,R18_P31_skill_2_1,,1,,,2.6,,,,,,1,1,21,21,,,,
31006,,R18_P31_skill_1_0,,1,,,2.06,,,,1,997024-993528,,1,10,,,,,
31006,1,R18_P31_skill_1_1,,1,,,2.06,,,,1,997024-993528,,1,10,,,,,
31006,2,R18_P31_skill_1_2,,1,,,2.06,,,,1,997024-993528,,1,10,,,,,
31006,3,R18_P31_skill_1_3,,1,,,2.06,,,,1,997024-993528,,1,10,,,,,
31006,4,R18_P31_skill_1_4,,1,,,2.06,,,,1,997024-993528,,1,10,,,,,
31006,5,R18_P31_skill_1_5,,1,,,2.06,,,,1,997024-993528,,1,10,,,,,
31006,6,R18_P31_skill_1_6,,1,,,2.06,,,,1,997024-993528,,1,10,,,,,
31007,,R18_P31_skill_2_0,,1,,,,,,,,,,1,10,,,,,
31007,1,R18_P31_skill_2_1,,1,,,2.6,BuffAddDamage+994506+0.3&BuffAddBuff+994506+0+993530,,,,,1,1,21,21,,,,
32001,,R18_P32_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
32001,1,R18_P32_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
32002,,R18_P32_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
32002,1,R18_P32_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
32003,,R18_P32_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
32003,1,R18_P32_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
32004,,R18_P32_skill_1_0,,1,,,,,,,,,1,1,,,,,,
32004,1,R18_P32_skill_1_1,,1,,,,,,,,,1,1,,,,,,
32004,2,R18_P32_skill_1_2,,1,,,,,,,,,1,1,,,,,,
32004,3,R18_P32_skill_1_3,,1,,,,,,,,,1,1,,,,,,
32004,4,R18_P32_skill_1_4,,1,,,,,,,,,1,1,,,,,,
32004,5,R18_P32_skill_1_5,,1,,,0.55,,,,1,992510-994516,,1,10,,,,,
32004,6,R18_P32_skill_1_6,,1,,,0.55,,,,1,992510-994516,,1,10,,,,,
32004,7,R18_P32_skill_1_7,,1,,,0.55,,,,1,992510-994516,,1,10,,,,,
32004,8,R18_P32_skill_1_8,,1,,,0.55,,,,1,992510-994516,,1,10,,,,,
32004,9,R18_P32_skill_1_9,,1,,,0.55,,,,1,992510-994516,,1,10,,,,,
32004,10,R18_P32_skill_1_10,,1,,,,,,,,,1,1,,,,,,
32005,,R18_P32_skill_2_0,,1,,,2.6,,,,1,993525,1,1,10,,,,,
32005,1,R18_P32_skill_2_1,,1,,,,,,,,,1,1,,,,,,
32006,,R18_P32_skill_1_0,,1,,,,,,,,,1,1,,,,,,
32006,1,R18_P32_skill_1_1,,1,,,,,,,,,1,1,,,,,,
32006,2,R18_P32_skill_1_2,,1,,,,,,,,,1,1,,,,,,
32006,3,R18_P32_skill_1_3,,1,,,,,,,,,1,1,,,,,,
32006,4,R18_P32_skill_1_4,,1,,,,,,,,,1,1,,,,,,
32006,5,R18_P32_skill_1_5,,1,,,0.55,,,,1,992510-994516,,1,10,,,,,
32006,6,R18_P32_skill_1_6,,1,,,0.55,,,,1,992510-994516,,1,10,,,,,
32006,7,R18_P32_skill_1_7,,1,,,0.55,,,,1,992510-994516,,1,10,,,,,
32006,8,R18_P32_skill_1_8,,1,,,0.55,,,,1,992510-994516,,1,10,,,,,
32006,9,R18_P32_skill_1_9,,1,,,0.55,,,,1,992510-994516,,1,10,,,,,
32006,11,R18_P32_skill_1_11,,1,,,,,,,,,1,1,,,,,,
32006,12,R18_P32_skill_1_12,,1,,,,,,,,,1,1,,,,,,
32006,13,R18_P32_skill_1_13,,1,,,,,,,,,1,1,,,,,,
32006,14,R18_P32_skill_1_14,,1,,,0.3,,,,1,992510-994516,1,1,,,,,,
32006,15,R18_P32_skill_1_15,,1,,,0.3,,,,1,992510-994516,1,1,,,,,,
32006,16,R18_P32_skill_1_16,,1,,,0.3,,,,1,992510-994516,,1,10,,,,,
32006,10,R18_P32_skill_1_10,,1,,,,,,,,,1,1,,,,,,
32007,,R18_P32_skill_2_0,,1,,,2.6,,,,1,993534,1,1,10,,,,,
32007,1,R18_P32_skill_2_1,,1,,,,,,,,,1,1,,,,,,
33001,,R18_P33_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
33001,1,R18_P33_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
33002,,R18_P33_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
33002,1,R18_P33_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
33003,,R18_P33_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
33003,1,R18_P33_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
33004,,R18_P33_skill_1_0,,1,,2,,,,,,,1,,,,,,,
33004,1,R18_P33_skill_1_1,R18_P33_skill_1_1_E,1,,,2.06,,,,1,991508,1,1,21,21,,,,
33004,2,R18_P33_skill_1_2,,1,,2,,,,,,,1,,,,,,,
33004,3,R18_P33_skill_1_3,,1,,,,,,,,,1,,,,,,,
33005,,R18_P33_skill_2_0,,1,,,2.1,,,,,,1,1,10,,,,,
33005,1,R18_P33_skill_2_1,,1,,,,,,,,,1,,,,,,,
33006,,R18_P33_skill_1_0,,1,,2,,,,,,,1,,,,,,,
33006,1,R18_P33_skill_1_1,R18_P33_skill_1_1_E,1,,,2.06,,,,1,991508-995507,1,1,21,21,,,,
33006,2,R18_P33_skill_1_2,,1,,2,,,,,,,1,,,,,,,
33006,3,R18_P33_skill_1_3,,1,,,,,,,,,1,,,,,,,
33007,,R18_P33_skill_2_0,,1,,,2.1,,,,,,1,1,10,,,,,
33007,1,R18_P33_skill_2_1,,1,,,,,,,,,1,,,,,,,
34001,,R18_P34_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
34002,,R18_P34_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
34003,,R18_P34_atk_1_0,,1,,,1.15,,,,,,,,10,,,,,
34004,,R18_P34_skill_1_0,,1,,,2.1,,,,1,997028,1,1,10,21,,,,
34005,99,R18_P34_skill_2_0,,1,,,,,,,,,1,,,,,,,
34005,1,R18_P34_skill_2_1,,1,,,,,,,,,1,1,,,,,,
34005,2,R18_P34_skill_2_2,,1,,,2.6,,,,,,1,1,21,21,,,,
34005,3,R18_P34_skill_2_3,,1,,,2.6,,,,,,1,1,21,21,,,,
34006,,R18_P34_skill_1_0,,1,,,2.1,,,,1,997028,1,1,10,21,,,,
34007,1,R18_P34_skill_2_1,,1,,,,,,,,,1,1,,,,,,
34007,2,R18_P34_skill_2_2,,1,,,2.6,,,,,,1,1,21,21,,,,
34007,3,R18_P34_skill_2_3,,1,,,2.6,,,,,,1,1,21,21,,,,
35001,,R18_P35_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
35002,,R18_P35_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
35003,,R18_P35_atk_1_0,,1,,,1.15,,,,,,,,10,,,,,
35004,,R18_P35_skill_1_0,R18_P35_skill_1_0_E,1,,,0.6,,,,1,991509,1,1,10,10,,,,
35004,1,R18_P35_skill_1_1,,1,,,,,,,1,993014,1,1,,,,,,
35004,2,R18_P35_skill_1_2,,1,,,2.06,,,,,,1,1,10,10,,,,
35005,,R18_P35_skill_2_0,,1,,2,,,,,,,1,,,,,,,
35005,1,R18_P35_skill_2_1,,1,,,2.6,,,,,,1,1,21,21,,,,
35006,,R18_P35_skill_1_0,R18_P35_skill_1_0_E,1,,,0.9,,,,1,991509-999055,1,1,10,10,,,,
35006,1,R18_P35_skill_1_1,,1,,,,,,,1,993014,1,1,,,,,,
35006,2,R18_P35_skill_1_2,,1,,,2.06,,,,,,1,1,10,10,,,,
35007,,R18_P35_skill_2_0,,1,,2,,,,,,,1,,,,,,,
35007,1,R18_P35_skill_2_1,,1,,,2.6,,,,,,1,1,21,21,,,,
36001,,R18_P36_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
36002,,R18_P36_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
36003,,R18_P36_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
36004,,R18_P36_skill_2_0,,1,,,2.15,,,,1,999039-993531,1,1,21,21,,,,
36004,1,R18_P36_skill_2_1,,1,,,,,,,,,1,1,,,,,,
36005,,R18_P36_skill_1_0,R18_P36_skill_1_0_E,1,,,2.5,BuffAddDamage+993531+0.3&BuffAddBuff+993531+0+993532,,,1,991510-992512,1,1,10,10,,,,
36006,,R18_P36_skill_2_0,,1,,,2.15,,,,1,999039-993531-994528,1,1,21,21,,,,
36006,1,R18_P36_skill_2_1,,1,,,,,,,,,1,1,,,,,,
36007,,R18_P36_skill_1_0,R18_P36_skill_1_0_E,1,,,2.5,BuffAddDamage+993531+0.3&BuffAddBuff+993531+0+993532,,,1,991510-992512,1,1,10,10,,,,
36007,1,R18_P36_skill_1_1,,1,,1,,,,,,,1,,,,,,,
37001,,R18_P37_atk_1_0,,3,10,,1.15,,,,,,1,1,10,,,,,
37002,,R18_P37_atk_1_0,,3,10,,1.15,,,,,,1,1,10,,,,,
37003,,R18_P37_atk_1_0,,3,10,,1.15,,,,,,1,1,10,,,,,
37004,,R18_P37_skill_1_0,,3,10,,1.3,,,,1,992509,,1,10,,,,,
37005,,R18_P37_skill_2_0,,1,,2,,,,,,,1,,,,,,,
37005,1,R18_P37_skill_2_1,,1,,,2.6,,,,1,997029,1,1,10,,,,,
37006,,R18_P37_skill_1_0,,3,10,,1.3,,,,1,992509,,1,10,,,,,
37007,,R18_P37_skill_2_0,,1,,2,,,,,,,1,,,,,,,
37007,1,R18_P37_skill_2_1,,1,,,2.6,,,,1,997029,1,1,10,,,,,
38001,,R18_P38_atk_1_0,,1,,,0.9,,,,,,,1,10,,,,,
38001,1,R18_P38_atk_1_1,,1,,,0.9,,,,,,,1,10,,,,,
38002,,R18_P38_atk_1_0,,1,,,0.9,,,,,,,1,10,,,,,
38002,1,R18_P38_atk_1_1,,1,,,0.9,,,,,,,1,10,,,,,
38003,,R18_P38_atk_1_0,,1,,,0.9,,,,,,,1,10,,,,,
38003,1,R18_P38_atk_1_1,,1,,,0.9,,,,,,,1,10,,,,,
38004,,R18_P38_skill_1_0,,1,,,1.4,,,,1,992515,1,1,,,,,,
38004,1,R18_P38_skill_1_1,,1,,,1.95,,,,1,992515,1,,,,,,,
38005,,R18_P38_skill_2_0,,1,,1,2.6,BuffAddDamage+992515+0.3&BuffAddBuff+992515+0+992514,,,,,1,1,21,21,,,,
38006,,R18_P38_skill_1_2,,1,,,1.85,,,,1,992515,1,1,,,,,,
38006,1,R18_P38_skill_1_1,,1,,,1.95,,,,1,992515,1,,,,,,,
38007,,R18_P38_skill_2_0,,1,,1,3.38,BuffAddDamage+992515+0.6&BuffAddBuff+992515+0+992518,,,,,1,1,21,21,,,,
39001,,R18_P39_atk_1_0,,1,,,0.47,BuffAddBuff+993540+0+993544,,,,,,1,10,,,,,
39002,,R18_P39_atk_1_0,,1,,,0.47,BuffAddBuff+993540+0+993544,,,,,,1,10,,,,,
39003,,R18_P39_atk_1_0,,1,,,0.47,BuffAddBuff+993540+0+993544,,,,,,1,10,,,,,
39004,,R18_P39_skill_1_0,,1,,,2.06,BuffAddBuff+993540+0+993544,,,1,993540,1,1,10,10,,,,
39004,1,R18_P39_skill_1_1,R18_P39_skill_1_1_E,1,,,0.25,BuffAddBuff+993540+0+993544,,,1,994511,1,2,10,10,,,,
39004,2,R18_P39_skill_1_2,,1,,,0.5,BuffAddBuff+993540+0+993544,,,,,1,1,10,10,,,,
39005,,R18_P39_skill_2_0,,1,,,2.6,BuffAddBuff+993540+0+993544,,,,,1,,,,,,,
39005,3,R18_P39_skill_2_1,,1,3,,,,,,,,,1,10,,,,,
39005,4,R18_P39_skill_2_2,,1,,,,,,,,,1,,10,10,,,,
39005,1,R18_P39_skill_2_3,R18_P39_skill_2_3_E,1,,,0.4,BuffAddBuff+993540+0+993544,,,1,994511,1,2,10,10,,,,
39005,2,R18_P39_skill_1_2,,1,,,0.8,BuffAddBuff+993540+0+993544,,,,,1,1,10,10,,,,
40001,,R18_P40_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
40002,,R18_P40_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
40003,,R18_P40_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
40004,,R18_P40_skill_1_0,,1,,,1.05,,,,1,993545,1,1,10,21,,,,
40004,1,R18_P40_skill_1_1,,1,,,1.05,,,,1,993545,1,1,10,21,,,,
40005,,R18_P40_skill_2_0,,1,,2,,,,,,,1,,,,,,,
40005,1,R18_P40_skill_2_1,,1,,,2.5,,,,1,990029-997015,1,1,10,,,,,
40005,2,R18_P40_skill_2_2,,1,,3,,,,,,,1,1,,,,,,
40005,3,R18_P40_skill_2_3,,1,,,,,,,,,1,1,,,,,,
41001,,R18_P41_atk_1_0,,1,,,0.9,,,,,,,1,10,,,,,
41001,1,R18_P41_atk_1_1,,1,,,0.9,,,,,,,1,10,,,,,
41002,,R18_P41_atk_1_0,,1,,,0.9,,,,,,,1,10,,,,,
41002,1,R18_P41_atk_1_1,,1,,,0.9,,,,,,,1,10,,,,,
41003,,R18_P41_atk_1_0,,1,,,0.9,,,,,,,1,10,,,,,
41003,1,R18_P41_atk_1_1,,1,,,0.9,,,,,,,1,10,,,,,
41004,,R18_P41_skill_1_0,,1,,,2.06,,,,,,1,1,10,21,,,,
41005,,R18_P41_skill_2_0,,1,,2,,,,,,,1,,,,,,,
41005,1,R18_P41_skill_2_1,,1,,,2.6,,,,1,998024,1,1,21,21,,,,
42001,,R18_P42_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
42002,,R18_P42_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
42003,,R18_P42_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
42004,,R18_P42_skill_1_0,,3,10,,1.2,,,,1,992509-997032,,1,10,,,,,
42005,,R18_P42_skill_2_0,,1,,,,,,,,997501,1,1,10,,,,,
42005,1,R18_P42_skill_2_1,,1,,,2.7,,,,,997501,1,1,10,10,,,,
42005,2,R18_P42_skill_2_2,R18_P42_skill_2_2_E,1,,,,,,,1,993014-990048,,1,,,,,,
42005,3,R18_P42_skill_2_3,,1,,,0.3,,,,,,1,1,,,,,,
90001,,R18_P90_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
90002,,R18_P90_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
90003,,R18_P90_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
90004,,R18_P90_skill_1_0,,1,,,1.92,,,,1,997018,,1,10,10,,,,
