TimeId,Value,NormalRewardsDropId,MemberRewardsDropId
2023_4,30,120990106,BPDrop001-BPDrop003
2023_4,35,120990107,BPDrop001-BPDrop003
2023_4,40,120990108,BPDrop001-BPDrop011
2023_4,45,120990109,BPDrop001-BPDrop004
2023_4,50,120990110,BPDrop001-BPDrop004
2023_4,55,120990111,BPDrop001-BPDrop004
2023_4,60,120990112,BPDrop001-BPDrop012
2023_4,65,120990113,BPDrop001-BPDrop005
2023_4,70,120990114,BPDrop001-BPDrop005
2023_4,75,120990115,BPDrop001-BPDrop005
2023_4,80,120990116,BPDrop001-BPDrop013
2023_4,85,120990117,BPDrop001-BPDrop006
2023_4,90,120990118,BPDrop001-BPDrop008
2023_4,95,120990119,BPDrop001-BPDrop007
2023_4,100,120990120,BPDrop001-BPDrop009
2023_5,5,120990101,BPDrop001-BPDrop002
2023_5,10,120990102,BPDrop001-BPDrop010
2023_5,15,120990103,BPDrop001-BPDrop002
2023_5,20,120990104,BPDrop001-BPDrop010
2023_5,25,120990105,BPDrop001-BPDrop003
2023_5,30,120990106,BPDrop001-BPDrop003
2023_5,35,120990107,BPDrop001-BPDrop003
2023_5,40,120990108,BPDrop001-BPDrop011
2023_5,45,120990109,BPDrop001-BPDrop004
2023_5,50,120990110,BPDrop001-BPDrop004
2023_5,55,120990111,BPDrop001-BPDrop004
2023_5,60,120990112,BPDrop001-BPDrop012
2023_5,65,120990113,BPDrop001-BPDrop005
2023_5,70,120990114,BPDrop001-BPDrop005
2023_5,75,120990115,BPDrop001-BPDrop005
2023_5,80,120990116,BPDrop001-BPDrop013
2023_5,85,120990117,BPDrop001-BPDrop006
2023_5,90,120990118,BPDrop001-BPDrop008
2023_5,95,120990119,BPDrop001-BPDrop007
2023_5,100,120990120,BPDrop001-BPDrop009
2023_6,5,120990101,BPDrop001-BPDrop002
2023_6,10,120990102,BPDrop001-BPDrop010
2023_6,15,120990103,BPDrop001-BPDrop002
2023_6,20,120990104,BPDrop001-BPDrop010
2023_6,25,120990105,BPDrop001-BPDrop003
2023_6,30,120990106,BPDrop001-BPDrop003
2023_6,35,120990107,BPDrop001-BPDrop003
2023_6,40,120990108,BPDrop001-BPDrop011
2023_6,45,120990109,BPDrop001-BPDrop004
2023_6,50,120990110,BPDrop001-BPDrop004
2023_6,55,120990111,BPDrop001-BPDrop004
2023_6,60,120990112,BPDrop001-BPDrop012
2023_6,65,120990113,BPDrop001-BPDrop005
2023_6,70,120990114,BPDrop001-BPDrop005
2023_6,75,120990115,BPDrop001-BPDrop005
2023_6,80,120990116,BPDrop001-BPDrop013
2023_6,85,120990117,BPDrop001-BPDrop006
2023_6,90,120990118,BPDrop001-BPDrop008
2023_6,95,120990119,BPDrop001-BPDrop007
2023_6,100,120990120,BPDrop001-BPDrop009
2023_7,5,120990101,BPDrop001-BPDrop002
2023_7,10,120990102,BPDrop001-BPDrop010
2023_7,15,120990103,BPDrop001-BPDrop002
2023_7,20,120990104,BPDrop001-BPDrop010
2023_7,25,120990105,BPDrop001-BPDrop003
2023_7,30,120990106,BPDrop001-BPDrop003
2023_7,35,120990107,BPDrop001-BPDrop003
2023_7,40,120990108,BPDrop001-BPDrop011
2023_7,45,120990109,BPDrop001-BPDrop004
2023_7,50,120990110,BPDrop001-BPDrop004
2023_7,55,120990111,BPDrop001-BPDrop004
2023_7,60,120990112,BPDrop001-BPDrop012
2023_7,65,120990113,BPDrop001-BPDrop005
2023_7,70,120990114,BPDrop001-BPDrop005
2023_7,75,120990115,BPDrop001-BPDrop005
2023_7,80,120990116,BPDrop001-BPDrop013
2023_7,85,120990117,BPDrop001-BPDrop006
2023_7,90,120990118,BPDrop001-BPDrop008
2023_7,95,120990119,BPDrop001-BPDrop007
2023_7,100,120990120,BPDrop001-BPDrop009
2023_8,5,120990101,BPDrop001-BPDrop002
2023_8,10,120990102,BPDrop001-BPDrop010
2023_8,15,120990103,BPDrop001-BPDrop002
2023_8,20,120990104,BPDrop001-BPDrop010
2023_8,25,120990105,BPDrop001-BPDrop003
2023_8,30,120990106,BPDrop001-BPDrop003
2023_8,35,120990107,BPDrop001-BPDrop003
2023_8,40,120990108,BPDrop001-BPDrop011
2023_8,45,120990109,BPDrop001-BPDrop004
2023_8,50,120990110,BPDrop001-BPDrop004
2023_8,55,120990111,BPDrop001-BPDrop004
2023_8,60,120990112,BPDrop001-BPDrop012
2023_8,65,120990113,BPDrop001-BPDrop005
2023_8,70,120990114,BPDrop001-BPDrop005
2023_8,75,120990115,BPDrop001-BPDrop005
2023_8,80,120990116,BPDrop001-BPDrop013
2023_8,85,120990117,BPDrop001-BPDrop006
2023_8,90,120990118,BPDrop001-BPDrop008
2023_8,95,120990119,BPDrop001-BPDrop007
2023_8,100,120990120,BPDrop001-BPDrop009
2023_9,5,120990101,BPDrop001-BPDrop002
2023_9,10,120990102,BPDrop001-BPDrop010
2023_9,15,120990103,BPDrop001-BPDrop002
2023_9,20,120990104,BPDrop001-BPDrop010
2023_9,25,120990105,BPDrop001-BPDrop003
2023_9,30,120990106,BPDrop001-BPDrop003
2023_9,35,120990107,BPDrop001-BPDrop003
2023_9,40,120990108,BPDrop001-BPDrop011
2023_9,45,120990109,BPDrop001-BPDrop004
2023_9,50,120990110,BPDrop001-BPDrop004
2023_9,55,120990111,BPDrop001-BPDrop004
2023_9,60,120990112,BPDrop001-BPDrop012
2023_9,65,120990113,BPDrop001-BPDrop005
2023_9,70,120990114,BPDrop001-BPDrop005
2023_9,75,120990115,BPDrop001-BPDrop005
2023_9,80,120990116,BPDrop001-BPDrop013
2023_9,85,120990117,BPDrop001-BPDrop006
2023_9,90,120990118,BPDrop001-BPDrop008
2023_9,95,120990119,BPDrop001-BPDrop007
2023_9,100,120990120,BPDrop001-BPDrop009
2023_10,5,120990101,BPDrop001-BPDrop002
2023_10,10,120990102,BPDrop001-BPDrop010
2023_10,15,120990103,BPDrop001-BPDrop002
2023_10,20,120990104,BPDrop001-BPDrop010
2023_10,25,120990105,BPDrop001-BPDrop003
2023_10,30,120990106,BPDrop001-BPDrop003
2023_10,35,120990107,BPDrop001-BPDrop003
2023_10,40,120990108,BPDrop001-BPDrop011
2023_10,45,120990109,BPDrop001-BPDrop004
2023_10,50,120990110,BPDrop001-BPDrop004
2023_10,55,120990111,BPDrop001-BPDrop004
2023_10,60,120990112,BPDrop001-BPDrop012
2023_10,65,120990113,BPDrop001-BPDrop005
2023_10,70,120990114,BPDrop001-BPDrop005
2023_10,75,120990115,BPDrop001-BPDrop005
2023_10,80,120990116,BPDrop001-BPDrop013
2023_10,85,120990117,BPDrop001-BPDrop006
2023_10,90,120990118,BPDrop001-BPDrop008
2023_10,95,120990119,BPDrop001-BPDrop007
2023_10,100,120990120,BPDrop001-BPDrop009
2023_11,5,120990101,BPDrop001-BPDrop002
2023_11,10,120990102,BPDrop001-BPDrop010
2023_11,15,120990103,BPDrop001-BPDrop002
2023_11,20,120990104,BPDrop001-BPDrop010
2023_11,25,120990105,BPDrop001-BPDrop003
2023_11,30,120990106,BPDrop001-BPDrop003
2023_11,35,120990107,BPDrop001-BPDrop003
2023_11,40,120990108,BPDrop001-BPDrop011
2023_11,45,120990109,BPDrop001-BPDrop004
2023_11,50,120990110,BPDrop001-BPDrop004
2023_11,55,120990111,BPDrop001-BPDrop004
2023_11,60,120990112,BPDrop001-BPDrop012
2023_11,65,120990113,BPDrop001-BPDrop005
2023_11,70,120990114,BPDrop001-BPDrop005
2023_11,75,120990115,BPDrop001-BPDrop005
2023_11,80,120990116,BPDrop001-BPDrop013
2023_11,85,120990117,BPDrop001-BPDrop006
2023_11,90,120990118,BPDrop001-BPDrop008
2023_11,95,120990119,BPDrop001-BPDrop007
2023_11,100,120990120,BPDrop001-BPDrop009
2023_12,5,120990101,BPDrop001-BPDrop002
2023_12,10,120990102,BPDrop001-BPDrop010
2023_12,15,120990103,BPDrop001-BPDrop002
2023_12,20,120990104,BPDrop001-BPDrop010
2023_12,25,120990105,BPDrop001-BPDrop003
2023_12,30,120990106,BPDrop001-BPDrop003
2023_12,35,120990107,BPDrop001-BPDrop003
2023_12,40,120990108,BPDrop001-BPDrop011
2023_12,45,120990109,BPDrop001-BPDrop004
2023_12,50,120990110,BPDrop001-BPDrop004
2023_12,55,120990111,BPDrop001-BPDrop004
2023_12,60,120990112,BPDrop001-BPDrop012
2023_12,65,120990113,BPDrop001-BPDrop005
2023_12,70,120990114,BPDrop001-BPDrop005
2023_12,75,120990115,BPDrop001-BPDrop005
2023_12,80,120990116,BPDrop001-BPDrop013
2023_12,85,120990117,BPDrop001-BPDrop006
2023_12,90,120990118,BPDrop001-BPDrop008
2023_12,95,120990119,BPDrop001-BPDrop007
2023_12,100,120990120,BPDrop001-BPDrop009
2024_1,5,120200101,BPDrop001-BPDrop002
2024_1,10,120200102,BPDrop001-BPDrop010
2024_1,15,120200103,BPDrop001-BPDrop002
2024_1,20,120200104,BPDrop001-BPDrop010
2024_1,25,120200105,BPDrop001-BPDrop003
2024_1,30,120200106,BPDrop001-BPDrop003
2024_1,35,120200107,BPDrop001-BPDrop003
2024_1,40,120200108,BPDrop001-BPDrop011
2024_1,45,120200109,BPDrop001-BPDrop004
2024_1,50,120200110,BPDrop001-BPDrop004
2024_1,55,120200111,BPDrop001-BPDrop004
2024_1,60,120200112,BPDrop001-BPDrop012
2024_1,65,120200113,BPDrop001-BPDrop005
2024_1,70,120200114,BPDrop001-BPDrop005
2024_1,75,120200115,BPDrop001-BPDrop005
2024_1,80,120200116,BPDrop001-BPDrop013
2024_1,85,120200117,BPDrop001-BPDrop006
2024_1,90,120200118,BPDrop001-BPDrop008
2024_1,95,120200119,BPDrop001-BPDrop007
2024_1,100,120200120,BPDrop001-BPDrop009
2024_2,5,120990101,BPDrop001-BPDrop002
2024_2,10,120990102,BPDrop001-BPDrop010
2024_2,15,120990103,BPDrop001-BPDrop002
2024_2,20,120990104,BPDrop001-BPDrop010
2024_2,25,120990105,BPDrop001-BPDrop003
2024_2,30,120990106,BPDrop001-BPDrop003
2024_2,35,120990107,BPDrop001-BPDrop003
2024_2,40,120990108,BPDrop001-BPDrop011
2024_2,45,120990109,BPDrop001-BPDrop004
2024_2,50,120990110,BPDrop001-BPDrop004
2024_2,55,120990111,BPDrop001-BPDrop004
2024_2,60,120990112,BPDrop001-BPDrop012
2024_2,65,120990113,BPDrop001-BPDrop005
2024_2,70,120990114,BPDrop001-BPDrop005
2024_2,75,120990115,BPDrop001-BPDrop005
2024_2,80,120990116,BPDrop001-BPDrop013
2024_2,85,120990117,BPDrop001-BPDrop006
2024_2,90,120990118,BPDrop001-BPDrop008
2024_2,95,120990119,BPDrop001-BPDrop007
2024_2,100,120990120,BPDrop001-BPDrop009
2024_3,5,120990101,BPDrop001-BPDrop002
2024_3,10,120990102,BPDrop001-BPDrop010
2024_3,15,120990103,BPDrop001-BPDrop002
2024_3,20,120990104,BPDrop001-BPDrop010
2024_3,25,120990105,BPDrop001-BPDrop003
2024_3,30,120990106,BPDrop001-BPDrop003
2024_3,35,120990107,BPDrop001-BPDrop003
2024_3,40,120990108,BPDrop001-BPDrop011
2024_3,45,120990109,BPDrop001-BPDrop004
2024_3,50,120990110,BPDrop001-BPDrop004
2024_3,55,120990111,BPDrop001-BPDrop004
2024_3,60,120990112,BPDrop001-BPDrop012
2024_3,65,120990113,BPDrop001-BPDrop005
2024_3,70,120990114,BPDrop001-BPDrop005
2024_3,75,120990115,BPDrop001-BPDrop005
2024_3,80,120990116,BPDrop001-BPDrop013
2024_3,85,120990117,BPDrop001-BPDrop006
2024_3,90,120990118,BPDrop001-BPDrop008
2024_3,95,120990119,BPDrop001-BPDrop007
2024_3,100,120990120,BPDrop001-BPDrop009
2024_4,5,120990101,BPDrop001-BPDrop002
2024_4,10,120990102,BPDrop001-BPDrop010
2024_4,15,120990103,BPDrop001-BPDrop002
2024_4,20,120990104,BPDrop001-BPDrop010
2024_4,25,120990105,BPDrop001-BPDrop003
2024_4,30,120990106,BPDrop001-BPDrop003
2024_4,35,120990107,BPDrop001-BPDrop003
2024_4,40,120990108,BPDrop001-BPDrop011
2024_4,45,120990109,BPDrop001-BPDrop004
2024_4,50,120990110,BPDrop001-BPDrop004
2024_4,55,120990111,BPDrop001-BPDrop004
2024_4,60,120990112,BPDrop001-BPDrop012
2024_4,65,120990113,BPDrop001-BPDrop005
2024_4,70,120990114,BPDrop001-BPDrop005
2024_4,75,120990115,BPDrop001-BPDrop005
2024_4,80,120990116,BPDrop001-BPDrop013
2024_4,85,120990117,BPDrop001-BPDrop006
2024_4,90,120990118,BPDrop001-BPDrop008
2024_4,95,120990119,BPDrop001-BPDrop007
2024_4,100,120990120,BPDrop001-BPDrop009
2024_5,5,120990101,BPDrop001-BPDrop002
2024_5,10,120990102,BPDrop001-BPDrop010
2024_5,15,120990103,BPDrop001-BPDrop002
2024_5,20,120990104,BPDrop001-BPDrop010
2024_5,25,120990105,BPDrop001-BPDrop003
2024_5,30,120990106,BPDrop001-BPDrop003
2024_5,35,120990107,BPDrop001-BPDrop003
2024_5,40,120990108,BPDrop001-BPDrop011
2024_5,45,120990109,BPDrop001-BPDrop004
2024_5,50,120990110,BPDrop001-BPDrop004
2024_5,55,120990111,BPDrop001-BPDrop004
2024_5,60,120990112,BPDrop001-BPDrop012
2024_5,65,120990113,BPDrop001-BPDrop005
2024_5,70,120990114,BPDrop001-BPDrop005
2024_5,75,120990115,BPDrop001-BPDrop005
2024_5,80,120990116,BPDrop001-BPDrop013
2024_5,85,120990117,BPDrop001-BPDrop006
2024_5,90,120990118,BPDrop001-BPDrop008
2024_5,95,120990119,BPDrop001-BPDrop007
2024_5,100,120990120,BPDrop001-BPDrop009
2024_6,5,120990101,BPDrop001-BPDrop002
2024_6,10,120990102,BPDrop001-BPDrop010
2024_6,15,120990103,BPDrop001-BPDrop002
2024_6,20,120990104,BPDrop001-BPDrop010
2024_6,25,120990105,BPDrop001-BPDrop003
2024_6,30,120990106,BPDrop001-BPDrop003
2024_6,35,120990107,BPDrop001-BPDrop003
2024_6,40,120990108,BPDrop001-BPDrop011
2024_6,45,120990109,BPDrop001-BPDrop004
2024_6,50,120990110,BPDrop001-BPDrop004
2024_6,55,120990111,BPDrop001-BPDrop004
2024_6,60,120990112,BPDrop001-BPDrop012
2024_6,65,120990113,BPDrop001-BPDrop005
2024_6,70,120990114,BPDrop001-BPDrop005
2024_6,75,120990115,BPDrop001-BPDrop005
2024_6,80,120990116,BPDrop001-BPDrop013
2024_6,85,120990117,BPDrop001-BPDrop006
2024_6,90,120990118,BPDrop001-BPDrop008
2024_6,95,120990119,BPDrop001-BPDrop007
2024_6,100,120990120,BPDrop001-BPDrop009
2024_7,5,120990101,BPDrop001-BPDrop002
2024_7,10,120990102,BPDrop001-BPDrop010
2024_7,15,120990103,BPDrop001-BPDrop002
2024_7,20,120990104,BPDrop001-BPDrop010
2024_7,25,120990105,BPDrop001-BPDrop003
2024_7,30,120990106,BPDrop001-BPDrop003
2024_7,35,120990107,BPDrop001-BPDrop003
2024_7,40,120990108,BPDrop001-BPDrop011
2024_7,45,120990109,BPDrop001-BPDrop004
2024_7,50,120990110,BPDrop001-BPDrop004
2024_7,55,120990111,BPDrop001-BPDrop004
2024_7,60,120990112,BPDrop001-BPDrop012
2024_7,65,120990113,BPDrop001-BPDrop005
2024_7,70,120990114,BPDrop001-BPDrop005
2024_7,75,120990115,BPDrop001-BPDrop005
2024_7,80,120990116,BPDrop001-BPDrop013
2024_7,85,120990117,BPDrop001-BPDrop006
2024_7,90,120990118,BPDrop001-BPDrop008
2024_7,95,120990119,BPDrop001-BPDrop007
2024_7,100,120990120,BPDrop001-BPDrop009
2024_8,5,120990101,BPDrop001-BPDrop002
2024_8,10,120990102,BPDrop001-BPDrop010
2024_8,15,120990103,BPDrop001-BPDrop002
2024_8,20,120990104,BPDrop001-BPDrop010
2024_8,25,120990105,BPDrop001-BPDrop003
2024_8,30,120990106,BPDrop001-BPDrop003
2024_8,35,120990107,BPDrop001-BPDrop003
2024_8,40,120990108,BPDrop001-BPDrop011
2024_8,45,120990109,BPDrop001-BPDrop004
2024_8,50,120990110,BPDrop001-BPDrop004
2024_8,55,120990111,BPDrop001-BPDrop004
2024_8,60,120990112,BPDrop001-BPDrop012
2024_8,65,120990113,BPDrop001-BPDrop005
2024_8,70,120990114,BPDrop001-BPDrop005
2024_8,75,120990115,BPDrop001-BPDrop005
2024_8,80,120990116,BPDrop001-BPDrop013
2024_8,85,120990117,BPDrop001-BPDrop006
2024_8,90,120990118,BPDrop001-BPDrop008
2024_8,95,120990119,BPDrop001-BPDrop007
2024_8,100,120990120,BPDrop001-BPDrop009
2024_9,5,120990101,BPDrop001-BPDrop002
2024_9,10,120990102,BPDrop001-BPDrop010
2024_9,15,120990103,BPDrop001-BPDrop002
2024_9,20,120990104,BPDrop001-BPDrop010
2024_9,25,120990105,BPDrop001-BPDrop003
2024_9,30,120990106,BPDrop001-BPDrop003
2024_9,35,120990107,BPDrop001-BPDrop003
2024_9,40,120990108,BPDrop001-BPDrop011
2024_9,45,120990109,BPDrop001-BPDrop004
2024_9,50,120990110,BPDrop001-BPDrop004
2024_9,55,120990111,BPDrop001-BPDrop004
2024_9,60,120990112,BPDrop001-BPDrop012
2024_9,65,120990113,BPDrop001-BPDrop005
2024_9,70,120990114,BPDrop001-BPDrop005
2024_9,75,120990115,BPDrop001-BPDrop005
2024_9,80,120990116,BPDrop001-BPDrop013
2024_9,85,120990117,BPDrop001-BPDrop006
2024_9,90,120990118,BPDrop001-BPDrop008
2024_9,95,120990119,BPDrop001-BPDrop007
2024_9,100,120990120,BPDrop001-BPDrop009
2024_10,5,120990101,BPDrop001-BPDrop002
2024_10,10,120990102,BPDrop001-BPDrop010
2024_10,15,120990103,BPDrop001-BPDrop002
2024_10,20,120990104,BPDrop001-BPDrop010
2024_10,25,120990105,BPDrop001-BPDrop003
2024_10,30,120990106,BPDrop001-BPDrop003
2024_10,35,120990107,BPDrop001-BPDrop003
2024_10,40,120990108,BPDrop001-BPDrop011
2024_10,45,120990109,BPDrop001-BPDrop004
2024_10,50,120990110,BPDrop001-BPDrop004
2024_10,55,120990111,BPDrop001-BPDrop004
2024_10,60,120990112,BPDrop001-BPDrop012
2024_10,65,120990113,BPDrop001-BPDrop005
2024_10,70,120990114,BPDrop001-BPDrop005
2024_10,75,120990115,BPDrop001-BPDrop005
2024_10,80,120990116,BPDrop001-BPDrop013
2024_10,85,120990117,BPDrop001-BPDrop006
2024_10,90,120990118,BPDrop001-BPDrop008
2024_10,95,120990119,BPDrop001-BPDrop007
2024_10,100,120990120,BPDrop001-BPDrop009
2024_11,5,120990101,BPDrop001-BPDrop002
2024_11,10,120990102,BPDrop001-BPDrop010
2024_11,15,120990103,BPDrop001-BPDrop002
2024_11,20,120990104,BPDrop001-BPDrop010
2024_11,25,120990105,BPDrop001-BPDrop003
2024_11,30,120990106,BPDrop001-BPDrop003
2024_11,35,120990107,BPDrop001-BPDrop003
2024_11,40,120990108,BPDrop001-BPDrop011
2024_11,45,120990109,BPDrop001-BPDrop004
2024_11,50,120990110,BPDrop001-BPDrop004
2024_11,55,120990111,BPDrop001-BPDrop004
2024_11,60,120990112,BPDrop001-BPDrop012
2024_11,65,120990113,BPDrop001-BPDrop005
2024_11,70,120990114,BPDrop001-BPDrop005
2024_11,75,120990115,BPDrop001-BPDrop005
2024_11,80,120990116,BPDrop001-BPDrop013
2024_11,85,120990117,BPDrop001-BPDrop006
2024_11,90,120990118,BPDrop001-BPDrop008
2024_11,95,120990119,BPDrop001-BPDrop007
2024_11,100,120990120,BPDrop001-BPDrop009
2024_12,5,120990101,BPDrop001-BPDrop002
2024_12,10,120990102,BPDrop001-BPDrop010
2024_12,15,120990103,BPDrop001-BPDrop002
2024_12,20,120990104,BPDrop001-BPDrop010
2024_12,25,120990105,BPDrop001-BPDrop003
2024_12,30,120990106,BPDrop001-BPDrop003
2024_12,35,120990107,BPDrop001-BPDrop003
2024_12,40,120990108,BPDrop001-BPDrop011
2024_12,45,120990109,BPDrop001-BPDrop004
2024_12,50,120990110,BPDrop001-BPDrop004
2024_12,55,120990111,BPDrop001-BPDrop004
2024_12,60,120990112,BPDrop001-BPDrop012
2024_12,65,120990113,BPDrop001-BPDrop005
2024_12,70,120990114,BPDrop001-BPDrop005
2024_12,75,120990115,BPDrop001-BPDrop005
2024_12,80,120990116,BPDrop001-BPDrop013
2024_12,85,120990117,BPDrop001-BPDrop006
2024_12,90,120990118,BPDrop001-BPDrop008
2024_12,95,120990119,BPDrop001-BPDrop007
2024_12,100,120990120,BPDrop001-BPDrop009
2025_1,5,120200101,BPDrop001-BPDrop002
2025_1,10,120200102,BPDrop001-BPDrop010
2025_1,15,120200103,BPDrop001-BPDrop002
2025_1,20,120200104,BPDrop001-BPDrop010
2025_1,25,120200105,BPDrop001-BPDrop003
2025_1,30,120200106,BPDrop001-BPDrop003
2025_1,35,120200107,BPDrop001-BPDrop003
2025_1,40,120200108,BPDrop001-BPDrop011
2025_1,45,120200109,BPDrop001-BPDrop004
2025_1,50,120200110,BPDrop001-BPDrop004
2025_1,55,120200111,BPDrop001-BPDrop004
2025_1,60,120200112,BPDrop001-BPDrop012
2025_1,65,120200113,BPDrop001-BPDrop005
2025_1,70,120200114,BPDrop001-BPDrop005
2025_1,75,120200115,BPDrop001-BPDrop005
2025_1,80,120200116,BPDrop001-BPDrop013
2025_1,85,120200117,BPDrop001-BPDrop006
2025_1,90,120200118,BPDrop001-BPDrop008
2025_1,95,120200119,BPDrop001-BPDrop007
2025_1,100,120200120,BPDrop001-BPDrop009
2025_2,5,120990101,BPDrop001-BPDrop002
2025_2,10,120990102,BPDrop001-BPDrop010
2025_2,15,120990103,BPDrop001-BPDrop002
2025_2,20,120990104,BPDrop001-BPDrop010
2025_2,25,120990105,BPDrop001-BPDrop003
2025_2,30,120990106,BPDrop001-BPDrop003
2025_2,35,120990107,BPDrop001-BPDrop003
2025_2,40,120990108,BPDrop001-BPDrop011
2025_2,45,120990109,BPDrop001-BPDrop004
2025_2,50,120990110,BPDrop001-BPDrop004
2025_2,55,120990111,BPDrop001-BPDrop004
2025_2,60,120990112,BPDrop001-BPDrop012
2025_2,65,120990113,BPDrop001-BPDrop005
2025_2,70,120990114,BPDrop001-BPDrop005
2025_2,75,120990115,BPDrop001-BPDrop005
2025_2,80,120990116,BPDrop001-BPDrop013
2025_2,85,120990117,BPDrop001-BPDrop006
2025_2,90,120990118,BPDrop001-BPDrop008
2025_2,95,120990119,BPDrop001-BPDrop007
2025_2,100,120990120,BPDrop001-BPDrop009
2025_3,5,120990101,BPDrop001-BPDrop002
2025_3,10,120990102,BPDrop001-BPDrop010
2025_3,15,120990103,BPDrop001-BPDrop002
2025_3,20,120990104,BPDrop001-BPDrop010
2025_3,25,120990105,BPDrop001-BPDrop003
2025_3,30,120990106,BPDrop001-BPDrop003
2025_3,35,120990107,BPDrop001-BPDrop003
2025_3,40,120990108,BPDrop001-BPDrop011
2025_3,45,120990109,BPDrop001-BPDrop004
2025_3,50,120990110,BPDrop001-BPDrop004
2025_3,55,120990111,BPDrop001-BPDrop004
2025_3,60,120990112,BPDrop001-BPDrop012
2025_3,65,120990113,BPDrop001-BPDrop005
2025_3,70,120990114,BPDrop001-BPDrop005
2025_3,75,120990115,BPDrop001-BPDrop005
2025_3,80,120990116,BPDrop001-BPDrop013
2025_3,85,120990117,BPDrop001-BPDrop006
2025_3,90,120990118,BPDrop001-BPDrop008
2025_3,95,120990119,BPDrop001-BPDrop007
2025_3,100,120990120,BPDrop001-BPDrop009
2025_4,5,120990101,BPDrop001-BPDrop002
2025_4,10,120990102,BPDrop001-BPDrop010
2025_4,15,120990103,BPDrop001-BPDrop002
2025_4,20,120990104,BPDrop001-BPDrop010
2025_4,25,120990105,BPDrop001-BPDrop003
2025_4,30,120990106,BPDrop001-BPDrop003
2025_4,35,120990107,BPDrop001-BPDrop003
2025_4,40,120990108,BPDrop001-BPDrop011
2025_4,45,120990109,BPDrop001-BPDrop004
2025_4,50,120990110,BPDrop001-BPDrop004
2025_4,55,120990111,BPDrop001-BPDrop004
2025_4,60,120990112,BPDrop001-BPDrop012
2025_4,65,120990113,BPDrop001-BPDrop005
2025_4,70,120990114,BPDrop001-BPDrop005
2025_4,75,120990115,BPDrop001-BPDrop005
2025_4,80,120990116,BPDrop001-BPDrop013
2025_4,85,120990117,BPDrop001-BPDrop006
2025_4,90,120990118,BPDrop001-BPDrop008
2025_4,95,120990119,BPDrop001-BPDrop007
2025_4,100,120990120,BPDrop001-BPDrop009
2025_5,5,120990101,BPDrop001-BPDrop002
2025_5,10,120990102,BPDrop001-BPDrop010
2025_5,15,120990103,BPDrop001-BPDrop002
2025_5,20,120990104,BPDrop001-BPDrop010
2025_5,25,120990105,BPDrop001-BPDrop003
2025_5,30,120990106,BPDrop001-BPDrop003
2025_5,35,120990107,BPDrop001-BPDrop003
2025_5,40,120990108,BPDrop001-BPDrop011
2025_5,45,120990109,BPDrop001-BPDrop004
2025_5,50,120990110,BPDrop001-BPDrop004
2025_5,55,120990111,BPDrop001-BPDrop004
2025_5,60,120990112,BPDrop001-BPDrop012
2025_5,65,120990113,BPDrop001-BPDrop005
2025_5,70,120990114,BPDrop001-BPDrop005
2025_5,75,120990115,BPDrop001-BPDrop005
2025_5,80,120990116,BPDrop001-BPDrop013
2025_5,85,120990117,BPDrop001-BPDrop006
2025_5,90,120990118,BPDrop001-BPDrop008
2025_5,95,120990119,BPDrop001-BPDrop007
2025_5,100,120990120,BPDrop001-BPDrop009
2025_6,5,120990101,BPDrop001-BPDrop002
2025_6,10,120990102,BPDrop001-BPDrop010
2025_6,15,120990103,BPDrop001-BPDrop002
2025_6,20,120990104,BPDrop001-BPDrop010
2025_6,25,120990105,BPDrop001-BPDrop003
2025_6,30,120990106,BPDrop001-BPDrop003
2025_6,35,120990107,BPDrop001-BPDrop003
2025_6,40,120990108,BPDrop001-BPDrop011
2025_6,45,120990109,BPDrop001-BPDrop004
2025_6,50,120990110,BPDrop001-BPDrop004
2025_6,55,120990111,BPDrop001-BPDrop004
2025_6,60,120990112,BPDrop001-BPDrop012
2025_6,65,120990113,BPDrop001-BPDrop005
2025_6,70,120990114,BPDrop001-BPDrop005
2025_6,75,120990115,BPDrop001-BPDrop005
2025_6,80,120990116,BPDrop001-BPDrop013
2025_6,85,120990117,BPDrop001-BPDrop006
2025_6,90,120990118,BPDrop001-BPDrop008
2025_6,95,120990119,BPDrop001-BPDrop007
2025_6,100,120990120,BPDrop001-BPDrop009
2025_7,5,120990101,BPDrop001-BPDrop002
2025_7,10,120990102,BPDrop001-BPDrop010
2025_7,15,120990103,BPDrop001-BPDrop002
2025_7,20,120990104,BPDrop001-BPDrop010
2025_7,25,120990105,BPDrop001-BPDrop003
2025_7,30,120990106,BPDrop001-BPDrop003
2025_7,35,120990107,BPDrop001-BPDrop003
2025_7,40,120990108,BPDrop001-BPDrop011
2025_7,45,120990109,BPDrop001-BPDrop004
2025_7,50,120990110,BPDrop001-BPDrop004
2025_7,55,120990111,BPDrop001-BPDrop004
2025_7,60,120990112,BPDrop001-BPDrop012
2025_7,65,120990113,BPDrop001-BPDrop005
2025_7,70,120990114,BPDrop001-BPDrop005
2025_7,75,120990115,BPDrop001-BPDrop005
2025_7,80,120990116,BPDrop001-BPDrop013
2025_7,85,120990117,BPDrop001-BPDrop006
2025_7,90,120990118,BPDrop001-BPDrop008
2025_7,95,120990119,BPDrop001-BPDrop007
2025_7,100,120990120,BPDrop001-BPDrop009
2025_8,5,120990101,BPDrop001-BPDrop002
2025_8,10,120990102,BPDrop001-BPDrop010
2025_8,15,120990103,BPDrop001-BPDrop002
