ID,Type,StringValue,Value,Condition,Value2,CheckItems,PreTasks,SortValue,MainType,Group,VipLimit,SteamAchievement,TypeString,Title,Info,Icon,Days,ResetType,Activity,Drop,VersionControls
263,20,,5845,>=,,,,,4,4000,,,,,,,,,,410153,335
264,20,,5880,>=,,,,,4,4000,,,,,,,,,,410154,335
265,20,,5915,>=,,,,,4,4000,,,,,,,,,,410155,335
266,20,,5950,>=,,,,,4,4000,,,,,,,,,,410157,335
267,20,,5985,>=,,,,,4,4000,,,,,,,,,,410147,337
268,20,,6020,>=,,,,,4,6000,,,,,,,,,,410148,337
269,20,,6055,>=,,,,,4,6000,,,,,,,,,,410149,337
270,20,,6090,>=,,,,,4,6000,,,,,,,,,,410150,337
271,20,,6125,>=,,,,,4,6000,,,,,,,,,,410151,337
272,20,,6160,>=,,,,,4,6000,,,,,,,,,,410152,337
273,20,,6195,>=,,,,,4,6000,,,,,,,,,,410153,337
274,20,,6230,>=,,,,,4,6000,,,,,,,,,,410154,337
275,20,,6265,>=,,,,,4,6000,,,,,,,,,,410155,337
276,20,,6300,>=,,,,,4,6000,,,,,,,,,,410158,337
277,20,,6335,>=,,,,,4,6000,,,,,,,,,,410147,362
278,20,,6370,>=,,,,,4,6000,,,,,,,,,,410148,362
279,20,,6405,>=,,,,,4,6000,,,,,,,,,,410149,362
280,20,,6440,>=,,,,,4,6000,,,,,,,,,,410150,362
281,20,,6475,>=,,,,,4,6000,,,,,,,,,,410151,362
282,20,,6510,>=,,,,,4,6000,,,,,,,,,,410152,362
283,20,,6545,>=,,,,,4,6000,,,,,,,,,,410153,362
284,20,,6580,>=,,,,,4,6000,,,,,,,,,,410154,362
285,20,,6615,>=,,,,,4,6000,,,,,,,,,,410155,362
286,20,,6650,>=,,,,,4,6000,,,,,,,,,,410159,362
287,20,,6685,>=,,,,,4,6000,,,,,,,,,,410147,363
288,20,,6720,>=,,,,,4,6000,,,,,,,,,,410148,363
289,20,,6755,>=,,,,,4,6000,,,,,,,,,,410149,363
290,20,,6790,>=,,,,,4,6000,,,,,,,,,,410150,363
291,20,,6825,>=,,,,,4,6000,,,,,,,,,,410151,363
292,20,,6860,>=,,,,,4,6000,,,,,,,,,,410152,363
293,20,,6895,>=,,,,,4,6000,,,,,,,,,,410153,363
294,20,,6930,>=,,,,,4,6000,,,,,,,,,,410154,363
295,20,,6965,>=,,,,,4,6000,,,,,,,,,,410155,363
296,20,,7000,>=,,,,,4,6000,,,,,,,,,,410160,363
297,20,,7035,>=,,,,,4,6000,,,,,,,,,,410147,364
298,20,,7070,>=,,,,,4,6000,,,,,,,,,,410148,364
299,20,,7105,>=,,,,,4,6000,,,,,,,,,,410149,364
300,20,,7140,>=,,,,,4,6000,,,,,,,,,,410150,364
301,20,,7175,>=,,,,,4,6000,,,,,,,,,,410151,364
302,20,,7210,>=,,,,,4,6000,,,,,,,,,,410152,364
303,20,,7245,>=,,,,,4,6000,,,,,,,,,,410153,364
304,20,,7280,>=,,,,,4,6000,,,,,,,,,,410154,364
305,20,,7315,>=,,,,,4,6000,,,,,,,,,,410155,364
306,20,,7350,>=,,,,,4,6000,,,,,,,,,,410161,364
307,20,,7385,>=,,,,,4,6000,,,,,,,,,,410147,365
308,20,,7420,>=,,,,,4,6000,,,,,,,,,,410148,365
309,20,,7455,>=,,,,,4,6000,,,,,,,,,,410149,365
310,20,,7490,>=,,,,,4,6000,,,,,,,,,,410150,365
311,20,,7525,>=,,,,,4,6000,,,,,,,,,,410151,365
312,20,,7560,>=,,,,,4,6000,,,,,,,,,,410152,365
313,20,,7595,>=,,,,,4,6000,,,,,,,,,,410153,365
314,20,,7630,>=,,,,,4,6000,,,,,,,,,,410154,365
315,20,,7665,>=,,,,,4,6000,,,,,,,,,,410155,365
316,20,,7700,>=,,,,,4,6000,,,,,,,,,,410162,365
317,20,,7735,>=,,,,,4,6000,,,,,,,,,,410147,366
318,20,,7770,>=,,,,,4,6000,,,,,,,,,,410148,366
319,20,,7805,>=,,,,,4,6000,,,,,,,,,,410149,366
320,20,,7840,>=,,,,,4,6000,,,,,,,,,,410150,366
321,20,,7875,>=,,,,,4,6000,,,,,,,,,,410151,366
322,20,,7910,>=,,,,,4,6000,,,,,,,,,,410152,366
323,20,,7945,>=,,,,,4,6000,,,,,,,,,,410153,366
324,20,,7980,>=,,,,,4,6000,,,,,,,,,,410154,366
325,20,,8015,>=,,,,,4,8000,,,,,,,,,,410155,366
326,20,,8050,>=,,,,,4,8000,,,,,,,,,,410163,366
327,20,,8085,>=,,,,,4,8000,,,,,,,,,,410147,367
328,20,,8120,>=,,,,,4,8000,,,,,,,,,,410148,367
329,20,,8155,>=,,,,,4,8000,,,,,,,,,,410149,367
330,20,,8190,>=,,,,,4,8000,,,,,,,,,,410150,367
331,20,,8225,>=,,,,,4,8000,,,,,,,,,,410151,367
332,20,,8260,>=,,,,,4,8000,,,,,,,,,,410152,367
333,20,,8295,>=,,,,,4,8000,,,,,,,,,,410153,367
334,20,,8330,>=,,,,,4,8000,,,,,,,,,,410154,367
335,20,,8365,>=,,,,,4,8000,,,,,,,,,,410155,367
336,20,,8400,>=,,,,,4,8000,,,,,,,,,,410164,367
337,20,,8435,>=,,,,,4,8000,,,,,,,,,,410147,368
338,20,,8470,>=,,,,,4,8000,,,,,,,,,,410148,368
339,20,,8505,>=,,,,,4,8000,,,,,,,,,,410149,368
340,20,,8540,>=,,,,,4,8000,,,,,,,,,,410150,368
341,20,,8575,>=,,,,,4,8000,,,,,,,,,,410151,368
342,20,,8610,>=,,,,,4,8000,,,,,,,,,,410152,368
343,20,,8645,>=,,,,,4,8000,,,,,,,,,,410153,368
344,20,,8680,>=,,,,,4,8000,,,,,,,,,,410154,368
345,20,,8715,>=,,,,,4,8000,,,,,,,,,,410155,368
346,20,,8750,>=,,,,,4,8000,,,,,,,,,,410165,368
347,20,,8785,>=,,,,,4,8000,,,,,,,,,,410147,369
348,20,,8820,>=,,,,,4,8000,,,,,,,,,,410148,369
349,20,,8855,>=,,,,,4,8000,,,,,,,,,,410149,369
350,20,,8890,>=,,,,,4,8000,,,,,,,,,,410150,369
351,20,,8925,>=,,,,,4,8000,,,,,,,,,,410151,369
352,20,,8960,>=,,,,,4,8000,,,,,,,,,,410152,369
353,20,,8995,>=,,,,,4,8000,,,,,,,,,,410153,369
354,20,,9030,>=,,,,,4,8000,,,,,,,,,,410154,369
355,20,,9065,>=,,,,,4,8000,,,,,,,,,,410155,369
356,20,,9100,>=,,,,,4,8000,,,,,,,,,,410166,369
357,20,,9135,>=,,,,,4,8000,,,,,,,,,,410147,370
358,20,,9170,>=,,,,,4,8000,,,,,,,,,,410148,370
359,20,,9205,>=,,,,,4,8000,,,,,,,,,,410149,370
360,20,,9240,>=,,,,,4,8000,,,,,,,,,,410150,370
361,20,,9275,>=,,,,,4,8000,,,,,,,,,,410151,370
362,20,,9310,>=,,,,,4,8000,,,,,,,,,,410152,370
363,20,,9345,>=,,,,,4,8000,,,,,,,,,,410153,370
364,20,,9380,>=,,,,,4,8000,,,,,,,,,,410154,370
365,20,,9415,>=,,,,,4,8000,,,,,,,,,,410155,370
366,20,,9450,>=,,,,,4,8000,,,,,,,,,,410167,370
367,20,,9485,>=,,,,,4,8000,,,,,,,,,,410147,371
368,20,,9520,>=,,,,,4,8000,,,,,,,,,,410148,371
369,20,,9555,>=,,,,,4,8000,,,,,,,,,,410149,371
370,20,,9590,>=,,,,,4,8000,,,,,,,,,,410150,371
371,20,,9625,>=,,,,,4,8000,,,,,,,,,,410151,371
372,20,,9660,>=,,,,,4,8000,,,,,,,,,,410152,371
373,20,,9695,>=,,,,,4,8000,,,,,,,,,,410153,371
374,20,,9730,>=,,,,,4,8000,,,,,,,,,,410154,371
375,20,,9765,>=,,,,,4,8000,,,,,,,,,,410155,371
376,20,,9800,>=,,,,,4,8000,,,,,,,,,,410168,371
377,20,,9835,>=,,,,,4,8000,,,,,,,,,,410147,373
378,20,,9870,>=,,,,,4,8000,,,,,,,,,,410148,373
379,20,,9905,>=,,,,,4,8000,,,,,,,,,,410149,373
380,20,,9940,>=,,,,,4,8000,,,,,,,,,,410150,373
381,20,,9975,>=,,,,,4,8000,,,,,,,,,,410151,373
382,20,,10010,>=,,,,,4,10000,,,,,,,,,,410152,373
383,20,,10045,>=,,,,,4,10000,,,,,,,,,,410153,373
384,20,,10080,>=,,,,,4,10000,,,,,,,,,,410154,373
385,20,,10115,>=,,,,,4,10000,,,,,,,,,,410155,373
386,20,,10150,>=,,,,,4,10000,,,,,,,,,,410169,373
387,20,,10185,>=,,,,,4,10000,,,,,,,,,,410147,374
388,20,,10220,>=,,,,,4,10000,,,,,,,,,,410148,374
389,20,,10255,>=,,,,,4,10000,,,,,,,,,,410149,374
390,20,,10290,>=,,,,,4,10000,,,,,,,,,,410150,374
391,20,,10325,>=,,,,,4,10000,,,,,,,,,,410151,374
392,20,,10360,>=,,,,,4,10000,,,,,,,,,,410152,374
393,20,,10395,>=,,,,,4,10000,,,,,,,,,,410153,374
394,20,,10430,>=,,,,,4,10000,,,,,,,,,,410154,374
395,20,,10465,>=,,,,,4,10000,,,,,,,,,,410155,374
396,20,,10500,>=,,,,,4,10000,,,,,,,,,,410170,374
2001,20,,10535,>=,,,,,4,10000,,,,,,,,,,410147,375
2002,20,,10570,>=,,,,,4,10000,,,,,,,,,,410148,375
2003,20,,10605,>=,,,,,4,10000,,,,,,,,,,410149,375
2004,20,,10640,>=,,,,,4,10000,,,,,,,,,,410150,375
2005,20,,10675,>=,,,,,4,10000,,,,,,,,,,410151,375
2006,20,,10710,>=,,,,,4,10000,,,,,,,,,,410152,375
2007,20,,10745,>=,,,,,4,10000,,,,,,,,,,410153,375
2008,20,,10780,>=,,,,,4,10000,,,,,,,,,,410154,375
2009,20,,10815,>=,,,,,4,10000,,,,,,,,,,410155,375
2010,20,,10850,>=,,,,,4,10000,,,,,,,,,,410171,375
2011,20,,10885,>=,,,,,4,10000,,,,,,,,,,410147,376
2012,20,,10920,>=,,,,,4,10000,,,,,,,,,,410148,376
2013,20,,10955,>=,,,,,4,10000,,,,,,,,,,410149,376
2014,20,,10990,>=,,,,,4,10000,,,,,,,,,,410150,376
2015,20,,11025,>=,,,,,4,10000,,,,,,,,,,410151,376
2016,20,,11060,>=,,,,,4,10000,,,,,,,,,,410152,376
2017,20,,11095,>=,,,,,4,10000,,,,,,,,,,410153,376
2018,20,,11130,>=,,,,,4,10000,,,,,,,,,,410154,376
2019,20,,11165,>=,,,,,4,10000,,,,,,,,,,410155,376
2020,20,,11200,>=,,,,,4,10000,,,,,,,,,,410172,376
2021,20,,11235,>=,,,,,4,10000,,,,,,,,,,410147,377
2022,20,,11270,>=,,,,,4,10000,,,,,,,,,,410148,377
2023,20,,11305,>=,,,,,4,10000,,,,,,,,,,410149,377
2024,20,,11340,>=,,,,,4,10000,,,,,,,,,,410150,377
2025,20,,11375,>=,,,,,4,10000,,,,,,,,,,410151,377
2026,20,,11410,>=,,,,,4,10000,,,,,,,,,,410152,377
2027,20,,11445,>=,,,,,4,10000,,,,,,,,,,410153,377
2028,20,,11480,>=,,,,,4,10000,,,,,,,,,,410154,377
2029,20,,11515,>=,,,,,4,10000,,,,,,,,,,410155,377
2030,20,,11550,>=,,,,,4,10000,,,,,,,,,,410173,377
2031,20,,11585,>=,,,,,4,10000,,,,,,,,,,410147,378
2032,20,,11620,>=,,,,,4,10000,,,,,,,,,,410148,378
2033,20,,11655,>=,,,,,4,10000,,,,,,,,,,410149,378
2034,20,,11690,>=,,,,,4,10000,,,,,,,,,,410150,378
2035,20,,11725,>=,,,,,4,10000,,,,,,,,,,410151,378
2036,20,,11760,>=,,,,,4,10000,,,,,,,,,,410152,378
2037,20,,11795,>=,,,,,4,10000,,,,,,,,,,410153,378
2038,20,,11830,>=,,,,,4,10000,,,,,,,,,,410154,378
2039,20,,11865,>=,,,,,4,10000,,,,,,,,,,410155,378
2040,20,,11900,>=,,,,,4,10000,,,,,,,,,,410174,378
2041,20,,11935,>=,,,,,4,10000,,,,,,,,,,410147,379
2042,20,,11970,>=,,,,,4,10000,,,,,,,,,,410148,379
2043,20,,12005,>=,,,,,4,12000,,,,,,,,,,410149,379
2044,20,,12040,>=,,,,,4,12000,,,,,,,,,,410150,379
2045,20,,12075,>=,,,,,4,12000,,,,,,,,,,410151,379
2046,20,,12110,>=,,,,,4,12000,,,,,,,,,,410152,379
2047,20,,12145,>=,,,,,4,12000,,,,,,,,,,410153,379
2048,20,,12180,>=,,,,,4,12000,,,,,,,,,,410154,379
2049,20,,12215,>=,,,,,4,12000,,,,,,,,,,410155,379
2050,20,,12250,>=,,,,,4,12000,,,,,,,,,,410175,379
2051,20,,12285,>=,,,,,4,12000,,,,,,,,,,410147,380
2052,20,,12320,>=,,,,,4,12000,,,,,,,,,,410148,380
2053,20,,12355,>=,,,,,4,12000,,,,,,,,,,410149,380
2054,20,,12390,>=,,,,,4,12000,,,,,,,,,,410150,380
2055,20,,12425,>=,,,,,4,12000,,,,,,,,,,410151,380
2056,20,,12460,>=,,,,,4,12000,,,,,,,,,,410152,380
2057,20,,12495,>=,,,,,4,12000,,,,,,,,,,410153,380
2058,20,,12530,>=,,,,,4,12000,,,,,,,,,,410154,380
2059,20,,12565,>=,,,,,4,12000,,,,,,,,,,410155,380
2060,20,,12600,>=,,,,,4,12000,,,,,,,,,,410176,380
2061,20,,12635,>=,,,,,4,12000,,,,,,,,,,410147,381
2062,20,,12670,>=,,,,,4,12000,,,,,,,,,,410148,381
2063,20,,12705,>=,,,,,4,12000,,,,,,,,,,410149,381
2064,20,,12740,>=,,,,,4,12000,,,,,,,,,,410150,381
2065,20,,12775,>=,,,,,4,12000,,,,,,,,,,410151,381
2066,20,,12810,>=,,,,,4,12000,,,,,,,,,,410152,381
2067,20,,12845,>=,,,,,4,12000,,,,,,,,,,410153,381
2068,20,,12880,>=,,,,,4,12000,,,,,,,,,,410154,381
2069,20,,12915,>=,,,,,4,12000,,,,,,,,,,410155,381
2070,20,,12950,>=,,,,,4,12000,,,,,,,,,,410177,381
2071,20,,12985,>=,,,,,4,12000,,,,,,,,,,410147,382
2072,20,,13020,>=,,,,,4,12000,,,,,,,,,,410148,382
2073,20,,13055,>=,,,,,4,12000,,,,,,,,,,410149,382
2074,20,,13090,>=,,,,,4,12000,,,,,,,,,,410150,382
2075,20,,13125,>=,,,,,4,12000,,,,,,,,,,410151,382
2076,20,,13160,>=,,,,,4,12000,,,,,,,,,,410152,382
2077,20,,13195,>=,,,,,4,12000,,,,,,,,,,410153,382
2078,20,,13230,>=,,,,,4,12000,,,,,,,,,,410154,382
2079,20,,13265,>=,,,,,4,12000,,,,,,,,,,410155,382
2080,20,,13300,>=,,,,,4,12000,,,,,,,,,,410178,382
2081,20,,13335,>=,,,,,4,12000,,,,,,,,,,410147,383
2082,20,,13370,>=,,,,,4,12000,,,,,,,,,,410148,383
2083,20,,13405,>=,,,,,4,12000,,,,,,,,,,410149,383
2084,20,,13440,>=,,,,,4,12000,,,,,,,,,,410150,383
2085,20,,13475,>=,,,,,4,12000,,,,,,,,,,410151,383
2086,20,,13510,>=,,,,,4,12000,,,,,,,,,,410152,383
2087,20,,13545,>=,,,,,4,12000,,,,,,,,,,410153,383
2088,20,,13580,>=,,,,,4,12000,,,,,,,,,,410154,383
2089,20,,13615,>=,,,,,4,12000,,,,,,,,,,410155,383
2090,20,,13650,>=,,,,,4,12000,,,,,,,,,,410179,383
2091,20,,13685,>=,,,,,4,12000,,,,,,,,,,410147,384
2092,20,,13720,>=,,,,,4,12000,,,,,,,,,,410148,384
2093,20,,13755,>=,,,,,4,12000,,,,,,,,,,410149,384
2094,20,,13790,>=,,,,,4,12000,,,,,,,,,,410150,384
2095,20,,13825,>=,,,,,4,12000,,,,,,,,,,410151,384
2096,20,,13860,>=,,,,,4,12000,,,,,,,,,,410152,384
2097,20,,13895,>=,,,,,4,12000,,,,,,,,,,410153,384
2098,20,,13930,>=,,,,,4,12000,,,,,,,,,,410154,384
2099,20,,13965,>=,,,,,4,12000,,,,,,,,,,410155,384
2100,20,,14000,>=,,,,,4,12000,,,,,,,,,,410180,384
2101,20,,14035,>=,,,,,4,14000,,,,,,,,,,410147,385
2102,20,,14070,>=,,,,,4,14000,,,,,,,,,,410148,385
2103,20,,14105,>=,,,,,4,14000,,,,,,,,,,410149,385
2104,20,,14140,>=,,,,,4,14000,,,,,,,,,,410150,385
2105,20,,14175,>=,,,,,4,14000,,,,,,,,,,410151,385
2106,20,,14210,>=,,,,,4,14000,,,,,,,,,,410152,385
2107,20,,14245,>=,,,,,4,14000,,,,,,,,,,410153,385
2108,20,,14280,>=,,,,,4,14000,,,,,,,,,,410154,385
2109,20,,14315,>=,,,,,4,14000,,,,,,,,,,410155,385
2110,20,,14350,>=,,,,,4,14000,,,,,,,,,,410181,385
2111,20,,14385,>=,,,,,4,14000,,,,,,,,,,410147,386
2112,20,,14420,>=,,,,,4,14000,,,,,,,,,,410148,386
2113,20,,14455,>=,,,,,4,14000,,,,,,,,,,410149,386
2114,20,,14490,>=,,,,,4,14000,,,,,,,,,,410150,386
2115,20,,14525,>=,,,,,4,14000,,,,,,,,,,410151,386
2116,20,,14560,>=,,,,,4,14000,,,,,,,,,,410152,386
2117,20,,14595,>=,,,,,4,14000,,,,,,,,,,410153,386
2118,20,,14630,>=,,,,,4,14000,,,,,,,,,,410154,386
2119,20,,14665,>=,,,,,4,14000,,,,,,,,,,410155,386
2120,20,,14700,>=,,,,,4,14000,,,,,,,,,,410182,386
2121,20,,14735,>=,,,,,4,14000,,,,,,,,,,410147,387
2122,20,,14770,>=,,,,,4,14000,,,,,,,,,,410148,387
2123,20,,14805,>=,,,,,4,14000,,,,,,,,,,410149,387
2124,20,,14840,>=,,,,,4,14000,,,,,,,,,,410150,387
2125,20,,14875,>=,,,,,4,14000,,,,,,,,,,410151,387
2126,20,,14910,>=,,,,,4,14000,,,,,,,,,,410152,387
2127,20,,14945,>=,,,,,4,14000,,,,,,,,,,410153,387
2128,20,,14980,>=,,,,,4,14000,,,,,,,,,,410154,387
2129,20,,15015,>=,,,,,4,14000,,,,,,,,,,410155,387
2130,20,,15050,>=,,,,,4,14000,,,,,,,,,,410183,387
401,33,,1001,>=,15,,,,5,,,,,T_Quest_Title_401,,,,,,401,292-108
402,33,,5001,>=,15,,,,5,,,,,T_Quest_Title_402,,,,,,402,293-108
403,33,,7001,>=,15,,,,5,,,,,T_Quest_Title_403,,,,,,403,294-108
404,33,,8001,>=,15,,,,5,,,,,T_Quest_Title_404,,,,,,404,314-108
405,33,,3001,>=,15,,,,5,,,,,T_Quest_Title_405,,,,,,405,311-108
406,33,,4001,>=,15,,,,5,,,,,T_Quest_Title_406,,,,,,406,312-108
407,33,,6001,>=,15,,,,5,,,,,T_Quest_Title_407,,,,,,407,313-108
408,33,,2001,>=,15,,,,5,,,,,T_Quest_Title_408,,,,,,408,310-108
409,33,,11001,>=,15,,,,5,,,,,T_Quest_Title_409,,,,,,409,317-108
410,33,,9001,>=,15,,,,5,,,,,T_Quest_Title_410,,,,,,410,315-108
411,33,,10001,>=,15,,,,5,,,,,T_Quest_Title_411,,,,,,411,316-108
412,33,,12001,>=,15,,,,5,,,,,T_Quest_Title_412,,,,,,412,318-108
413,33,,13001,>=,15,,,,5,,,,,T_Quest_Title_413,,,,,,413,321-108
414,33,,14001,>=,15,,,,5,,,,,T_Quest_Title_414,,,,,,414,322-108
415,33,,15001,>=,15,,,,5,,,,,T_Quest_Title_415,,,,,,415,323-108
416,33,,16001,>=,15,,,,5,,,,,T_Quest_Title_416,,,,,,416,331-108
417,33,,17001,>=,15,,,,5,,,,,T_Quest_Title_417,,,,,,417,334-108
418,33,,18001,>=,15,,,,5,,,,,T_Quest_Title_418,,,,,,418,338-108
419,33,,19001,>=,15,,,,5,,,,,T_Quest_Title_419,,,,,,419,338-108
420,33,,20001,>=,15,,,,5,,,,,T_Quest_Title_420,,,,,,420,342-108
421,33,,21001,>=,15,,,,5,,,,,T_Quest_Title_421,,,,,,421,344-108
422,33,,22001,>=,15,,,,5,,,,,T_Quest_Title_422,,,,,,422,346-108
490,33,,90001,>=,15,,,,5,,,,,T_Quest_Title_490,,,,,,490,348-108
491,33,,91001,>=,15,,,,5,,,,,T_Quest_Title_491,,,,,,491,501-108
423,33,,23001,>=,15,,,,5,,,,,T_Quest_Title_423,,,,,,423,503-108
424,33,,24001,>=,15,,,,5,,,,,T_Quest_Title_424,,,,,,424,505-108
425,33,,25001,>=,15,,,,5,,,,,T_Quest_Title_425,,,,,,425,507-108
426,33,,26001,>=,15,,,,5,,,,,T_Quest_Title_426,,,,,,426,509-108
427,33,,27001,>=,15,,,,5,,,,,T_Quest_Title_427,,,,,,427,511-108-59
428,33,,28001,>=,15,,,,5,,,,,T_Quest_Title_428,,,,,,428,513-108
429,33,,29001,>=,15,,,,5,,,,,T_Quest_Title_429,,,,,,429,515-108
430,33,,30001,>=,15,,,,5,,,,,T_Quest_Title_430,,,,,,430,517-108
431,33,,31001,>=,15,,,,5,,,,,T_Quest_Title_431,,,,,,431,519-108
432,33,,32001,>=,15,,,,5,,,,,T_Quest_Title_432,,,,,,432,521-108
433,33,,33001,>=,15,,,,5,,,,,T_Quest_Title_433,,,,,,433,523-108
434,33,,34001,>=,15,,,,5,,,,,T_Quest_Title_434,,,,,,434,525-108
435,33,,35001,>=,15,,,,5,,,,,T_Quest_Title_435,,,,,,435,527-108
436,33,,36001,>=,15,,,,5,,,,,T_Quest_Title_436,,,,,,436,529-108
437,33,,37001,>=,15,,,,5,,,,,T_Quest_Title_437,,,,,,437,531-108
438,33,,38001,>=,15,,,,5,,,,,T_Quest_Title_438,,,,,,438,533-108
439,33,,39001,>=,15,,,,5,,,,,T_Quest_Title_439,,,,,,439,535-108
440,33,,10040001,>=,15,,,,5,,,,,T_Quest_Title_440,,,,,,440,537-108
441,33,,10041001,>=,15,,,,5,,,,,T_Quest_Title_441,,,,,,441,539-108
442,33,,10042001,>=,15,,,,5,,,,,T_Quest_Title_442,,,,,,442,546-108
501,16,,10,>=,,,,,,2,,CumulativeLogin10,,T_Quest_Title_501,T_Quest_Info_501,,,,,415026,
502,16,,20,>=,,,,,,2,,CumulativeLogin20,,T_Quest_Title_502,T_Quest_Info_502,,,,,415027,
503,16,,30,>=,,,,,,2,,CumulativeLogin30,,T_Quest_Title_503,T_Quest_Info_503,,,,,415028,
504,16,,40,>=,,,,,,2,,CumulativeLogin40,,T_Quest_Title_504,T_Quest_Info_504,,,,,415029,
505,16,,50,>=,,,,,,2,,CumulativeLogin50,,T_Quest_Title_505,T_Quest_Info_505,,,,,415030,
1101,16,,70,>=,,,505,,,2,,CumulativeLogin70,,T_Quest_Title_1101,T_Quest_Info_1101,,,,,AvaD1101,64
1102,16,,100,>=,,,505,,,2,,CumulativeLogin100,,T_Quest_Title_1102,T_Quest_Info_1102,,,,,AvaD1102,64
506,18,,2,>=,,,,,,2,,OwnGirls2,,T_Quest_Title_506,T_Quest_Info_506,,,,,415001,
507,18,,4,>=,,,,,,2,,OwnGirls4,,T_Quest_Title_507,T_Quest_Info_507,,,,,415002,
508,18,,6,>=,,,,,,2,,OwnGirls6,,T_Quest_Title_508,T_Quest_Info_508,,,,,415003,
509,18,,8,>=,,,,,,2,,OwnGirls8,,T_Quest_Title_509,T_Quest_Info_509,,,,,415004,
510,18,,10,>=,,,,,,2,,OwnGirls10,,T_Quest_Title_510,T_Quest_Info_510,,,,,415005,
1103,18,,20,>=,,,510,,,2,,OwnGirls20,,T_Quest_Title_1103,T_Quest_Info_1103,,,,,AvaD1103,64
1104,18,,30,>=,,,510,,,2,,OwnGirls30,,T_Quest_Title_1104,T_Quest_Info_1104,,,,,AvaD1104,64
511,30,,10,>=,,,,,,2,,OwnFashion10,,T_Quest_Title_511,T_Quest_Info_511,,,,,415006,
512,30,,20,>=,,,,,,2,,OwnFashion20,,T_Quest_Title_512,T_Quest_Info_512,,,,,415007,
513,30,,30,>=,,,,,,2,,OwnFashion30,,T_Quest_Title_513,T_Quest_Info_513,,,,,415008,
514,30,,40,>=,,,,,,2,,OwnFashion40,,T_Quest_Title_514,T_Quest_Info_514,,,,,415009,
515,30,,50,>=,,,,,,2,,OwnFashion50,,T_Quest_Title_515,T_Quest_Info_515,,,,,415010,
1105,30,,70,>=,,,515,,,2,,OwnFashion70,,T_Quest_Title_1105,T_Quest_Info_1105,,,,,AvaD1105,64
1106,30,,100,>=,,,515,,,2,,OwnFashion100,,T_Quest_Title_1106,T_Quest_Info_1106,,,,,AvaD1106,64
516,11,,20,>=,,,,,,2,,PlayGame20,,T_Quest_Title_516,T_Quest_Info_26,,,,,415011,
517,11,,40,>=,,,,,,2,,PlayGame40,,T_Quest_Title_517,T_Quest_Info_517,,,,,415012,
518,11,,60,>=,,,,,,2,,PlayGame60,,T_Quest_Title_518,T_Quest_Info_518,,,,,415013,
519,11,,80,>=,,,,,,2,,PlayGame80,,T_Quest_Title_519,T_Quest_Info_519,,,,,415014,
520,11,,100,>=,,,,,,2,,PlayGame100,,T_Quest_Title_520,T_Quest_Info_520,,,,,415015,
1107,11,,120,>=,,,520,,,2,,PlayGame120,,T_Quest_Title_1107,T_Quest_Info_1107,,,,,AvaD1107,64
1108,11,,150,>=,,,520,,,2,,PlayGame150,,T_Quest_Title_1108,T_Quest_Info_1108,,,,,AvaD1108,64
521,15,,20,>=,,,,,,2,,WaterGunVictory20,,T_Quest_Title_521,T_Quest_Info_521,,,,,415016,
522,15,,40,>=,,,,,,2,,WaterGunVictory40,,T_Quest_Title_522,T_Quest_Info_522,,,,,415017,
523,15,,60,>=,,,,,,2,,WaterGunVictory60,,T_Quest_Title_523,T_Quest_Info_523,,,,,415018,
524,15,,80,>=,,,,,,2,,WaterGunVictory80,,T_Quest_Title_524,T_Quest_Info_524,,,,,415019,
525,15,,100,>=,,,,,,2,,WaterGunVictory100,,T_Quest_Title_525,T_Quest_Info_525,,,,,415020,
1109,15,,120,>=,,,525,,,2,,WaterGunVictory120,,T_Quest_Title_1109,T_Quest_Info_1109,,,,,AvaD1109,64
1110,15,,150,>=,,,525,,,2,,WaterGunVictory150,,T_Quest_Title_1110,T_Quest_Info_1110,,,,,AvaD1110,64
526,13,,20,>=,,,,,,2,,CooperationGuardBattle20,,T_Quest_Title_526,T_Quest_Info_526,,,,,415021,
527,13,,40,>=,,,,,,2,,CooperationGuardBattle40,,T_Quest_Title_527,T_Quest_Info_527,,,,,415022,
528,13,,60,>=,,,,,,2,,CooperationGuardBattle60,,T_Quest_Title_528,T_Quest_Info_528,,,,,415023,
529,13,,80,>=,,,,,,2,,CooperationGuardBattle80,,T_Quest_Title_529,T_Quest_Info_529,,,,,415024,
530,13,,100,>=,,,,,,2,,CooperationGuardBattle100,,T_Quest_Title_530,T_Quest_Info_530,,,,,415025,
1111,13,,120,>=,,,530,,,2,,CooperationGuardBattle120,,T_Quest_Title_1111,T_Quest_Info_1111,,,,,AvaD1111,64
1112,13,,150,>=,,,530,,,2,,CooperationGuardBattle150,,T_Quest_Title_1112,T_Quest_Info_1112,,,,,AvaD1112,64
531,21,,10,>=,,,,,,2,,OpenStory10,,T_Quest_Title_531,T_Quest_Info_531,,,,,415031,
532,21,,20,>=,,,,,,2,,OpenStory20,,T_Quest_Title_532,T_Quest_Info_532,,,,,415032,
533,21,,30,>=,,,,,,2,,OpenStory30,,T_Quest_Title_533,T_Quest_Info_533,,,,,415033,
534,21,,40,>=,,,,,,2,,OpenStory40,,T_Quest_Title_534,T_Quest_Info_534,,,,,415034,
1113,21,,70,>=,,,534,,,2,,OpenStory70,,T_Quest_Title_1113,T_Quest_Info_1113,,,,,AvaD1113,64
