ID,STACK_TYPE,STACK_LEVEL,STACK_COUNT,BarIcon,BarTip,AttributeStack,HealHPRate,HPShell,HitCountShell,PERIOD,DelayTrigger,TRIGGER_TIME,DMG_RATE,DMG_CONSTANT,ATTRIBUTE_ID,AttributeRate,Energy,ShowText,FX_STATUS,FX_TRIGGER,LIMIT_TYPE,StatusType,IsAura,IsBuff,AuraWorkStatus,AuraWorkRange,AuraTarget,IsRemoveOnSkill,IsRemoveOnHit,OnEndStatus,SpecialFunction,SpecialFunctionValue,IsStackInherit
130187,130185,4,,,,,,,,6,,,,,1301871,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
130188,130185,5,,,,,,,,6,,,,,1301881,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
130189,130189,2,,,,,,,,8,,1,0.2,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130190,130189,3,,,,,,,,8,,1,0.3,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130191,130189,4,,,,,,,,8,,1,0.4,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130192,130189,5,,,,,,,,8,,1,0.5,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130193,130193,2,,,,,,,,5,,,,,1301931,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130194,130193,3,,,,,,,,5,,,,,1301941,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130195,130193,4,,,,,,,,5,,,,,1301951,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130196,130193,5,,,,,,,,5,,,,,1301961,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130197,130197,2,,,,,,,,8,,,,,1301971,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130198,130197,3,,,,,,,,8,,,,,1301981,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130199,130197,4,,,,,,,,8,,,,,1301991,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130200,130197,5,,,,,,,,8,,,,,1302001,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130201,130201,2,,,,,,,,8,,,,,1302011,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130202,130201,3,,,,,,,,8,,,,,1302021,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130203,130201,4,,,,,,,,8,,,,,1302031,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130204,130201,5,,,,,,,,8,,,,,1302041,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130205,130205,2,,,,,,,,8,,,,,1302051,,,,FX_R18_p10_skill__2_Defense_UP,,,,,,,,,,,,,,
130206,130205,3,,,,,,,,8,,,,,1302061,,,,FX_R18_p10_skill__2_Defense_UP,,,,,,,,,,,,,,
130207,130205,4,,,,,,,,8,,,,,1302071,,,,FX_R18_p10_skill__2_Defense_UP,,,,,,,,,,,,,,
130208,130205,5,,,,,,,,8,,,,,1302081,,,,FX_R18_p10_skill__2_Defense_UP,,,,,,,,,,,,,,
130209,130209,2,,,,,,,,6,,,,,1302091,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
130210,130209,3,,,,,,,,6,,,,,1302101,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
130211,130209,4,,,,,,,,6,,,,,1302111,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
130212,130209,5,,,,,,,,6,,,,,1302121,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
130213,130213,2,,,,,,,,8,,,,,1302131,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130214,130213,3,,,,,,,,8,,,,,1302141,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130215,130213,4,,,,,,,,8,,,,,1302151,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130216,130213,5,,,,,,,,8,,,,,1302161,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
130221,130221,2,,,,,,,,8,,1,0.2,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130222,130221,3,,,,,,,,8,,1,0.3,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130223,130221,4,,,,,,,,8,,1,0.4,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130224,130221,5,,,,,,,,8,,1,0.5,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130229,130229,2,,,,,,,,6,,,,,1302291,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
130230,130229,3,,,,,,,,6,,,,,1302301,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
130231,130229,4,,,,,,,,6,,,,,1302311,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
130232,130229,5,,,,,,,,6,,,,,1302321,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
130233,130233,2,,,,,,,,6,,,,,1302331,,,,FX_R18_p10_skill__2_Atk_up,,,,,,,,,,,,,,
130234,130233,3,,,,,,,,6,,,,,1302341,,,,FX_R18_p10_skill__2_Atk_up,,,,,,,,,,,,,,
130235,130233,4,,,,,,,,6,,,,,1302351,,,,FX_R18_p10_skill__2_Atk_up,,,,,,,,,,,,,,
130236,130233,5,,,,,,,,6,,,,,1302361,,,,FX_R18_p10_skill__2_Atk_up,,,,,,,,,,,,,,
130237,130237,2,,,,,,,,6,,1,0.2,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130238,130237,3,,,,,,,,6,,1,0.3,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130239,130237,4,,,,,,,,6,,1,0.4,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130240,130237,5,,,,,,,,6,,1,0.5,,,,,,FX_R18_P20_atk_hit,,,,,,,,,,,,,,
130241,130241,2,,,,,,,,6,,,,,1302411,,,,FX_R18_p10_skill__2_Atk_up,,,,,,,,,,,,,,
130242,130241,3,,,,,,,,6,,,,,1302421,,,,FX_R18_p10_skill__2_Atk_up,,,,,,,,,,,,,,
130243,130241,4,,,,,,,,6,,,,,1302431,,,,FX_R18_p10_skill__2_Atk_up,,,,,,,,,,,,,,
130244,130241,5,,,,,,,,6,,,,,1302441,,,,FX_R18_p10_skill__2_Atk_up,,,,,,,,,,,,,,
994501,994501,1,,,,,,,,2,,,,,,,,,FX_R18_trap_buff_016,,1,,,,,,,,,,,,
994502,994502,4,,,,,,,,3.5,0.5,2,,,4502,,,,FX_trap_buff_001,,,,,,,,,,,,,,
994503,994502,4,,,,,,,,10,,,,,4502,,,,FX_trap_buff_001,,,,,,,,,,,,,,
993001,993001,2,,,,,0.3,,,1,,,,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
998015,998015,99,,,,,,,,3,,0.5,,,,,,,FX_trap_buff_003,,,,,1,,,,,,,2,,
994001,994001,1,,,,,,,,10,,,,,4001,,,,FX_trap_buff_004,,,,,1,,,,,,,,,
996001,996001,2,,,,,,1200,,30,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,,,
995001,995001,99,,,,,,,,10,,,,,5001,,,,FX_R18_trap_buff_006,,,,,1,,,,,,,,,
998007,998007,99,,,,,,,,10,,,,,8007,,,,FX_trap_buff_015,,,8,,1,,,,,,,1,,
998018,998007,99,,,,,,,,5,,,,,8007,,,,FX_trap_buff_015,,,8,,1,,,,,,,1,,
998019,998007,99,,,,,,,,0.4,,,,,8007,,,,,,,8,,1,,,,,,,1,,
998008,998008,99,,,,,,,,10,,,,,,,,,FX_trap_buff_010,,,6,,1,,,,1,1,,,,
997001,997003,1,,,,,,,,6,,,,,,,,,FX_R18_trap_buff_009,,3,7,,,,,,,,,,,
997002,997002,1,,,,,,,,5,,,,,7003,,,,FX_R18_p05__Skil_1_1,,,9,,,,,,,,,,,
997003,997001,1,,,,,,,,1,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
997004,997004,1,,,,,,,,4.3,,,,,,,,,FX_R18_trap_buff_014,,,,,,,,,,,7005-4503,,,
997005,997005,1,,,,,,,,10,,,,,5501,,,,,,,10,,,,,,,,,,,
997012,997002,1,,,,,,,,7,,,,,7003,,,,FX_R18_p05__Skil_1_1,,,9,,,,,,,,,,,
993002,993002,1,,,,,,,,1,,,1.92,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
991001,991001,1,,,,,,,,15,,,,,1001,,,,FX_R18_p02_skill__2_buff,,,,,1,,,,,,,,,
991002,991001,1,,,,,,,,15,,,,,1001,,,,FX_moba_p002___002_Skil_2_buff,,,,,1,,,,,,,,,
992001,992001,1,,,,,,,,15,,,,,2001,,,,,,,,,1,,,,,,,,,
990001,990001,1,,,,,,,,1.5,1,1.1,,,,,,,,,,,1,1,1001-2001,10,,,,,,,
990002,990001,1,,,,,,,,1.5,1,1.1,,,,,,,,,,,1,1,1002-2001,10,,,,,,,
990003,990001,2,,,,,,,,1.5,1,1.1,,,,,,,,,,,1,1,1001-2001,999,,,,,,,
992002,992002,99,,,,,,,,20,,,,,2002,,,,,,,4,,1,,,,1,,,,,
992004,992004,99,,,,,,,,20,,,,,2004,,,,,,,4,,1,,,,1,,,,,
993500,993500,99,,,,,,,,0.5,,,,9999,,,,,,,,,,,,,,,,,,,
993504,995304,99,,,,,,,,5.5,5.2,0.1,,9999,,,,,,,,4,,,,,,,,,,,
994002,994001,1,,,,,,,,15,,,,,4001,,,,,,,,,1,,,,,,,,,
993501,993501,1,3,,,,,,,1,,,0.16,,,,,,,,,,,,,,,,,,,,
994504,994502,4,,,,,,,,1,,,,,4502,,,,,,,,,,,,,,,,,,
997006,997001,1,,,,,,,,1,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
998001,998008,1,,,,,,,,3.7,,,,,,,,,FX_trap_buff_010,,,6,,1,,,,1,1,,,,
994505,994502,4,,,,,,,,1,,,,,4502,,,,,,,,,,,,,,,,,,
997007,997001,1,,,,,,,,1.5,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
994506,994506,1,,,,,,,,1.5,,,,,,,,,FX_trap_buff_020,,2,,,,,,,,,,,,
994517,994502,4,,,,,,,,1.5,,,,,4502,,,,,,,,,,,,,,,,,,
997008,997002,1,,,,,,,,5,,,,,7009,,,,FX_moba_p005_002___Skil_1_1,,,9,,,,,,,,,,,
994003,994001,1,,,,,,,,10,,,,,4001,,,,FX_trap_buff_004,,,,,1,,,,,,,,,
993502,993502,1,,,,,,,,10,,1,0.33,,,,,,FX_R18_moba__atk_1_hit__debuff,,,,,,,,,,,,,,
993505,993505,1,,,,,,,,5,,1,0.3,,,,,,FX_moba_p006__Skill_1_2,,,,,,,,,,,,,,
993506,993506,1,,,,,,,,8,,1,0.35,,,,,,FX_P13_debuff_001,,,,,,,,,,,,,,
993512,993506,1,,,,,,,,8,,1,0.5,,,,,,FX_P13_debuff_001,,,,,,,,,,,,,,
993507,993507,1,10,,,,,,,2,,,,,,,,,FX_R18_P13_skill_2_exhit,,,,,,,,,,,,,,
993508,993508,1,,,,,,,,1,,,0.4,,,,,,FX_R18_moba__atk_1_hit__debuff,,,,,,,,,,,,,,
997009,997009,1,,,,,,,,10,,,,,,,,,FX_moba_p006__Skill_1_2_1,,,,,,,,,,,,,,
997010,997001,1,,,,,,,,1.1,,,,,,,,,FX_moba_p006__Skill_2_2_B,,3,11,,,,,,,,,,,
998002,997001,99,,,,,,,,20,,,,,,,,,,,,,,,,,,1,,,,,
998004,997002,99,,,,,,,,20,,,,,,,,,FX_Moba_005,,,,,,,,,1,,,,,
998011,7001,99,,,,,,,,20,,,,,,,,,,,,,,,,,,1,,,,,
998005,997001,99,,,,,,,,5,,,,,2003,,,,,,,,,,,,,1,,,,,
998006,997002,99,,,,,,,,5,,,,,,,,,FX_Moba_005,,,,,,,,,1,,,,,
998012,7001,99,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,
993003,993003,1,,,,,,,,0.9,,,0.48,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
993503,993503,1,,,,,,,,0.9,,,0.48,,,,,,,,,,,,,,,,,,,,
993004,993003,1,,,,,,,,0.9,,,0.6,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
993511,993503,1,,,,,,,,0.9,,,0.6,,,,,,,,,,,,,,,,,,,,
991501,991501,1,,,,,,,,10,,,,,1501,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
992501,992501,1,,,,,,,,5,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
992502,992501,1,,,,,,,,6,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
999001,999001,1,,,,,,,,5,,,,,,,,,FX_R18_trap_buff_018,,,,,,,,,,,,,,
991003,991003,1,,,,,,,,300,,,,,1002,,,,,,,,,,,,,,,,,,
990004,990004,1,,,,,,,,1,,,,,,,,,,,,,1,1,991004,15,,,,,,,
991004,991004,1,,,,,,,,8,,,,,1004,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
999002,999002,1,,,,,,,,6,,0.4,,,,,,,FX_R18_trap_Debuff_001,,,,,,,,,,,,,,
996002,996001,1,,,,,,1200,,30,,,,,,,,,FX_Monster_M050_skill_1_buff,,,,,1,,,,,,,,,
1003,1003,1,,,,,,,,3000,,,,,1003,,,,,,,,,1,,,,,,,,,
997011,997002,1,,,,,,,,1.1,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,998003,,,
998003,997002,99,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
995002,995001,1,,,,,,,,10,,,,,5002,,,,FX_R18_P11_skill_1_biff,,,,,1,,,,,,,,,
995003,995001,1,,,,,,,,10,,,,,5003,,,,FX_R18_P31_skill_1_buff,,,,,1,,,,,,,,,
996003,996001,3,,,,,,2500,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,,,
996004,996001,4,,,,,,4000,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,,,
991502,991501,1,,,,,,,,10,,,,,1501,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
995501,995501,4,,,,,,,,1,,,,,5503,,,,FX_R18_P14_skill_1_debuff,,,,,,,,,,,,,,
998016,998016,99,,,,,,,,6,,,,,,,,,FX_R18_P14_skill_2_buff,,,,,1,,,,,,,3,,
998017,998015,99,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,2,,
994507,994502,4,,,,,,,,4,,,,,4502,,,,FX_trap_buff_001,,,,,,,,,,,,,,
990005,990005,1,,,,,,,,8.5,0.5,1,,,,,,,FX_R18_P15_skill_2_3Buff,,,,1,1,993509,10,,,,,,,
993509,993509,1,,,,,,,,1,,,0.5,,,,,,FX_R18_P15_skill_2_hit,,,,,,,,,,,,,,
993510,993510,1,,,,,,,,1,,,0.2,,,,,,FX_R18_P15_skill_1_hit,,,,,,,,,,,,,,
993514,993510,1,,,,,,,,1,,,0.35,,,,,,FX_R18_P15_skill_1_hit,,,,,,,,,,,,,,
991011,991011,1,,,,,,,,10,,,,,1011,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
992503,992501,1,,,,,,,,8,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
993005,993005,1,,,,,,,,1,,,2.2,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
994508,994502,4,,,,,,,,8,,,,,4502,,,,FX_trap_buff_001,,,,,,,,,,,,,,
998009,998008,1,,,,,,,,3.5,,,,,,,,,FX_trap_buff_010,,,6,,1,,,,,1,,,,
991005,991005,1,3,,,1,,,,10,,,,,1005,,,,FX_R18_P17_Skill_2_Atk_Up,,,,,1,,,,,,,,,
991012,991012,1,3,,,1,,,,10,,,,,1012,,,,,,,,,1,,,,,,,,,
992504,992501,1,,,,,,,,8,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
994509,994502,4,,,,,,,,4,,,,,4502,,,,FX_trap_buff_001,,,,,,,,,,,,,,
991006,991006,1,,,,,,,,10,,,,,1006,,,,FX_R18_P13_Skill_2_Cri_Up,,,,,1,,,,,,,,,
991007,991007,1,,,,,,,,10,,,,,1007,,,,,,,,,1,,,,,,,,,
997013,994506,1,,,,,,,,2.5,,,,,,,,,FX_trap_buff_020,,2,,,,,,,,,,,,
997014,997002,1,,,,,,,,5,,,,,,,,,FX_R18_P18_Skill_01_Debuff,,,9,,,,,,,,,,,
997016,997002,1,,,,,,,,6,,,,,,,,,FX_R18_P18_Skill_01_Debuff,,,9,,,,,,,,,,,
997017,994506,1,,,,,,,,3.5,,,,,,,,,FX_trap_buff_020,,2,,,,,,,,,,,,
991008,991008,1,,,,,,,,10,,,,,1008,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
992005,992005,1,,,,,,,,10,,,,,2005,,,,,,,,,1,,,,,,,,,
992505,992501,1,,,,,,,,8,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
993006,993006,1,,,,,,,,10,,1,0.4,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
993008,993006,1,,,,,,,,10,,1,0.6,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
994510,994501,1,,,,,,,,5.2,,,,,,,,,FX_R18_P19_Skill_1_Floor,,1,,,,,,,,,,,,
993518,993518,1,,,,,,,,5.2,,1,0.5,,,,,,FX_R18_P19_skill_2_hit,,,,,,,,,,,,,,
990006,990006,1,,,,,,,,1,,,,,,,,,,,,,1,1,991009,15,,,,,,,
991009,991009,1,,,,,,,,8,,,,,1009,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
992506,992501,1,,,,,,,,8,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
998010,130141,99,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
991010,991010,1,,,,,,,,10,,,,,1010,,,,FX_R18_P13_Skill_2_Cri_Up,,,,,1,,,,,,,,,
993007,993007,1,,,,,,,,1,,,2,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
990007,990007,1,,,,,,,,5.5,0.5,1,0.4,,,,,,FX_R18_P21_skill_2_Buff,,,,1,,993513,10,Ally,,,,,,
993513,993513,1,,,,,,,,1,,,0.4,,,,,,FX_R18_P21_skill_2_Buff_3,,,,,,,,,,,,,,
997015,997002,1,,,,,,,,2,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
991503,991501,1,,,,,,,,8,,,,,1501,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
992006,992006,1,,,,,,,,10,,,,,2006,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
991504,991501,1,,,,,,,,8,,,,,1501,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
990008,996001,1,,,,,,2500,,10,,,,,,,,,FX_R18_trap_buff_005,,,,1,1,996005,999,Ally,,,,,,
990009,996001,1,,,,,,4000,,10,,,,,,,,,FX_R18_trap_buff_005,,,,1,1,996006,999,Ally,,,,,,
992007,992007,1,,,,,,,,10,,,,,2007,,,,FX_R18_p10_skill__2_Defense_UP,,,,,,,,,,,,,,
996005,996001,3,,,,,,2500,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,,,
996006,996001,3,,,,,,4000,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,,,
997018,997002,1,,,,,,,,2,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
993515,993515,1,,,,,,,,1,0.6,,0.6,,,,,,FX_R18_P15_skill_2_hit,,,,,,,,,,,,,,
993519,993515,2,,,,,,,,1,0.6,,0.85,,,,,,FX_R18_P15_skill_2_hit,,,,,,,,,,,,,,
997019,994506,1,,,,,,,,2.5,,,,,,,,,FX_trap_buff_020,,2,,,,,,,,,,,,
997024,994506,1,,,,,,,,1.5,,,,,,,,,FX_trap_buff_020,,2,,,,,,,,,,,,
994511,994502,4,,,,,,,,1,,,,,4502,,,,FX_trap_buff_001,,,,,,,,,,,,,,
997020,997002,1,,,,,,,,2,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
991013,991013,1,,,,,,,,10,,,,,1013,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
994512,994502,4,,,,,,,,10,,,,,4502,,,,FX_trap_buff_001,,,,,,,,,,,,,,
993516,993516,1,10,,,,,,,2,,,,,,,,,FX_R18_P23_skill_hit,,,,,,,,,,,,,,
991016,991016,1,,,,,,,,10,,,,,1016,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
992009,992009,1,,,,,,,,10,,,,,2009,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
991505,991501,1,3,,,1,,,,10,,,,,1502,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
999003,999003,1,,Icon\Item\Skill\Icon_Skill_P024_002,T_STATUS_BarTip_999003,,,,,25,,,,,9003,,,,R18_P24_skill_1_0_buff,,,,,1,,,,,,,6,999003-999004-999004-999005-999005-999005,
999004,999003,1,,Icon\Item\Skill\Icon_Skill_P024_002,T_STATUS_BarTip_999004,,,,,25,,,,,9004,,,,R18_P24_skill_1_0_buff (2),,,,,1,,,,,,,,,
999005,999003,1,,Icon\Item\Skill\Icon_Skill_P024_002,T_STATUS_BarTip_999005,,,,,25,,,,,9005,,,,R18_P24_skill_1_0_buff (3),,,,,1,,,,,,,,,
999006,999003,99,,,,,,,,0.4,,,,,,,,,,,,,,1,,,,,,,,,
993517,993517,1,,,,,,,,1,,,,,,,,,R18_P24_skill_2_1_hit,,,,,,,,,,,,,,
993009,993009,1,,,,,,,,1,0.6,,1.1,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
992507,992501,1,,,,,,,,8,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
991506,991501,1,,,,,,,,8,,,,,1501,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
993520,993520,1,,,T_STATUS_BarTip_993520,,,,,8,,1,0.25,,,,,,FX_R18_P26_skill_poison_1,,,,,,,,,,,,,,
993521,993521,1,,,T_STATUS_BarTip_993521,,,,,8,,1,0.35,,,,,,FX_R18_P26_skill_poison_2,,,,,,,,,,,,,,
993522,993522,1,,,T_STATUS_BarTip_993520,,,,,8,,1,0.35,,,,,,FX_R18_P26_skill_poison_1,,,,,,,,,,,,,,
993523,993523,1,,,T_STATUS_BarTip_993521,,,,,8,,1,0.48,,,,,,FX_R18_P26_skill_poison_2,,,,,,,,,,,,,,
991014,991014,1,,,,,,,,10,,,,,1014,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
991015,991015,1,,,,,,,,10,,,,,1015,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
992008,992008,1,,,,,,,,10,,,,,2008,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
994513,994501,1,,,,,,,,5.2,,,,,,,,,R18_P27_skill_1_1_debuff,,1,,,,,,,,,,,,
994514,994502,4,,,,,,,,6,,,,,4502,,,,FX_trap_buff_001,,,,,,,,,,,,,,
990010,990010,1,,,,,,,,1,,,,,,,,,,,,,1,1,993010,999,Ally,,,,,,
993010,993010,1,,,,,,,,1,0.6,,1.8,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
991507,991501,1,,,,,,,,10,,,,,1501,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
992010,992010,1,,,,,,,,10,,,,,,,,,,,,,1,1,992011,999,Ally,,,,,,
992011,992011,1,,,,,,,,10,,,,,2010,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
992012,992012,1,,Icon\Item\Skill\Icon_Skill_P024_002,T_STATUS_BarTip_999003,,,,,15,0.1,16,,,9003,,,,R18_P24_skill_1_0_buff,,,,1,1,992017,10,Ally_Self,,,,6,992012-992013-992013-992014-992014-992014,
992013,992012,1,,Icon\Item\Skill\Icon_Skill_P024_002,T_STATUS_BarTip_999004,,,,,15,,,,,9004,,,,R18_P24_skill_1_0_buff (2),,,,,1,,,,,,,,,
992014,992012,1,,Icon\Item\Skill\Icon_Skill_P024_002,T_STATUS_BarTip_999005,,,,,15,0.1,16,,,9005,,,,R18_P24_skill_1_0_buff (3),,,,1,1,992016,10,Ally_Self,,,,,,
992015,992012,99,,,,,,,,0.4,,,,,,,,,,,,,,1,,,,,,,,,
992016,992016,1,,,,,,,,15,,,,,,,,,,,,,,1,,,,,,,,,
992017,992016,99,,,,,,,,0.4,,,,,,,,,,,,,,1,,,,,,,,,
992801,992801,1,,,,,,,,5.2,,,,,,,,,FX_R18_trap_buff_016,,1,,,,,,,,,,,,
992802,992802,1,,,,,,,,10,,,,,2802,,,,,,,,,1,,,,,,,,,
992803,992803,1,,,,,,,,4,,,,,2803,,,,FX_trap_buff_010,,,6,,1,,,,,1,,,,
990011,990001,1,,,,,,,,1.5,0.1,1.7,,,,,,,,,,,1,1,991018-994004,15,Ally_Self,,,,,,
991018,991018,1,,,,,,,,15,,,,,1015,,,,FX_R18_p02_skill__2_buff,,,,,1,,,,,,,,,
994004,994001,1,,,,,,,,10,,,,,4001,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
997021,997001,1,,,,,,,,1,,,,,,,,,FX_moba_p006__Skill_2_2_A,,3,1,,,,,,,,,,,
992508,992501,1,,,,,,,,8,,,,,2501,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
997022,997022,1,,,,,,,,15,,,,,,,,,FX_R18_P29_Skill_01_Debuff,,,,,,,,,,,,,,
997023,997023,1,,,,,,,,2,,,,,,,,,FX_R18_P29_Skill_02_Debuff_Hit,,,,,,,,,,,,,,
991017,991017,1,,,,,,,,10,,,,,1001,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
992018,992001,1,,,,,,,,10,,,,,2010,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
993011,993009,2,,,,,,,,1,0.6,,1.55,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
999007,999007,1,,,,,,,,10,,,,,140025,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999008,999007,2,,,,,,,,10,,,,,140026,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999009,999007,3,,,,,,,,10,,,,,140027,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999010,999007,4,,,,,,,,10,,,,,140028,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
992019,992019,1,,,,,,,,10,,,,,140021,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
992020,992019,2,,,,,,,,10,,,,,140022,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
992021,992019,3,,,,,,,,10,,,,,140023,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
992022,992019,4,,,,,,,,10,,,,,140033,,,,FX_R18_p10_skill__2_Defense_UP,,,,,1,,,,,,,,,
