SkinID,RoleID,SkinName,Color,MODEL_NAME,MODEL_NAME_Lobby,Icon3,VersionControl
1300118,13001,T_Skin_SkinName_1300118,2,Player/R18_P13_18_1,Player/R18_P13_18_1_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_18_X01,457-56
1300119,13001,T_Skin_SkinName_10038,4,Player/R18_P13_45,Player/R18_P13_45_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_45,356-459-56
1300120,13001,T_Skin_SkinName_10039,1,Player/R18_P13_24_X01,Player/R18_P13_24_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24_X01,356-461-56
1300121,13001,T_Skin_SkinName_10040,4,Player/R18_P13_43,Player/R18_P13_43_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_43,356-462-56
1300122,13001,T_Skin_SkinName_1300122,1,Player/R18_P13_29,Player/R18_P13_29_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_29,321-108-56
1300123,13001,T_Skin_SkinName_1300123,4,Player/R18_P13_06,Player/R18_P13_06_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_06,463-56
1300124,13001,T_Skin_SkinName_1300124,4,Player/R18_P13_06_1,Player/R18_P13_06_1_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_06_1,463-56
1400101,14001,T_Skin_SkinName_1400101,4,Player/R18_P14_39,Player/R18_P14_39_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_39,357-56
1400102,14001,T_Skin_SkinName_1400102,2,Player/R18_P14_16,Player/R18_P14_16_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_16_X01,357-56
1400103,14001,T_Skin_SkinName_1400103,2,Player/R18_P14_16_X01,Player/R18_P14_16_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_16,357-56
1400104,14001,T_Skin_SkinName_10026,4,Player/R18_P14_26,Player/R18_P14_26_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_26,357-425-56
1400105,14001,T_Skin_SkinName_10017,4,Player/R18_P14_17,Player/R18_P14_17_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_17,357-414-56
1400106,14001,T_Skin_SkinName_10025,4,Player/R18_P14_25,Player/R18_P14_25_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_25,357-423-56
1400107,14001,T_Skin_SkinName_10032,4,Player/R18_P14_34,Player/R18_P14_34_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_34,357-443-56
1400108,14001,T_Skin_SkinName_10021,4,Player/R18_P14_20,Player/R18_P14_20_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_20,357-413-56
1400109,14001,T_Skin_SkinName_10016,4,Player/R18_P14_15,Player/R18_P14_15_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_15,357-412-56
1400110,14001,T_Skin_SkinName_10022,4,Player/R18_P14_24,Player/R18_P14_24_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24,357-419-56
1400111,14001,T_Skin_SkinName_10033,4,Player/R18_P14_33,Player/R18_P14_33_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_33,357-447-56
1400112,14001,T_Skin_SkinName_10034,4,Player/R18_P14_37,Player/R18_P14_37_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_37,357-449-56
1400113,14001,T_Skin_SkinName_10035,4,Player/R18_P14_40,Player/R18_P14_40_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_40,357-452-56
1400114,14001,T_Skin_SkinName_1400114,1,Player/R18_P14_00,Player/R18_P14_00_Show,Icon/Icon06_SkinCard/Icon06_SkinCard_00,326-56
1400115,14001,T_Skin_SkinName_10036,4,Player/R18_P14_41,Player/R18_P14_41_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_41,357-454-56
1400116,14001,T_Skin_SkinName_10037,1,Player/R18_P14_05_2,Player/R18_P14_05_2_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_05_2,357-455-56
1400117,14001,T_Skin_SkinName_1400117,3,Player/R18_P14_04,Player/R18_P14_04_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_04,458-56
1400118,14001,T_Skin_SkinName_1400118,3,Player/R18_P14_04_1,Player/R18_P14_04_1_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_04_1,458-56
1400119,14001,T_Skin_SkinName_10038,4,Player/R18_P14_45,Player/R18_P14_45_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_45,357-459-56
1400120,14001,T_Skin_SkinName_10039,1,Player/R18_P14_24_X01,Player/R18_P14_24_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24_X01,357-461-56
1400121,14001,T_Skin_SkinName_10040,4,Player/R18_P14_43,Player/R18_P14_43_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_43,357-462-56
1400124,14001,T_Skin_SkinName_1400124,1,Player/R18_P14_29,Player/R18_P14_29_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_29,322-108-56
1400125,14001,T_Skin_SkinName_1400125,3,Player/R18_P14_27,Player/R18_P14_27_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_27,357-466-56
1400126,14001,T_Skin_SkinName_1400126,3,Player/R18_P14_27_X01,Player/R18_P14_27_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_27_X01,357-466-56
1500101,15001,T_Skin_SkinName_1500101,3,Player/R18_P15_35,Player/R18_P15_35_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_35,358-56
1500102,15001,T_Skin_SkinName_1500102,3,Player/R18_P15_19,Player/R18_P15_19_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_19,358-56
1500103,15001,T_Skin_SkinName_1500103,3,Player/R18_P15_19_1,Player/R18_P15_19_1_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_19_1,358-56
1500104,15001,T_Skin_SkinName_10026,3,Player/R18_P15_26,Player/R18_P15_26_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_26,358-425-56
1500105,15001,T_Skin_SkinName_10017,3,Player/R18_P15_17,Player/R18_P15_17_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_17,358-414-56
1500106,15001,T_Skin_SkinName_10025,3,Player/R18_P15_25,Player/R18_P15_25_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_25,358-423-56
1500107,15001,T_Skin_SkinName_10032,3,Player/R18_P15_34,Player/R18_P15_34_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_34,358-443-56
1500108,15001,T_Skin_SkinName_10021,3,Player/R18_P15_20,Player/R18_P15_20_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_20,358-413-56
1500109,15001,T_Skin_SkinName_10016,3,Player/R18_P15_15,Player/R18_P15_15_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_15,358-412-56
1500110,15001,T_Skin_SkinName_10022,3,Player/R18_P15_24,Player/R18_P15_24_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24,358-419-56
1500111,15001,T_Skin_SkinName_10033,3,Player/R18_P15_33,Player/R18_P15_33_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_33,358-447-56
1500112,15001,T_Skin_SkinName_10034,3,Player/R18_P15_37,Player/R18_P15_37_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_37,358-449-56
1500113,15001,T_Skin_SkinName_10035,3,Player/R18_P15_40,Player/R18_P15_40_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_40,358-452-56
1500114,15001,T_Skin_SkinName_1500114,1,Player/R18_P15_00,Player/R18_P15_00_Show,Icon/Icon06_SkinCard/Icon06_SkinCard_00,327-56
1500115,15001,T_Skin_SkinName_10036,3,Player/R18_P15_41,Player/R18_P15_41_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_41,358-454-56
1500116,15001,T_Skin_SkinName_10037,1,Player/R18_P15_05_2,Player/R18_P15_05_2_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_05_2,358-455-56
1500117,15001,T_Skin_SkinName_10038,3,Player/R18_P15_45,Player/R18_P15_45_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_45,358-459-56
1500118,15001,T_Skin_SkinName_10039,1,Player/R18_P15_24_X01,Player/R18_P15_24_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24_X01,358-461-56
1500119,15001,T_Skin_SkinName_10040,3,Player/R18_P15_43,Player/R18_P15_43_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_43,358-462-56
1500123,15001,T_Skin_SkinName_1500123,3,Player/R18_P15_16,Player/R18_P15_16_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_16_X01,358-56
1500124,15001,T_Skin_SkinName_1500124,3,Player/R18_P15_16_X01,Player/R18_P15_16_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_16,358-56
1500125,15001,T_Skin_SkinName_1500125,1,Player/R18_P15_29,Player/R18_P15_29_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_29,323-108-56
1600101,16001,T_Skin_SkinName_1600101,3,Player/R18_P16_36,Player/R18_P16_36_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_36,359-56
1600102,16001,T_Skin_SkinName_1600102,3,Player/R18_P16_12,Player/R18_P16_12_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_12,359-56
1600103,16001,T_Skin_SkinName_1600103,3,Player/R18_P16_12_1,Player/R18_P16_12_1_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_12_1,359-56
1600104,16001,T_Skin_SkinName_1600104,3,Player/R18_P16_12_2,Player/R18_P16_12_2_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_12_2,359-56
1600105,16001,T_Skin_SkinName_10026,3,Player/R18_P16_26,Player/R18_P16_26_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_26,359-425-56
1600106,16001,T_Skin_SkinName_10017,3,Player/R18_P16_17,Player/R18_P16_17_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_17,359-414-56
1600107,16001,T_Skin_SkinName_10025,3,Player/R18_P16_25,Player/R18_P16_25_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_25,359-423-56
1600108,16001,T_Skin_SkinName_10032,3,Player/R18_P16_34,Player/R18_P16_34_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_34,359-443-56
1600109,16001,T_Skin_SkinName_10021,3,Player/R18_P16_20,Player/R18_P16_20_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_20,359-413-56
1600110,16001,T_Skin_SkinName_10016,3,Player/R18_P16_15,Player/R18_P16_15_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_15,359-412-56
1600111,16001,T_Skin_SkinName_10022,3,Player/R18_P16_24,Player/R18_P16_24_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24,359-419-56
1600112,16001,T_Skin_SkinName_10033,3,Player/R18_P16_33,Player/R18_P16_33_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_33,359-447-56
1600113,16001,T_Skin_SkinName_10034,3,Player/R18_P16_37,Player/R18_P16_37_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_37,359-449-56
1600114,16001,T_Skin_SkinName_10035,3,Player/R18_P16_40,Player/R18_P16_40_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_40,359-452-56
1600115,16001,T_Skin_SkinName_1600115,1,Player/R18_P16_00,Player/R18_P16_00_Show,Icon/Icon06_SkinCard/Icon06_SkinCard_00,332-56
1600116,16001,T_Skin_SkinName_10036,3,Player/R18_P16_41,Player/R18_P16_41_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_41,359-454-56
1600117,16001,T_Skin_SkinName_10037,1,Player/R18_P16_05_2,Player/R18_P16_05_2_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_05_2,359-455-56
1600118,16001,T_Skin_SkinName_10038,3,Player/R18_P16_45,Player/R18_P16_45_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_45,359-459-56
1600119,16001,T_Skin_SkinName_10039,1,Player/R18_P16_24_X01,Player/R18_P16_24_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24_X01,359-461-56
1600120,16001,T_Skin_SkinName_10040,3,Player/R18_P16_43,Player/R18_P16_43_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_43,359-462-56
1600124,16001,T_Skin_SkinName_1600124,1,Player/R18_P16_29,Player/R18_P16_29_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_29,331-108-56
1600125,16001,T_Skin_SkinName_1600125,3,Player/R18_P16_07_1,Player/R18_P16_07_1_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_07_1,359-468-56
1600126,16001,T_Skin_SkinName_1600126,3,Player/R18_P16_07,Player/R18_P16_07_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_07,359-468-56
1700101,17001,T_Skin_SkinName_1700101,3,Player/R18_P17_02_2,Player/R18_P17_02_2_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_02_2,360-56
1700102,17001,T_Skin_SkinName_1700102,3,Player/R18_P17_28,Player/R18_P17_28_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_28,360-56
1700103,17001,T_Skin_SkinName_1700103,3,Player/R18_P17_28_1,Player/R18_P17_28_1_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_28_1,360-56
1700104,17001,T_Skin_SkinName_10026,3,Player/R18_P17_26,Player/R18_P17_26_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_26,360-425-56
1700105,17001,T_Skin_SkinName_10017,3,Player/R18_P17_17,Player/R18_P17_17_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_17,360-414-56
1700106,17001,T_Skin_SkinName_10025,3,Player/R18_P17_25,Player/R18_P17_25_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_25,360-423-56
1700107,17001,T_Skin_SkinName_10032,3,Player/R18_P17_34,Player/R18_P17_34_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_34,360-443-56
1700108,17001,T_Skin_SkinName_10021,3,Player/R18_P17_20,Player/R18_P17_20_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_20,360-413-56
1700109,17001,T_Skin_SkinName_10016,3,Player/R18_P17_15,Player/R18_P17_15_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_15,360-412-56
1700110,17001,T_Skin_SkinName_10022,3,Player/R18_P17_24,Player/R18_P17_24_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24,360-419-56
1700111,17001,T_Skin_SkinName_10033,3,Player/R18_P17_33,Player/R18_P17_33_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_33,360-447-56
1700112,17001,T_Skin_SkinName_10034,3,Player/R18_P17_37,Player/R18_P17_37_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_37,360-449-56
1700113,17001,T_Skin_SkinName_10035,3,Player/R18_P17_40,Player/R18_P17_40_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_40,360-452-56
1700114,17001,T_Skin_SkinName_1700114,1,Player/R18_P17_00,Player/R18_P17_00_Show,Icon/Icon06_SkinCard/Icon06_SkinCard_00,335-56
1700115,17001,T_Skin_SkinName_10036,3,Player/R18_P17_41,Player/R18_P17_41_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_41,360-454-56
1700116,17001,T_Skin_SkinName_10037,1,Player/R18_P17_05_2,Player/R18_P17_05_2_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_05_2,360-455-56
1700117,17001,T_Skin_SkinName_10038,3,Player/R18_P17_45,Player/R18_P17_45_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_45,360-459-56
1700118,17001,T_Skin_SkinName_10039,1,Player/R18_P17_24_X01,Player/R18_P17_24_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24_X01,360-461-56
1700119,17001,T_Skin_SkinName_10040,3,Player/R18_P17_43,Player/R18_P17_43_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_43,360-462-56
1700124,17001,T_Skin_SkinName_1700124,1,Player/R18_P17_29,Player/R18_P17_29_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_29,334-108-56
1700126,17001,T_Skin_SkinName_1700126,3,Player/R18_P17_22,Player/R18_P17_22_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_22,360-56
1700127,17001,T_Skin_SkinName_1700127,3,Player/R18_P17_22_X01,Player/R18_P17_22_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_22_X01,360-56
1800101,18001,T_Skin_SkinName_1800101,3,Player/R18_P18_36,Player/R18_P18_36_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_36,361-56
1800102,18001,T_Skin_SkinName_1800102,3,Player/R18_P18_22,Player/R18_P18_22_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_22,361-56
1800103,18001,T_Skin_SkinName_1800103,3,Player/R18_P18_22_X01,Player/R18_P18_22_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_22_X01,361-56
1800104,18001,T_Skin_SkinName_10026,3,Player/R18_P18_26,Player/R18_P18_26_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_26,361-425-56
1800105,18001,T_Skin_SkinName_10017,3,Player/R18_P18_17,Player/R18_P18_17_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_17,361-414-56
1800106,18001,T_Skin_SkinName_10025,3,Player/R18_P18_25,Player/R18_P18_25_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_25,361-423-56
1800107,18001,T_Skin_SkinName_10032,3,Player/R18_P18_34,Player/R18_P18_34_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_34,361-443-56
1800108,18001,T_Skin_SkinName_10021,3,Player/R18_P18_20,Player/R18_P18_20_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_20,361-413-56
1800109,18001,T_Skin_SkinName_10016,3,Player/R18_P18_15,Player/R18_P18_15_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_15,361-412-56
1800110,18001,T_Skin_SkinName_10022,3,Player/R18_P18_24,Player/R18_P18_24_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24,361-419-56
1800111,18001,T_Skin_SkinName_10033,3,Player/R18_P18_33,Player/R18_P18_33_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_33,361-447-56
1800112,18001,T_Skin_SkinName_10034,3,Player/R18_P18_37,Player/R18_P18_37_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_37,361-449-56
1800113,18001,T_Skin_SkinName_10035,3,Player/R18_P18_40,Player/R18_P18_40_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_40,361-452-56
1800114,18001,T_Skin_SkinName_1800114,1,Player/R18_P18_00,Player/R18_P18_00_Show,Icon/Icon06_SkinCard/Icon06_SkinCard_00,337-56
1800115,18001,T_Skin_SkinName_10036,3,Player/R18_P18_41,Player/R18_P18_41_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_41,361-454-56
1800116,18001,T_Skin_SkinName_10037,1,Player/R18_P18_05_2,Player/R18_P18_05_2_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_05_2,361-455-56
1800117,18001,T_Skin_SkinName_10038,3,Player/R18_P18_45,Player/R18_P18_45_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_45,361-459-56
1800118,18001,T_Skin_SkinName_10039,1,Player/R18_P18_24_X01,Player/R18_P18_24_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24_X01,361-461-56
1800119,18001,T_Skin_SkinName_10040,3,Player/R18_P18_43,Player/R18_P18_43_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_43,361-462-56
1800125,18001,T_Skin_SkinName_1800125,1,Player/R18_P18_29,Player/R18_P18_29_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_29,338-108-56
1800127,18001,T_Skin_SkinName_1800127,3,Player/R18_P18_27,Player/R18_P18_27_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_27,361-472-56
1800128,18001,T_Skin_SkinName_1800128,3,Player/R18_P18_27_X01,Player/R18_P18_27_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_27_X01,361-472-56
1900101,19001,T_Skin_SkinName_1900101,3,Player/R18_P19_42,Player/R18_P19_42_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_42,362-56
1900102,19001,T_Skin_SkinName_1900102,3,Player/R18_P19_04,Player/R18_P19_04_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_04,362-56
1900103,19001,T_Skin_SkinName_1900103,3,Player/R18_P19_04_1,Player/R18_P19_04_1_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_04_1,362-56
1900104,19001,T_Skin_SkinName_10026,3,Player/R18_P19_26,Player/R18_P19_26_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_26,362-425-56
1900105,19001,T_Skin_SkinName_10017,3,Player/R18_P19_17,Player/R18_P19_17_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_17,362-414-56
1900106,19001,T_Skin_SkinName_10025,3,Player/R18_P19_25,Player/R18_P19_25_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_25,362-423-56
1900107,19001,T_Skin_SkinName_10032,3,Player/R18_P19_34,Player/R18_P19_34_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_34,362-443-56
1900108,19001,T_Skin_SkinName_10021,3,Player/R18_P19_20,Player/R18_P19_20_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_20,362-413-56
1900109,19001,T_Skin_SkinName_10016,3,Player/R18_P19_15,Player/R18_P19_15_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_15,362-412-56
1900110,19001,T_Skin_SkinName_10022,3,Player/R18_P19_24,Player/R18_P19_24_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24,362-419-56
1900111,19001,T_Skin_SkinName_10033,3,Player/R18_P19_33,Player/R18_P19_33_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_33,362-447-56
1900112,19001,T_Skin_SkinName_10034,3,Player/R18_P19_37,Player/R18_P19_37_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_37,362-449-56
1900113,19001,T_Skin_SkinName_10035,3,Player/R18_P19_40,Player/R18_P19_40_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_40,362-452-56
1900114,19001,T_Skin_SkinName_1900114,1,Player/R18_P19_00,Player/R18_P19_00_Show,Icon/Icon06_SkinCard/Icon06_SkinCard_00,362-56
1900115,19001,T_Skin_SkinName_10036,3,Player/R18_P19_41,Player/R18_P19_41_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_41,362-454-56
1900116,19001,T_Skin_SkinName_10037,1,Player/R18_P19_05_2,Player/R18_P19_05_2_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_05_2,362-455-56
1900117,19001,T_Skin_SkinName_10038,3,Player/R18_P19_45,Player/R18_P19_45_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_45,362-459-56
1900118,19001,T_Skin_SkinName_10039,1,Player/R18_P19_24_X01,Player/R18_P19_24_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24_X01,362-461-56
1900119,19001,T_Skin_SkinName_10040,3,Player/R18_P19_43,Player/R18_P19_43_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_43,362-462-56
1900126,19001,T_Skin_SkinName_1900126,1,Player/R18_P19_29,Player/R18_P19_29_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_29,340-108-56
1900127,19001,T_Skin_SkinName_1900127,3,Player/R18_P19_09,Player/R18_P19_09_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_09,362-56
1900128,19001,T_Skin_SkinName_1900128,3,Player/R18_P19_09_1,Player/R18_P19_09_1_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_09_1,362-56
2000101,20001,T_Skin_SkinName_2000101,3,Player/R18_P20_30,Player/R18_P20_30_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_30,363-56
2000102,20001,T_Skin_SkinName_2000102,3,Player/R18_P20_12_2,Player/R18_P20_12_2_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_12_2,363-56
2000103,20001,T_Skin_SkinName_2000103,3,Player/R18_P20_12,Player/R18_P20_12_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_12,363-56
2000104,20001,T_Skin_SkinName_2000104,3,Player/R18_P20_12_1,Player/R18_P20_12_1_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_12_1,363-56
2000105,20001,T_Skin_SkinName_10026,3,Player/R18_P20_26,Player/R18_P20_26_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_26,363-425-56
2000106,20001,T_Skin_SkinName_10017,3,Player/R18_P20_17,Player/R18_P20_17_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_17,363-414-56
2000107,20001,T_Skin_SkinName_10025,3,Player/R18_P20_25,Player/R18_P20_25_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_25,363-423-56
2000108,20001,T_Skin_SkinName_10032,3,Player/R18_P20_34,Player/R18_P20_34_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_34,363-443-56
2000109,20001,T_Skin_SkinName_10021,3,Player/R18_P20_20,Player/R18_P20_20_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_20,363-413-56
2000110,20001,T_Skin_SkinName_10016,3,Player/R18_P20_15,Player/R18_P20_15_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_15,363-412-56
2000111,20001,T_Skin_SkinName_10022,3,Player/R18_P20_24,Player/R18_P20_24_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24,363-419-56
2000112,20001,T_Skin_SkinName_10033,3,Player/R18_P20_33,Player/R18_P20_33_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_33,363-447-56
2000113,20001,T_Skin_SkinName_10034,3,Player/R18_P20_37,Player/R18_P20_37_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_37,363-449-56
2000114,20001,T_Skin_SkinName_10035,3,Player/R18_P20_40,Player/R18_P20_40_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_40,363-452-56
2000115,20001,T_Skin_SkinName_2000115,1,Player/R18_P20_00,Player/R18_P20_00_Show,Icon/Icon06_SkinCard/Icon06_SkinCard_00,363-56
2000116,20001,T_Skin_SkinName_10036,3,Player/R18_P20_41,Player/R18_P20_41_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_41,363-454-56
2000117,20001,T_Skin_SkinName_10037,1,Player/R18_P20_05_2,Player/R18_P20_05_2_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_05_2,363-455-56
2000118,20001,T_Skin_SkinName_10038,3,Player/R18_P20_45,Player/R18_P20_45_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_45,363-459-56
2000119,20001,T_Skin_SkinName_10039,1,Player/R18_P20_24_X01,Player/R18_P20_24_X01_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_24_X01,363-461-56
2000120,20001,T_Skin_SkinName_10040,3,Player/R18_P20_43,Player/R18_P20_43_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_43,363-462-56
2000129,20001,T_Skin_SkinName_2000129,1,Player/R18_P20_29,Player/R18_P20_29_Lobby,Icon/Icon06_SkinCard/Icon06_SkinCard_29,342-108-56
