RoleID,TriggerID,DialogIDs,Sounds
18001,idel2,,P18_story_02-P18_blank_01-P18_blank_02-P18_blank_03-P18_blank_01-P18_blank_02-P18_blank_03-P18_blank_01-P18_blank_02-P18_blank_03
18001,fire,,P18_atk_01-P18_atk_02-P18_blank_02-P18_blank_03
18001,skill,,P18_skill_01-P18_skill_03-P18_blank_01-P18_blank_02-P18_blank_03
18001,dead,,P18_Break_02
18001,dead_1,,P18_Break_03
18001,levelup,,P18_gift_01-P18_gift_02
18001,mvp,,P18_mvp_01
18001,sex_loop,,P18_story_03-P18_story_05
18001,sex_hit,,P18_sexhit_01-P18_sexhit_02
18001,sex_end_02,,P18_sex_end_02
18001,sex_end_03,,P18_sex_end_02
18001,sex_idel,,P18_story_02
18001,sex_loop_06,,P18_sex06_loop_01
18001,sex_end_06_01,,P18_general_16
18001,sex_end_06_02,,P18_general_14
18001,sex_end_06_03,,P18_Sex_End_06_03
18001,sex_end_06_04,,P18_general_10
18001,sex_idel_06,,P18_general_15-P18_blank_01-P18_blank_01-P18_blank_01-P18_general_04
18001,marry_01,,P18_general_17
18001,marry_02,,P18_marry_02
18001,marry_03,,UI_Star
18001,marry_04,,sys018
19001,hit,,P19_hit_01-P19_hit_02
19001,hit_1,,P19_hit_01-P19_hit_02-P19_general_20-P19_blank_02-P19_blank_03-P19_blank_01-P19_blank_02-P19_blank_03-P19_blank_01-P19_blank_02-P19_blank_03
19001,end,,P19_Break_01
19001,idel2,,P19_story_10-P19_blank_01-P19_blank_02-P19_blank_03-P19_blank_01-P19_blank_02-P19_blank_03-P19_blank_01-P19_blank_02-P19_blank_03
19001,fire,,P19_atk_01-P19_atk_02-P19_blank_02-P19_blank_03
19001,skill,,P19_skill_01-P19_atk_02-P19_blank_01-P19_blank_02-P19_blank_03
19001,dead,,P19_dead_01
19001,dead_1,,P19_dead_02
19001,levelup,,P19_gift_02-P19_gift_03
19001,mvp,,P19_gift_01
19001,sex_loop,,P19_story_07-P19_story_08
19001,sex_hit,,P19_sexhit_01-P19_sexhit_02
19001,sex_end_01,,P19_sex_end_01
19001,sex_end_02,,P19_sex_end_01
19001,sex_end_05,,P19_sex_end_01
19001,sex_idel,,P19_story_02
19001,marry_01,,P19_marry_01
19001,marry_02,,P19_marry_02
19001,marry_03,,UI_Star
19001,marry_04,,sys018
20001,hit,,P20_hit_01-P20_hit_02
20001,hit_1,,P20_hit_03-P20_hit_04-P20_hit_05-P20_hit_06-P20_blank_03-P20_blank_01-P20_blank_02-P20_blank_03-P20_blank_01-P20_blank_02-P20_blank_03
20001,end,,P20_break_01
20001,idel2,,P20_general_19-P20_blank_02-P20_blank_03-P20_blank_01-P20_blank_02-P20_blank_03-P20_blank_01-P20_blank_02-P20_blank_03
20001,fire,,P20_atk_01-P20_atk_03-P20_blank_02-P20_blank_03
20001,skill,,P20_atk_06-P20_atk_07-P20_blank_01-P20_blank_02-P20_blank_03
20001,dead,,P20_break_02
20001,dead_1,,P20_break_01
20001,levelup,,P20_gift_01-P20_gift_02-P20_gift_03
20001,mvp,,P20_atk_07
20001,sex_loop,,P20_hit_03-P20_hit_04-P20_hit_06-P20_story_04
20001,sex_hit,,P20_hit_04-P20_hit_05
20001,sex_end_02,,P20_sex_end_01
20001,sex_end_03,,P20_sex_end_01
20001,sex_end_04,,P20_sex_end_01
20001,sex_idel,,P20_story_02
20001,marry_01,,P20_general_10
20001,marry_02,,P20_general_09
20001,marry_03,,UI_Star
20001,marry_04,,sys018
21001,hit,,P21_hit_01-P21_hit_03
21001,hit_1,,P21_hit_02-P21_hit_04-P21_hit_05-P21_blank_03-P21_blank_01-P21_blank_02-P21_blank_03-P21_blank_01-P21_blank_02-P21_blank_03
21001,end,,P21_break_01
21001,idel2,,P21_general_14-P21_blank_02-P21_blank_03-P21_blank_01-P21_blank_02-P21_blank_03-P21_blank_01-P21_blank_02-P21_blank_03
21001,fire,,P21_act_01-P21_act_02-P21_blank_02-P21_blank_03
21001,skill,,P21_skill_01-P21_skill_02-P21_skill_03-P21_blank_01-P21_blank_02-P21_blank_03
21001,dead,,P21_story_07
21001,dead_1,,P21_break_02
21001,levelup,,P21_gift_01-P21_gift_02-P21_gift_03
21001,mvp,,P21_mvp_01
21001,sex_loop,,P21_story_07-P21_story_08-P21_story_10-P21_story_11
21001,sex_hit,,P21_sexhit_01-P21_sexhit_02
21001,sex_end_05,,P21_sex_end_05
21001,sex_end_01,,P21_sex_end_01
21001,sex_end_04,,P21_sex_end_04
21001,sex_end_02,,P21_sex_end_05
21001,sex_idel,,P21_general_14-P21_story_01-P21_blank_01
21001,marry_01,,P21_general_04
21001,marry_02,,P21_hit_04
21001,marry_03,,P21_general_15
21001,marry_04,,sys018
22001,hit,,P22_hit_01-P22_hit_02
22001,hit_1,,P22_hit_03-P22_hit_04-P22_blank_03-P22_blank_01-P22_blank_02-P22_blank_03-P22_blank_01-P22_blank_02-P22_blank_03
22001,end,,P22_break_01
22001,idel2,,P22_story_11-P22_blank_02-P22_blank_03-P22_blank_01-P22_blank_02-P22_blank_03-P22_blank_01-P22_blank_02-P22_blank_03
22001,fire,,P22_atk_01-P22_atk_02-P22_blank_02-P22_blank_03
22001,skill,,P22_skill_01-P22_skill_02-P22_skill_03-P22_blank_01-P22_blank_02-P22_blank_03
22001,dead,,P22_hit_04
22001,dead_1,,P22_break_02
22001,levelup,,P22_gift_01-P22_gift_02-P22_gift_03
22001,mvp,,P22_mvp_01
22001,sex_loop,,P22_story_04-P22_sex_loop_01-P22_sex_loop_02-P22_sex_loop_03-P22_sex_loop_04-P22_sex_loop_05
22001,sex_hit,,P22_sex_hit_01-P22_sex_hit_02-P22_sex_hit_03-P22_sex_hit_04
22001,sex_end_02,,P22_sex_end_03
22001,sex_end_03,,P22_sex_end_03
22001,sex_end_04,,P22_sex_end_04
22001,sex_idel,,P22_story_02-P22_blank_01
22001,marry_01,,P22_hit_01
22001,marry_02,,P22_general_14
22001,marry_03,,UI_Star
22001,marry_04,,sys018
23001,hit,,P23_hit_01-P23_hit_04
23001,hit_1,,P23_hit_02-P23_hit_03-P23_blank_03-P23_blank_01-P23_blank_02-P23_blank_03-P23_blank_01-P23_blank_02-P23_blank_03
23001,end,,P23_break_01
23001,idel2,,P23_story_01-P23_blank_02-P23_blank_03-P23_blank_01-P23_blank_02-P23_blank_03-P23_blank_01-P23_blank_02-P23_blank_03
23001,fire,,P23_general_02-P23_general_05-P23_blank_02-P23_blank_03
23001,skill,,P23_skill_01-P23_general_10-P23_blank_01-P23_blank_02-P23_blank_03
23001,dead,,P23_dead_01
23001,dead_1,,P23_break_01
23001,levelup,,P23_gift_01-P23_gift_02-P23_gift_03-P23_general_02
23001,mvp,,P23_gift_02
23001,sex_loop,,P23_story_03-P23_story_04-P23_story_11-P23_story_12-P23_story_13-P23_story_18
23001,sex_hit,,P23_story_07-P23_story_08-P23_hit_02-P23_hit_03
23001,sex_end_01,,P23_sex_end_01
23001,sex_end_02,,P23_sex_end_05
23001,sex_end_03,,P23_sex_end_05
23001,sex_end_05,,P23_sex_end_05
23001,sex_idel,,P23_story_01-P23_blank_01
23001,marry_01,,P23_general_15
23001,marry_02,,P23_gift_03
23001,marry_03,,UI_Star
23001,marry_04,,sys018
24001,hit,,P24_hit_01-P24_hit_02
24001,hit_1,,P24_hit_03-P24_hit_04-P24_blank_03-P24_blank_01-P24_blank_02-P24_blank_03-P24_blank_01-P24_blank_02-P24_blank_03
24001,end,,P24_break_01
24001,idel2,,P24_story_11-P24_blank_02-P24_blank_03-P24_blank_01-P24_blank_02-P24_blank_03-P24_blank_01-P24_blank_02-P24_blank_03
24001,fire,,P24_atk_01-P24_atk_02-P24_general_13-P24_blank_02-P24_blank_03
24001,skill,,P24_skill_01-P24_skill_02-P24_skill_03-P24_blank_01-P24_blank_02-P24_blank_03
24001,dead,,P24_dead_01
24001,dead_1,,P24_break_02
24001,levelup,,P24_gift_01-P24_gift_02-P24_gift_03
24001,mvp,,P24_general_01
24001,sex_loop,,P24_story_05-P24_story_04-P24_story_03-P24_story_02-P24_story_13-P24_story_14
24001,sex_hit,,P24_hit_03-P24_hit_04
24001,sex_end_01,,P24_sex_end_01
24001,sex_end_02,,P24_sex_end_02
24001,sex_end_05,,P24_sex_end_02
24001,sex_idel,,P24_story_11-P24_blank_01
24001,sex_loop_06,,P24_sex06_loop_01
24001,sex_end_06_01,,P24_general_17
24001,sex_end_06_02,,P24_general_20
24001,sex_end_06_03,,P24_sex06_end_01
24001,sex_end_06_04,,P24_general_18
24001,sex_idel_06,,P24_skill_02-P24_blank_01-P24_blank_01-P24_blank_01-P24_skill_03
24001,marry_01,,P24_general_20
24001,marry_02,,P24_marry_01
24001,marry_03,,UI_Star
24001,marry_04,,sys018
25001,hit,,P25_hit_01-P25_hit_02-P25_hit_03
25001,hit_1,,P25_hit_01-P25_hit_02-P25_hit_03-P25_blank_03-P25_blank_01-P25_blank_02-P25_blank_03-P25_blank_01-P25_blank_02-P25_blank_03
25001,end,,P25_break_01
25001,idel2,,P25_story_21-P25_blank_02-P25_blank_03-P25_blank_01-P25_blank_02-P25_blank_03-P25_blank_01-P25_blank_02-P25_blank_03
25001,fire,,P25_atk_01-P25_atk_02-P25_skill_01-P25_blank_02-P25_blank_03
25001,skill,,P25_skill_05-P25_atk_01-P25_general_03-P25_blank_01-P25_blank_02-P25_blank_03
25001,dead,,P25_story_16
25001,dead_1,,P25_story_14
25001,levelup,,P25_gift_01-P25_gift_02-P25_gift_03
25001,mvp,,P25_mvp_01
25001,sex_loop,,P25_story_05-P25_story_12-P25_story_11-P25_story_09-P25_story_13-P25_story_23
25001,sex_hit,,P25_story_01-P25_sex_hit_01-P25_sex_hit_02-P25_sex_hit_03
25001,sex_end_02,,P25_sex_end_04
25001,sex_end_04,,P25_sex_end_04
25001,sex_end_05,,P25_sex_end_05
25001,sex_idel,,P25_story_01-P25_blank_01
25001,marry_01,,P25_marry_01
25001,marry_02,,P25_general_08
25001,marry_03,,UI_Star
25001,marry_04,,sys018
25001,sex_loop_06,,P25_story_06-P25_story_07
25001,sex_end_06_01,,P25_general_07
25001,sex_end_06_02,,P25_general_18
25001,sex_end_06_03,,P25_story_07
25001,sex_end_06_04,,P25_general_12
25001,sex_idel_06,,P25_story_09-P25_blank_01-P25_blank_01-P25_blank_01-P25_skill_03
26001,hit,,P26_hit_01-P26_hit_02
26001,hit_1,,P26_hit_03-P26_hit_04-P26_blank_03-P26_blank_01-P26_blank_02-P26_blank_03-P26_blank_01-P26_blank_02-P26_blank_03
26001,end,,P26_break_01
26001,idel2,,P26_story_01-P26_blank_02-P26_blank_03-P26_blank_01-P26_blank_02-P26_blank_03-P26_blank_01-P26_blank_02-P26_blank_03
26001,fire,,P26_atk_01-P26_atk_02-P26_atk_03-P26_blank_02-P26_blank_03
26001,skill,,P26_skill_01-P26_skill_02-P26_skill_03-P26_blank_01-P26_blank_02-P26_blank_03
26001,dead,,P26_dead_01
26001,dead_1,,P26_dead_02
26001,levelup,,P26_gift_01-P26_gift_02
26001,mvp,,P26_mvp_01
26001,sex_loop,,P26_story_04-P26_story_06-P26_story_07-P26_story_11-P26_story_12
26001,sex_hit,,P26_hit_03-P26_hit_04
26001,sex_end_02,,P26_sex_end_03
26001,sex_end_03,,P26_sex_end_03
26001,sex_end_05,,P26_sex_end_03
26001,sex_loop_06,,P26_sex06_loop_02-P26_sex06_loop_03
26001,sex_end_06_01,,P26_general_08
26001,sex_end_06_02,,P26_general_20
26001,sex_end_06_03,,P26_sex06_end_01
26001,sex_end_06_04,,P26_general_16
26001,sex_idel_06,,P26_story_03-P26_blank_01-P26_blank_01-P26_blank_01
26001,sex_idel,,P26_story_02-P26_blank_01
26001,marry_01,,P26_marry_01
26001,marry_02,,P26_marry_02
26001,marry_03,,UI_Star
26001,marry_04,,sys018
27001,hit,,P27_hit_01-P27_hit_02-P27_sex_hit_01
27001,hit_1,,P27_hit_03-P27_sex_hit_02-P27_sex_hit_03-P27_sex_hit_04-P27_blank_03-P27_blank_01-P27_blank_02-P27_blank_03-P27_blank_01-P27_blank_02-P27_blank_03
27001,end,,P27_break_02
27001,idel2,,P27_story_20-P27_blank_02-P27_blank_03-P27_blank_01
27001,fire,,P27_atk_01-P27_atk_02-P27_atk_03-P27_atk_04-P27_atk_05-P27_blank_02-P27_blank_03
27001,skill,,P27_skill_01-P27_skill_02-P27_skill_03-P27_blank_01-P27_blank_02-P27_blank_03
27001,dead,,P27_dead_01-P27_story_13
27001,dead_1,,P27_break_01
27001,levelup,,P27_gift_01-P27_gift_02
27001,mvp,,P27_mvp_01
27001,sex_loop,,P27_story_05-P27_story_03-P27_story_04-P27_story_11-P27_story_12-P27_story_15-P27_story_14
27001,sex_hit,,P27_sex_hit_01-P27_hit_02-P27_sex_hit_03-P27_sex_hit_04
27001,sex_end_01,,P27_sex_end_01
27001,sex_end_02,,P27_sex_end_05
27001,sex_end_05,,P27_sex_end_05
27001,sex_idel,,P27_story_01-P27_blank_01
27001,marry_01,,P27_general_22
27001,marry_02,,P27_gift_01
27001,marry_03,,UI_Star
27001,marry_04,,sys018
27001,marry_05,,hit_SwordTwo
27001,sex_loop_06,,P27_story_06-P27_story_07-P27_sex06_loop_01-P27_sex06_loop_02
27001,sex_end_06_01,,P27_general_15
27001,sex_end_06_02,,P27_general_24
27001,sex_end_06_03,,P27_sex06_end_01
27001,sex_end_06_04,,P27_general_17
27001,sex_idel_06,,P27_story_02-P27_blank_01-P27_blank_01-P27_blank_01
28001,hit,,P28_hit_03-P28_hit_04
28001,hit_1,,P28_hit_01-P28_sex_hit_01-P28_sex_hit_02-P28_sex_hit_03-P28_blank_03-P28_blank_01-P28_blank_02-P28_blank_03-P28_blank_01
28001,end,,P28_break_01
28001,idel2,,P28_story_01-P28_blank_02-P28_blank_03-P28_blank_01
28001,fire,,P28_atk_01-P28_atk_02-P28_atk_03-P28_atk_04-P28_atk_05-P28_blank_02-P28_blank_03
28001,skill,,P28_skill_01-P28_skill_02-P28_skill_03-P28_blank_01-P28_blank_02-P28_blank_03
28001,dead,,P28_dead_02
28001,dead_1,,P28_dead_03
28001,levelup,,P28_gift_01-P28_gift_02
28001,mvp,,P28_mvp_01
28001,sex_loop,,P28_story_05-P28_story_06-P28_story_04-P28_story_07-P28_story_08-P28_story_09-P28_story_10
28001,sex_hit,,P28_sex_hit_01-P28_hit_02-P28_sex_hit_03-P28_sex_hit_04
28001,sex_end_02,,P28_sex_end_02
28001,sex_end_03,,P28_sex_end_04
28001,sex_end_04,,P28_sex_end_04
28001,sex_idel,,P28_story_04-P28_blank_01
28001,marry_01,,P28_general_10
28001,marry_02,,P28_marry_02
28001,marry_03,,Story_watergun_hit
28001,marry_04,,P28_marry_01
28001,marry_05,,sys018
29001,hit,,P29_sex_hit_01-P29_sex_hit_02-P29_sex_hit_04
29001,hit_1,,P29_hit_01-P29_hit_02-P29_sex_hit_03-P29_blank_03-P29_blank_01-P29_blank_02-P29_blank_03-P29_blank_01
29001,end,,P29_break_01
29001,idel2,,P29_story_09-P29_blank_02-P29_blank_03-P29_blank_01
29001,fire,,P29_atk_01-P29_atk_02-P29_atk_03-P29_atk_04-P29_atk_05-P29_blank_02-P29_blank_03
29001,skill,,P29_skill_01-P29_skill_02-P29_blank_01-P29_blank_02-P29_blank_03
29001,dead,,P29_dead_01
29001,dead_1,,P29_break_02
29001,levelup,,P29_gift_01-P29_gift_02
29001,mvp,,P29_mvp_01
29001,sex_loop,,P29_story_04-P29_story_07-P29_story_08-P29_story_11-P29_story_12-P29_story_14-P29_story_03
29001,sex_hit,,P29_sex_hit_05-P29_sex_hit_06-P29_sex_hit_07-P29_sex_hit_04
29001,sex_end_01,,P29_sex_end_01
29001,sex_end_02,,P29_sex_end_03
29001,sex_end_03,,P29_sex_end_03
29001,sex_end_05,,P29_sex_end_05
29001,sex_idel,,P29_story_10-P29_blank_01
29001,marry_01,,guitar01
29001,marry_02,,P29_marry_02
29001,marry_03,,P29_general_24
29001,marry_04,,UI_Star
29001,marry_05,,sys018
30001,hit,,P30_sex_hit_01-P30_sex_hit_02-P30_sex_hit_04
30001,hit_1,,P30_hit_01-P30_hit_02-P30_sex_hit_05-P30_blank_03-P30_blank_01-P30_blank_02-P30_blank_03-P30_blank_01
30001,end,,P30_break_01
30001,idel2,,P30_story_09-P30_blank_02-P30_blank_03-P30_blank_01
30001,fire,,P30_atk_01-P30_atk_02-P30_blank_02-P30_blank_03
30001,skill,,P30_atk_03-P30_atk_04-P30_skill_01-P30_skill_02-P30_blank_01-P30_blank_02-P30_blank_03
30001,dead,,P30_dead_02
30001,dead_1,,P30_break_03
30001,levelup,,P30_gift_01-P30_gift_02
30001,mvp,,P30_mvp_01
30001,sex_loop,,P30_story_08-P30_story_10-P30_story_11-P30_story_12-P30_story_13
30001,sex_hit,,P30_sex_hit_03-P30_sex_hit_04-P30_sex_hit_05-P30_sex_hit_06
30001,sex_end_02,,P30_sex_end_02
30001,sex_end_03,,P30_sex_end_03
30001,sex_end_04,,P30_sex_end_04
30001,sex_idel,,P30_story_05-P30_blank_01
30001,marry_01,,P30_marry_01
30001,marry_02,,P30_marry_02
30001,marry_03,,P30_marry_03
30001,marry_04,,UI_Star
30001,marry_05,,sys018
31001,hit,,P31_sex_hit_01-P31_sex_hit_02-P31_sex_hit_03
31001,hit_1,,P31_hit_01-P31_hit_02-P31_sex_hit_04-P31_blank_03-P31_blank_01-P31_blank_02-P31_blank_03-P31_blank_01
31001,end,,P31_break_01
31001,idel2,,P31_story_06-P31_blank_02-P31_blank_03-P31_blank_01
31001,fire,,P31_atk_01-P31_atk_03-P31_blank_02-P31_blank_03
31001,skill,,P31_atk_02-P31_skill_01-P31_skill_02-P31_blank_01-P31_blank_02-P31_blank_03
31001,dead,,P31_dead_02
31001,dead_1,,P31_break_01
31001,levelup,,P31_gift_01
31001,mvp,,P31_mvp_01
31001,sex_loop,,P31_story_19-P31_story_20-P31_story_21
31001,sex_hit,,P31_sex_hit_03-P31_sex_hit_04-P31_sex_hit_02-P31_sex_hit_01
31001,sex_end_02,,P31_sex_end_03
31001,sex_end_03,,P31_sex_end_03
31001,sex_end_05,,P31_sex_end_05
31001,sex_idel,,P31_story_01-P31_blank_01
31001,sex_loop_06,,P31_sex06_loop_01-P31_sex06_loop_02
31001,sex_end_06_01,,P31_general_10
31001,sex_end_06_02,,P31_hit_03
31001,sex_end_06_03,,P31_sex06_end_01
31001,sex_end_06_04,,P31_general_02
31001,sex_idel_06,,P31_general_11-P31_blank_01-P31_blank_01-P31_blank_01
31001,marry_01,,P31_general_05
31001,marry_02,,P31_general_04
31001,marry_03,,UI_Star
31001,marry_04,,sys018
31001,marry_05,,P31_kickball_01
31001,marry_06,,P31_kickball_02
31001,marry_07,,P31_balleffect_01
31001,marry_08,,hit_SwordTwo
32001,hit,,P32_hit_03-P32_hit_04
32001,hit_1,,P32_hit_01-P32_hit_02-P32_blank_03-P32_blank_01-P32_blank_02-P32_blank_03-P32_blank_01
32001,end,,P32_break_01
32001,idel2,,P32_story_03-P32_blank_02-P32_blank_03-P32_blank_01
32001,fire,,P32_atk_01-P32_atk_02-P32_blank_02-P32_blank_03
32001,skill,,P32_atk_03-P32_atk_04-P32_atk_05-P32_blank_01-P32_blank_02-P32_blank_03
32001,dead,,P32_Dead_01-P32_Dead_02
32001,dead_1,,P32_break_01
32001,levelup,,P32_Gift_01-P32_Gift_02
32001,mvp,,P32_mvp_01
32001,sex_loop,,P32_story_06-P32_story_08-P32_story_10-P32_story_24
32001,sex_hit,,P32_story_21-P32_hit_04-P32_hit_03
32001,sex_end_02,,P32_story_16
32001,sex_end_04,,P32_story_11
32001,sex_idel,,P32_story_02-P32_blank_01
32001,sex_loop_06,,P32_sex06_loop_01-P32_sex06_loop_02
32001,sex_end_06_01,,P32_story_26
32001,sex_end_06_02,,P32_sex06_end_01
32001,sex_end_06_03,,P32_general_17
32001,sex_end_06_04,,P32_sex06_end_02
32001,sex_idel_06,,P32_story_02-P32_blank_01-P32_blank_01-P32_blank_01
32001,marry_01,,P32_marry_01
32001,marry_02,,P32_marry_02
32001,marry_03,,P32_general_11
32001,marry_04,,UI_Star
32001,marry_05,,sys018
33001,hit,,P33_sex_hit_01-P33_sex_hit_02-P33_sex_hit_04
33001,hit_1,,P33_hit_01-P33_hit_02-P33_sex_hit_03-P33_blank_03-P33_blank_01-P33_blank_02-P33_blank_03-P33_blank_01
33001,end,,P33_break_03
33001,idel2,,P33_story_02-P33_blank_01
33001,fire,,P33_atk_01-P33_atk_02-P33_atk_03-P33_atk_04-P33_blank_02-P33_blank_03
33001,skill,,P33_skill_01-P33_skill_02-P33_blank_01-P33_blank_02-P33_blank_03
33001,dead,,P33_dead_01
33001,dead_1,,P33_break_01
33001,levelup,,P33_gift_01-P33_gift_02
33001,mvp,,P33_mvp_01
33001,sex_loop,,P33_story_03-P33_story_11-P33_story_08
33001,sex_hit,,P33_sex_hit_03-P33_sex_hit_05-P33_sex_hit_06-P33_sex_hit_07
33001,sex_end_01,,P33_sex_end_01
33001,sex_end_05,,P33_sex_end_05
33001,sex_end_02,,P33_sex_end_07
33001,sex_end_04,,P33_sex_end_07
33001,sex_idel,,P33_story_02-P33_blank_01
33001,marry_01,,P33_general_02
33001,marry_02,,P33_marry_01
33001,marry_03,,UI_Star
33001,marry_04,,sys018
34001,hit,,P34_hit_01-P34_hit_02-P34_hit_03
34001,hit_1,,P34_hit_01-P34_sex_hit_01-P34_sex_hit_02-P34_sex_hit_03-P34_blank_03-P34_blank_01-P34_blank_02-P34_blank_03-P34_blank_01
34001,end,,P34_break_02
34001,idel2,,P34_story_07-P34_blank_02-P34_blank_03-P34_blank_01
34001,fire,,P34_atk_01-P34_atk_02-P34_atk_03-P34_atk_04-P34_blank_01-P34_blank_02-P34_blank_03-P34_blank_01
34001,skill,,P34_skill_01-P34_skill_02-P34_skill_03-P34_skill_04-P34_blank_01-P34_blank_02-P34_blank_03-P34_blank_01
34001,dead,,P34_dead_01-P34_fail_01
34001,dead_1,,P34_break_01
34001,levelup,,P34_gift_01-P34_gift_02-P34_gift_03
34001,mvp,,P34_mvp_01
34001,sex_loop,,P34_sex02_loop_01-P34_sex02_loop_02-P34_sex02_loop_03-P34_sex02_loop_04
34001,sex_hit,,P34_sex_hit_01-P34_sex_hit_02-P34_sex_hit_03-P34_sex_hit_04-P34_sex_hit_05
34001,sex_end_02,,P34_sex02_end_01
34001,sex_idel,,P34_sex02_idle_01
34001,marry_01,,P34_general_04
34001,marry_02,,P34_marry_01
34001,marry_03,,Effect_Hit_01
34001,marry_04,,sys018
34001,marry_05,,ActCg_hit
34001,sex_loop_06,,P34_sex06_loop_01-P34_sex06_loop_02-P34_sex06_loop_03-P34_sex06_loop_04
34001,sex_end_06_01,,P34_sex06_end_01
34001,sex_end_06_02,,P34_sex06_end_02
34001,sex_end_06_03,,P34_sex06_end_03
34001,sex_end_06_04,,P34_sex06_end_04
34001,sex_idel_06,,P34_sex06_idle_01-P34_blank_01-P34_blank_01
35001,hit,,P35_hit_01-P35_hit_02
35001,hit_1,,P35_sex_hit_01-P35_sex_hit_02-P35_sex_hit_03-P35_sex_hit_04-P35_sex_hit_05-P35_sex_hit_06-P35_blank_03-P35_blank_01-P35_blank_02-P35_blank_03
35001,end,,P35_break_01
35001,idel2,,P35_story_02-P35_blank_02-P35_blank_03-P35_blank_01
35001,fire,,P35_atk_01-P35_atk_02-P35_atk_03-P35_atk_04-P35_blank_01-P35_blank_02-P35_blank_03-P35_blank_01
35001,skill,,P35_skill_01-P35_skill_03-P35_skill_04-P35_blank_01-P35_blank_02-P35_blank_03-P35_blank_01
35001,dead,,P35_dead_02
35001,dead_1,,P35_break_03
35001,levelup,,P35_gift_01-P35_gift_02-P35_gift_03
35001,mvp,,P35_mvp_01
35001,sex_loop,,P35_story_04-P35_story_06-P35_story_07-P35_story_08
35001,sex_hit,,P35_sex_hit_01-P35_sex_hit_02-P35_sex_hit_03-P35_sex_hit_04-P35_sex_hit_05-P35_sex_hit_06
35001,sex_end_01,,P35_sex_end_01
35001,sex_end_03,,P35_sex_end_03
35001,sex_end_02,,P35_sex_end_02
35001,sex_idel,,P35_story_02
35001,marry_01,,P35_general_08
35001,marry_02,,P35_general_14
35001,marry_03,,UI_Star
35001,marry_04,,sys018
36001,hit,,P36_hit_01-P36_hit_02-P36_hit_03
36001,hit_1,,P36_hit_01-P36_hit_02-P36_hit_03-P36_blank_03-P36_blank_01-P36_blank_02-P36_blank_03
36001,end,,P36_sexfinish_02
36001,idel2,,P36_sexend_02-P36_blank_02-P36_blank_03-P36_blank_01
36001,fire,,P36_atk_01-P36_atk_02-P36_atk_03-P36_atk_04-P36_blank_01-P36_blank_02-P36_blank_03-P36_blank_01
36001,skill,,P36_skill_01-P36_skill_02-P36_skill_03-P36_skill_04-P36_blank_01-P36_blank_02-P36_blank_03-P36_blank_01
36001,dead,,P36_dead_01
36001,dead_1,,P36_break_01
36001,levelup,,P36_gift_01-P36_gift_02
36001,mvp,,P36_mvp_01
36001,sex_loop,,P36_sexloop_01-P36_sexloop_02-P36_sexloop_03-P36_sexloop_04
36001,sex_hit,,P36_sex_hit_01-P36_sex_hit_02-P36_sex_hit_03-P36_sex_hit_04
36001,sex_end_01,,P36_sexfinish_03
36001,sex_end_05,,P36_sexfinish_03
36001,sex_idel,,P36_sex_idle_02
36001,marry_01,,ActCg_hit
36001,marry_02,,UI_Star
36001,marry_03,,P36_marry_01
36001,marry_04,,sys018
36001,marry_05,,P36_marry_02
37001,hit,,P37_hit_02-P37_sex_hit_01-P37_sex_hit_02
37001,hit_1,,P37_hit_01-P37_hit_02-P37_sex_hit_04-P37_blank_03-P37_blank_01-P37_blank_02-P37_blank_03
37001,end,,P37_break_01
37001,idel2,,P37_sexend_02-P37_blank_02-P37_blank_03-P37_blank_01
37001,fire,,P37_atk_01-P37_atk_02-P37_atk_03-P37_blank_01-P37_blank_02-P37_blank_03-P37_blank_01
37001,skill,,P37_skill_01-P37_atk_01-P37_blank_01-P37_blank_02-P37_blank_03-P37_blank_01
37001,dead,,P37_dead_01
37001,dead_1,,P37_break_01
37001,levelup,,P37_gift_01-P37_gift_02
37001,mvp,,P37_mvp_01
37001,sex_loop,,P37_story_11-P37_story_15-P37_story_16
37001,sex_hit,,P37_sex_hit_05-P37_sex_hit_03-P37_sex_hit_01-P37_sex_hit_04
37001,sex_end_03,,P37_sex_end_03
37001,sex_idel,,P37_story_02-P37_blank_01
37001,sex_loop_06,,P37_sex06_loop_01-P37_sex06_loop_02-P37_sex06_loop_03-P37_sex06_loop_04
37001,sex_end_06_01,,P37_sex06_end_01
37001,sex_end_06_02,,P37_sex06_end_02
37001,sex_end_06_03,,P37_sex06_end_03
37001,sex_end_06_04,,P37_sex06_end_04
37001,sex_idel_06,,P37_sex06_idle_01-P37_blank_01-P37_blank_01
37001,sex_end_01,,P37_sex_end_01
37001,sex_end_02,,P37_sex_end_02
37001,marry_01,,P37_story_08
37001,marry_02,,P37_general_02
37001,marry_03,,UI_Star
37001,marry_04,,sys018
38001,hit,,P38_hit_01-P38_hit_02-P38_hit_03
38001,hit_1,,P38_sex_hit_01-P38_sex_hit_02-P38_sex_hit_03-P38_sex_hit_04-P38_blank_03-P38_blank_01-P38_blank_02-P38_blank_03-P38_blank_01
38001,end,,P38_break_02
38001,idel2,,P38_break_03-P38_blank_02-P38_blank_03-P38_blank_01
38001,fire,,P38_atk_01-P38_atk_02-P38_atk_03-P38_blank_01-P38_blank_02-P38_blank_03-P38_blank_01
38001,skill,,P38_skill_01-P38_skill_02-P38_skill_03-P38_blank_01-P38_blank_02-P38_blank_03
38001,dead,,P38_dead_01
38001,dead_1,,P38_break_01
