ID,TYPE,NAME,ICON,HeadIcon,ExcludeRole,Role,Color,RepeatChangeID,RepeatChangeCount,Value,DropTag,Info,Source,IsCountDrop,SortIndex,EnergyValue,ObtainWays,VersionControl
1100117,4,T_ITEM_NAME_1100117,Icon/Item/Skin/Icon_SkinIcon_36,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,10,3000,1100117,Shine_Skin,T_ITEM_Info_1100104,,1,,,16,448-56
1100118,4,T_ITEM_NAME_1100118,Icon/Item/Skin/Icon_SkinIcon_37,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,10,3000,1100118,SS_9-11001_SS-SS-SS_S9,T_ITEM_Info_1100104,,1,,,1-3,354-449-56
1100119,4,T_ITEM_NAME_1100119,Icon/Item/Skin/Icon_SkinIcon_40,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,10,3000,1100119,SS_10-11001_SS-SS-SS_S10,T_ITEM_Info_1100104,,1,,,1-3,354-452-56
1100120,4,T_ITEM_NAME_1100120,Icon/Item/Skin/Icon_SkinIcon_29,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,,,1100120,,T_ITEM_Info_1100101,,1,,,18,317-108-56
1100121,4,T_ITEM_NAME_1100121,Icon/Item/Skin/Icon_SkinIcon_41,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,10,3000,1100121,SS_11-11001_SS-SS-SS_S11,T_ITEM_Info_1100104,,1,,,1-3,354-454-56
1100122,4,T_ITEM_NAME_1100122,Icon/Item/Skin/Icon_SkinIcon_05_2,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,10,3000,1100122,1st_Skin-2nd_Gift,T_ITEM_Info_1100101,,1,,,1-3,354-455-56
1100123,4,T_ITEM_NAME_1100123,Icon/Item/Skin/Icon_SkinIcon_45,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,10,3000,1100123,SS_12-11001_SS-SS-SS_S12,T_ITEM_Info_1100104,,1,,,1-3,354-459-56
1100124,4,T_ITEM_NAME_1100124,Icon/Item/Skin/Icon_SkinIcon_24_X01,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,10,3000,1100124,ChinaGold_Skin,T_ITEM_Info_1100101,,1,,,1-3,354-461-56
1100125,4,T_ITEM_NAME_1100125,Icon/Item/Skin/Icon_SkinIcon_43,Icon/Icon01_Head/Icon01_Head_S_P11,,,4,10,3000,1100125,SS_13-11001_SS-SS-SS_S13,T_ITEM_Info_1100104,,1,,,1-3,354-462-56
1200101,4,T_ITEM_NAME_1200101,Icon/Item/Skin/Icon_SkinIcon_31,Icon/Icon01_Head/Icon01_Head_S_P12,,,2,10,1000,1200101,12001_Skin-Skin-S_CS-DS_AG_CS,T_ITEM_Info_1200101,,1,,,1-2+201-3,355-56
1200102,4,T_ITEM_NAME_1200102,Icon/Item/Skin/Icon_SkinIcon_32,Icon/Icon01_Head/Icon01_Head_S_P12,,,2,10,1000,1200102,12001_Skin-Skin-S_CS-DS_AG_CS,T_ITEM_Info_1200101,,1,,,1-2+201-3,355-56
1200103,4,T_ITEM_NAME_1200103,Icon/Item/Skin/Icon_SkinIcon_26,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200103,WDSkin-SS_6-12001_SS-SS-SS_S6,T_ITEM_Info_1200103,,1,,,1-3,355-425-56
1200104,4,T_ITEM_NAME_1200104,Icon/Item/Skin/Icon_SkinIcon_23,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200104,Shine_Skin,T_ITEM_Info_1200103,,1,,,16,355-56-56
1200105,4,T_ITEM_NAME_1200105,Icon/Item/Skin/Icon_SkinIcon_17,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200105,12001_Skin-SS_1-Skin-SS-SS_S1,T_ITEM_Info_1200103,,1,,,1-3,355-414-56
1200106,4,T_ITEM_NAME_1200106,Icon/Item/Skin/Icon_SkinIcon_25,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200106,SS_5-12001_SS-SS-SS_S5,T_ITEM_Info_1200103,,1,,,1-3,355-423-56
1200107,4,T_ITEM_NAME_1200107,Icon/Item/Skin/Icon_SkinIcon_34,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200107,WDSkin-SS_7-12001_SS-SS-SS_S7,T_ITEM_Info_1200103,,1,,,1-3,355-443-56
1200108,4,T_ITEM_NAME_1200108,Icon/Item/Skin/Icon_SkinIcon_20,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200108,SS_2-12001_SS-SS-SS_S2,T_ITEM_Info_1200103,,1,,,1-3,355-413-56
1200109,4,T_ITEM_NAME_1200109,Icon/Item/Skin/Icon_SkinIcon_15,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200109,SS_3-12001_SS-SS-SS_S3,T_ITEM_Info_1200103,,1,,,1-3,355-412-56
1200110,4,T_ITEM_NAME_1200110,Icon/Item/Skin/Icon_SkinIcon_24,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200110,SS_4-12001_SS-SS-SS_S4,T_ITEM_Info_1200103,,1,,,1-3,355-419-56
1200111,4,T_ITEM_NAME_1200111,Icon/Item/Skin/Icon_SkinIcon_07_1,Icon/Icon01_Head/Icon01_Head_S_P12,,,2,10,1000,1200111,12001_Skin-Skin-S_CS-DS_AG_CS,T_ITEM_Info_1200101,,1,,,1-2+201-3,444-56
1200112,4,T_ITEM_NAME_1200112,Icon/Item/Skin/Icon_SkinIcon_07,Icon/Icon01_Head/Icon01_Head_S_P12,,,2,10,1000,1200112,12001_Skin-Skin-S_CS-DS_AG_CS,T_ITEM_Info_1200101,,1,,,1-2+201-3,444-56
1200113,4,T_ITEM_NAME_1200113,Icon/Item/Skin/Icon_SkinIcon_33,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200113,SS_8-12001_SS-SS-SS_S8,T_ITEM_Info_1200103,,1,,,1-3,355-447-56
1200114,4,T_ITEM_NAME_1200114,Icon/Item/Skin/Icon_SkinIcon_37,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200114,SS_9-12001_SS-SS-SS_S9,T_ITEM_Info_1200103,,1,,,1-3,355-449-56
1200115,4,T_ITEM_NAME_1200115,Icon/Item/Skin/Icon_SkinIcon_14,Icon/Icon01_Head/Icon01_Head_S_P12,,,2,10,1000,1200115,12001_Skin-Skin-S_CS-DS_AG_CS,T_ITEM_Info_1200101,,1,,,1-2+201-3,450-56
1200116,4,T_ITEM_NAME_1200116,Icon/Item/Skin/Icon_SkinIcon_14_X01,Icon/Icon01_Head/Icon01_Head_S_P12,,,2,10,1000,1200116,12001_Skin-Skin-S_CS-DS_AG_CS,T_ITEM_Info_1200101,,1,,,1-2+201-3,450-56
1200117,4,T_ITEM_NAME_1200117,Icon/Item/Skin/Icon_SkinIcon_40,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200117,SS_10-12001_SS-SS-SS_S10,T_ITEM_Info_1200103,,1,,,1-2+201-3,355-452-56
1200118,4,T_ITEM_NAME_1200118,Icon/Item/Skin/Icon_SkinIcon_00,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,,,1200118,,T_ITEM_Info_1200118,,1,,,15,324-56
1200119,4,T_ITEM_NAME_1200119,Icon/Item/Skin/Icon_SkinIcon_41,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200119,SS_11-12001_SS-SS-SS_S11,T_ITEM_Info_1200103,,1,,,1-3,355-454-56
1200120,4,T_ITEM_NAME_1200120,Icon/Item/Skin/Icon_SkinIcon_05_2,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200120,1st_Skin-2nd_Gift,T_ITEM_Info_1200118,,1,,,1-3,355-455-56
1200121,4,T_ITEM_NAME_1200121,Icon/Item/Skin/Icon_SkinIcon_45,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200121,SS_12-12001_SS-SS-SS_S12,T_ITEM_Info_1200103,,1,,,1-3,355-459-56
1200122,4,T_ITEM_NAME_1200122,Icon/Item/Skin/Icon_SkinIcon_29,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,,,1200122,,T_ITEM_Info_1200118,,1,,,18,318-108-56
1200123,4,T_ITEM_NAME_1200123,Icon/Item/Skin/Icon_SkinIcon_44,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200123,Shine_Skin,T_ITEM_Info_1200103,,1,,,16,460-56
1200124,4,T_ITEM_NAME_1200124,Icon/Item/Skin/Icon_SkinIcon_24_X01,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200124,ChinaGold_Skin,T_ITEM_Info_1200118,,1,,,1-3,355-461-56
1200125,4,T_ITEM_NAME_1200125,Icon/Item/Skin/Icon_SkinIcon_43,Icon/Icon01_Head/Icon01_Head_S_P12,,,4,10,3000,1200125,SS_13-12001_SS-SS-SS_S13,T_ITEM_Info_1200103,,1,,,1-3,355-462-56
1300101,4,T_ITEM_NAME_1300101,Icon/Item/Skin/Icon_SkinIcon_05,Icon/Icon01_Head/Icon01_Head_S_P13,,,2,10,1000,1300101,13001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1300101,,1,,,16,356-56
1300102,4,T_ITEM_NAME_1300102,Icon/Item/Skin/Icon_SkinIcon_05_1,Icon/Icon01_Head/Icon01_Head_S_P13,,,2,10,1000,1300102,13001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1300101,,1,,,1-2+201-3,356-56
1300103,4,T_ITEM_NAME_1300103,Icon/Item/Skin/Icon_SkinIcon_26,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300103,WDSkin-SS_6-13001_SS-SS-SS_S6,T_ITEM_Info_1300103,,1,,,1-2+201-3,356-425-56
1300104,4,T_ITEM_NAME_1300104,Icon/Item/Skin/Icon_SkinIcon_38,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300104,Shine_Skin,T_ITEM_Info_1300103,,1,,,1-3,356-56
1300105,4,T_ITEM_NAME_1300105,Icon/Item/Skin/Icon_SkinIcon_17,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300105,13001_Skin-SS_1-Skin-SS-SS_S1,T_ITEM_Info_1300103,,1,,,1-3,356-414-56
1300106,4,T_ITEM_NAME_1300106,Icon/Item/Skin/Icon_SkinIcon_25,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300106,SS_5-13001_SS-SS-SS_S5,T_ITEM_Info_1300103,,1,,,1-3,356-423-56
1300107,4,T_ITEM_NAME_1300107,Icon/Item/Skin/Icon_SkinIcon_34,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300107,WDSkin-SS_7-13001_SS-SS-SS_S7,T_ITEM_Info_1300103,,1,,,1-3,356-443-56
1300108,4,T_ITEM_NAME_1300108,Icon/Item/Skin/Icon_SkinIcon_20,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300108,SS_2-13001_SS-SS-SS_S2,T_ITEM_Info_1300103,,1,,,1-3,356-413-56
1300109,4,T_ITEM_NAME_1300109,Icon/Item/Skin/Icon_SkinIcon_15,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300109,SS_3-13001_SS-SS-SS_S3,T_ITEM_Info_1300103,,1,,,1-3,356-412-56
1300110,4,T_ITEM_NAME_1300110,Icon/Item/Skin/Icon_SkinIcon_24,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300110,SS_4-13001_SS-SS-SS_S4,T_ITEM_Info_1300103,,1,,,1-3,356-419-56
1300111,4,T_ITEM_NAME_1300111,Icon/Item/Skin/Icon_SkinIcon_33,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300111,SS_8-13001_SS-SS-SS_S8,T_ITEM_Info_1300103,,1,,,1-3,356-447-56
1300112,4,T_ITEM_NAME_1300112,Icon/Item/Skin/Icon_SkinIcon_37,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300112,SS_9-13001_SS-SS-SS_S9,T_ITEM_Info_1300103,,1,,,1-3,356-449-56
1300113,4,T_ITEM_NAME_1300113,Icon/Item/Skin/Icon_SkinIcon_40,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300113,SS_10-13001_SS-SS-SS_S10,T_ITEM_Info_1300103,,1,,,1-3,356-452-56
1300114,4,T_ITEM_NAME_1300114,Icon/Item/Skin/Icon_SkinIcon_00,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,,,1300114,,T_ITEM_Info_1300114,,1,,,15,325-56
1300115,4,T_ITEM_NAME_1300115,Icon/Item/Skin/Icon_SkinIcon_41,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300115,SS_11-13001_SS-SS-SS_S11,T_ITEM_Info_1300103,,1,,,1-3,356-454-56
1300116,4,T_ITEM_NAME_1300116,Icon/Item/Skin/Icon_SkinIcon_05_2,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300116,1st_Skin-2nd_Gift,T_ITEM_Info_1300114,,1,,,1-3,356-455-56
1300117,4,T_ITEM_NAME_1300117,Icon/Item/Skin/Icon_SkinIcon_18,Icon/Icon01_Head/Icon01_Head_S_P13,,,2,10,1000,1300117,13001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1300101,,1,,,1-2+201-3,457-56
1300118,4,T_ITEM_NAME_1300118,Icon/Item/Skin/Icon_SkinIcon_18_X01,Icon/Icon01_Head/Icon01_Head_S_P13,,,2,10,1000,1300118,13001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1300101,,1,,,1-2+201-3,457-56
1300119,4,T_ITEM_NAME_1300119,Icon/Item/Skin/Icon_SkinIcon_45,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300119,SS_12-13001_SS-SS-SS_S12,T_ITEM_Info_1300103,,1,,,1-3,356-459-56
1300120,4,T_ITEM_NAME_1300120,Icon/Item/Skin/Icon_SkinIcon_24_X01,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300120,ChinaGold_Skin,T_ITEM_Info_1300114,,1,,,1-3,356-461-56
1300121,4,T_ITEM_NAME_1300121,Icon/Item/Skin/Icon_SkinIcon_43,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,10,3000,1300121,SS_13-13001_SS-SS-SS_S13,T_ITEM_Info_1300103,,1,,,1-3,356-462-56
1300122,4,T_ITEM_NAME_1300122,Icon/Item/Skin/Icon_SkinIcon_29,Icon/Icon01_Head/Icon01_Head_S_P13,,,4,,,1300122,,T_ITEM_Info_1300114,,1,,,18,321-108-56
1300123,4,T_ITEM_NAME_1300123,Icon/Item/Skin/Icon_SkinIcon_06,Icon/Icon01_Head/Icon01_Head_S_P13,,,2,10,1000,1300123,13001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1300101,,1,,,1-2+201-3,463-56
1300124,4,T_ITEM_NAME_1300124,Icon/Item/Skin/Icon_SkinIcon_06_1,Icon/Icon01_Head/Icon01_Head_S_P13,,,2,10,1000,1300124,13001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1300101,,1,,,1-2+201-3,463-56
1400101,4,T_ITEM_NAME_1400101,Icon/Item/Skin/Icon_SkinIcon_39,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400101,Shine_Skin,T_ITEM_Info_1400101,,1,,,16,357-56
1400102,4,T_ITEM_NAME_1400102,Icon/Item/Skin/Icon_SkinIcon_16_X01,Icon/Icon01_Head/Icon01_Head_S_P14,,,2,10,1000,1400102,14001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1400102,,1,,,1-2+201-3,357-56
1400103,4,T_ITEM_NAME_1400103,Icon/Item/Skin/Icon_SkinIcon_16,Icon/Icon01_Head/Icon01_Head_S_P14,,,2,10,1000,1400103,14001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1400102,,1,,,1-2+201-3,357-56
1400104,4,T_ITEM_NAME_1400104,Icon/Item/Skin/Icon_SkinIcon_26,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400104,WDSkin-SS_6-14001_SS-SS-SS_S6,T_ITEM_Info_1400101,,1,,,1-3,357-425-56
1400105,4,T_ITEM_NAME_1400105,Icon/Item/Skin/Icon_SkinIcon_17,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400105,14001_Skin-SS_1-Skin-SS-SS_S1,T_ITEM_Info_1400101,,1,,,1-3,357-414-56
1400106,4,T_ITEM_NAME_1400106,Icon/Item/Skin/Icon_SkinIcon_25,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400106,SS_5-14001_SS-SS-SS_S5,T_ITEM_Info_1400101,,1,,,1-3,357-423-56
1400107,4,T_ITEM_NAME_1400107,Icon/Item/Skin/Icon_SkinIcon_34,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400107,WDSkin-SS_7-14001_SS-SS-SS_S7,T_ITEM_Info_1400101,,1,,,1-3,357-443-56
1400108,4,T_ITEM_NAME_1400108,Icon/Item/Skin/Icon_SkinIcon_20,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400108,SS_2-14001_SS-SS-SS_S2,T_ITEM_Info_1400101,,1,,,1-3,357-413-56
1400109,4,T_ITEM_NAME_1400109,Icon/Item/Skin/Icon_SkinIcon_15,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400109,SS_3-14001_SS-SS-SS_S3,T_ITEM_Info_1400101,,1,,,1-3,357-412-56
1400110,4,T_ITEM_NAME_1400110,Icon/Item/Skin/Icon_SkinIcon_24,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400110,SS_4-14001_SS-SS-SS_S4,T_ITEM_Info_1400101,,1,,,1-3,357-419-56
1400111,4,T_ITEM_NAME_1400111,Icon/Item/Skin/Icon_SkinIcon_33,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400111,SS_8-14001_SS-SS-SS_S8,T_ITEM_Info_1400101,,1,,,1-3,357-447-56
1400112,4,T_ITEM_NAME_1400112,Icon/Item/Skin/Icon_SkinIcon_37,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400112,SS_9-14001_SS-SS-SS_S9,T_ITEM_Info_1400101,,1,,,1-3,357-449-56
1400113,4,T_ITEM_NAME_1400113,Icon/Item/Skin/Icon_SkinIcon_40,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400113,SS_10-14001_SS-SS-SS_S10,T_ITEM_Info_1400101,,1,,,1-3,357-452-56
1400114,4,T_ITEM_NAME_1400114,Icon/Item/Skin/Icon_SkinIcon_00,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,,,1400114,,T_ITEM_Info_1400114,,1,,,15,326-56
1400115,4,T_ITEM_NAME_1400115,Icon/Item/Skin/Icon_SkinIcon_41,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400115,SS_11-14001_SS-SS-SS_S11,T_ITEM_Info_1400101,,1,,,1-3,357-454-56
1400116,4,T_ITEM_NAME_1400116,Icon/Item/Skin/Icon_SkinIcon_05_2,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400116,1st_Skin-2nd_Gift,T_ITEM_Info_1400114,,1,,,1-3,357-455-56
1400117,4,T_ITEM_NAME_1400117,Icon/Item/Skin/Icon_SkinIcon_04,Icon/Icon01_Head/Icon01_Head_S_P14,,,2,10,1000,1400117,14001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1400102,,1,,,1-2+201-3,458-56
1400118,4,T_ITEM_NAME_1400118,Icon/Item/Skin/Icon_SkinIcon_04_1,Icon/Icon01_Head/Icon01_Head_S_P14,,,2,10,1000,1400118,14001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1400102,,1,,,1-2+201-3,458-56
1400119,4,T_ITEM_NAME_1400119,Icon/Item/Skin/Icon_SkinIcon_45,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400119,SS_12-14001_SS-SS-SS_S12,T_ITEM_Info_1400101,,1,,,1-3,357-459-56
1400120,4,T_ITEM_NAME_1400120,Icon/Item/Skin/Icon_SkinIcon_24_X01,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400120,ChinaGold_Skin,T_ITEM_Info_1400114,,1,,,1-3,357-461-56
1400121,4,T_ITEM_NAME_1400121,Icon/Item/Skin/Icon_SkinIcon_43,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,10,3000,1400121,SS_13-14001_SS-SS-SS_S13,T_ITEM_Info_1400101,,1,,,1-3,357-462-56
1400124,4,T_ITEM_NAME_1400124,Icon/Item/Skin/Icon_SkinIcon_29,Icon/Icon01_Head/Icon01_Head_S_P14,,,4,,,1400124,,T_ITEM_Info_1400114,,1,,,18,322-108-56
1400125,4,T_ITEM_NAME_1400125,Icon/Item/Skin/Icon_SkinIcon_27,Icon/Icon01_Head/Icon01_Head_S_P14,,,2,10,1000,1400125,14001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1400102,,1,,,1-2+201-3,357-466-56
1400126,4,T_ITEM_NAME_1400126,Icon/Item/Skin/Icon_SkinIcon_27_X01,Icon/Icon01_Head/Icon01_Head_S_P14,,,2,10,1000,1400126,14001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1400102,,1,,,1-2+201-3,357-466-56
1500101,4,T_ITEM_NAME_1500101,Icon/Item/Skin/Icon_SkinIcon_35,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500101,Shine_Skin,T_ITEM_Info_1500101,,1,,,16,358-56
1500102,4,T_ITEM_NAME_1500102,Icon/Item/Skin/Icon_SkinIcon_19,Icon/Icon01_Head/Icon01_Head_S_P15,,,2,10,1000,1500102,15001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1500101,,1,,,1-2-3,358-56
1500103,4,T_ITEM_NAME_1500103,Icon/Item/Skin/Icon_SkinIcon_19_1,Icon/Icon01_Head/Icon01_Head_S_P15,,,2,10,1000,1500103,15001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1500101,,1,,,1-2-3,358-56
1500104,4,T_ITEM_NAME_1500104,Icon/Item/Skin/Icon_SkinIcon_26,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500104,WDSkin-SS_6-15001_SS-SS-SS_S6,T_ITEM_Info_1500101,,1,,,1-3,358-425-56
1500105,4,T_ITEM_NAME_1500105,Icon/Item/Skin/Icon_SkinIcon_17,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500105,15001_Skin-SS_1-Skin-SS-SS_S1,T_ITEM_Info_1500101,,1,,,1-3,358-414-56
1500106,4,T_ITEM_NAME_1500106,Icon/Item/Skin/Icon_SkinIcon_25,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500106,SS_5-15001_SS-SS-SS_S5,T_ITEM_Info_1500101,,1,,,1-3,358-423-56
1500107,4,T_ITEM_NAME_1500107,Icon/Item/Skin/Icon_SkinIcon_34,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500107,WDSkin-SS_7-15001_SS-SS-SS_S7,T_ITEM_Info_1500101,,1,,,1-3,358-443-56
1500108,4,T_ITEM_NAME_1500108,Icon/Item/Skin/Icon_SkinIcon_20,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500108,SS_2-15001_SS-SS-SS_S2,T_ITEM_Info_1500101,,1,,,1-3,358-413-56
1500109,4,T_ITEM_NAME_1500109,Icon/Item/Skin/Icon_SkinIcon_15,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500109,SS_3-15001_SS-SS-SS_S3,T_ITEM_Info_1500101,,1,,,1-3,358-412-56
1500110,4,T_ITEM_NAME_1500110,Icon/Item/Skin/Icon_SkinIcon_24,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500110,SS_4-15001_SS-SS-SS_S4,T_ITEM_Info_1500101,,1,,,1-3,358-419-56
1500111,4,T_ITEM_NAME_1500111,Icon/Item/Skin/Icon_SkinIcon_33,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500111,SS_8-15001_SS-SS-SS_S8,T_ITEM_Info_1500101,,1,,,1-3,358-447-56
1500112,4,T_ITEM_NAME_1500112,Icon/Item/Skin/Icon_SkinIcon_37,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500112,SS_9-15001_SS-SS-SS_S9,T_ITEM_Info_1500101,,1,,,1-3,358-449-56
1500113,4,T_ITEM_NAME_1500113,Icon/Item/Skin/Icon_SkinIcon_40,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500113,SS_10-15001_SS-SS-SS_S10,T_ITEM_Info_1500101,,1,,,1-3,358-452-56
1500114,4,T_ITEM_NAME_1500114,Icon/Item/Skin/Icon_SkinIcon_00,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,,,1500114,,T_ITEM_Info_1500114,,1,,,15,327-56
1500115,4,T_ITEM_NAME_1500115,Icon/Item/Skin/Icon_SkinIcon_41,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500115,SS_11-15001_SS-SS-SS_S11,T_ITEM_Info_1500101,,1,,,1-3,358-454-56
1500116,4,T_ITEM_NAME_1500116,Icon/Item/Skin/Icon_SkinIcon_05_2,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500116,1st_Skin-2nd_Gift,T_ITEM_Info_1500114,,1,,,1-3,358-455-56
1500117,4,T_ITEM_NAME_1500117,Icon/Item/Skin/Icon_SkinIcon_45,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500117,SS_12-15001_SS-SS-SS_S12,T_ITEM_Info_1500101,,1,,,1-3,358-459-56
1500118,4,T_ITEM_NAME_1500118,Icon/Item/Skin/Icon_SkinIcon_24_X01,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500118,ChinaGold_Skin,T_ITEM_Info_1500114,,1,,,1-3,358-461-56
1500119,4,T_ITEM_NAME_1500119,Icon/Item/Skin/Icon_SkinIcon_43,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,10,3000,1500119,SS_13-15001_SS-SS-SS_S13,T_ITEM_Info_1500101,,1,,,1-3,358-462-56
1500123,4,T_ITEM_NAME_1500123,Icon/Item/Skin/Icon_SkinIcon_16_X01,Icon/Icon01_Head/Icon01_Head_S_P15,,,2,10,1000,1500123,15001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1500101,,1,,,1-2+201-3,358-56
1500124,4,T_ITEM_NAME_1500124,Icon/Item/Skin/Icon_SkinIcon_16,Icon/Icon01_Head/Icon01_Head_S_P15,,,2,10,1000,1500124,15001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1500101,,1,,,1-2+201-3,358-56
1500125,4,T_ITEM_NAME_1500125,Icon/Item/Skin/Icon_SkinIcon_29,Icon/Icon01_Head/Icon01_Head_S_P15,,,4,,,1500125,,T_ITEM_Info_1500114,,1,,,18,323-108-56
1600101,4,T_ITEM_NAME_1600101,Icon/Item/Skin/Icon_SkinIcon_36,Icon/Icon01_Head/Icon01_Head_S_P16,,,4,10,3000,1600101,Shine_Skin,T_ITEM_Info_1600101,,1,,,16,359-56
1600102,4,T_ITEM_NAME_1600102,Icon/Item/Skin/Icon_SkinIcon_12,Icon/Icon01_Head/Icon01_Head_S_P16,,,2,10,1000,1600102,16001_Skin-Skin-S_CS-DS_LAG_CS,T_ITEM_Info_1600101,,1,,,1-2+201-3,359-56
